d,o,h,l,c,v,a,mc,s,m,rs
2006-01-02,8600.0,8910.0,8600.0,8820.0,33021.0,288460930.0,80262000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-03,8700.0,9300.0,8700.0,9040.0,48813.0,437175310.0,82264000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-04,9490.0,10200.0,9200.0,9390.0,91846.0,881393140.0,85449000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-05,9700.0,9700.0,8750.0,8900.0,44609.0,404273010.0,80990000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-06,8720.0,9180.0,8720.0,8880.0,45376.0,401335990.0,80808000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-09,8720.0,8870.0,8700.0,8790.0,57521.0,503043850.0,79989000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-10,8790.0,9500.0,8700.0,8770.0,40023.0,352750600.0,79807000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-11,9300.0,9300.0,8710.0,8800.0,26736.0,234877670.0,80080000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-12,8890.0,9000.0,8600.0,8740.0,34760.0,304192180.0,79534000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-13,8750.0,8860.0,8520.0,8820.0,29531.0,257347510.0,80262000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-16,8590.0,8870.0,8590.0,8830.0,16849.0,147800680.0,80353000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-17,9180.0,9180.0,8700.0,8920.0,33052.0,292582300.0,81172000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-18,9040.0,9050.0,8000.0,8450.0,30292.0,258906680.0,76895000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-19,8120.0,8780.0,8100.0,8420.0,27254.0,225730240.0,76622000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-20,8100.0,8840.0,8000.0,8260.0,21722.0,179598810.0,75166000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-23,8340.0,8340.0,7070.0,7070.0,34756.0,267335500.0,64337000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-24,7010.0,7600.0,6510.0,6960.0,17694.0,122958830.0,63336000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-25,6960.0,7800.0,6960.0,7110.0,30790.0,222456310.0,64701000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-26,7080.0,7890.0,6920.0,7550.0,19262.0,140532660.0,68705000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-27,8400.0,8400.0,7730.0,8000.0,11626.0,91635300.0,72800000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-01-31,8020.0,8800.0,7820.0,8300.0,16627.0,137293600.0,75530000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-01,8120.0,8120.0,7500.0,7800.0,18410.0,142040510.0,70980000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-02,8060.0,8060.0,7370.0,7710.0,14012.0,106272760.0,70161000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-03,7480.0,7700.0,7070.0,7600.0,6619.0,48973330.0,69160000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-06,7810.0,8000.0,7200.0,7700.0,13194.0,100504310.0,70070000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-07,7450.0,7980.0,7450.0,7800.0,8417.0,64988260.0,70980000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-08,7670.0,7850.0,7670.0,7720.0,14189.0,110099630.0,70252000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-09,7680.0,8150.0,7680.0,7760.0,12501.0,97112700.0,70616000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-10,7550.0,8200.0,7550.0,8180.0,20444.0,161072070.0,74438000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-13,8070.0,8190.0,7800.0,7970.0,36309.0,289315160.0,72527000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-14,7890.0,8090.0,7650.0,8090.0,15435.0,121989650.0,73619000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-15,8100.0,8100.0,7730.0,7730.0,9716.0,76923050.0,70343000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-16,7710.0,7990.0,7700.0,7880.0,5891.0,45814050.0,71708000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-17,8090.0,8090.0,7750.0,7800.0,11672.0,91363890.0,70980000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-20,7760.0,7970.0,7760.0,7920.0,14727.0,116276340.0,72072000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-21,7920.0,9100.0,7920.0,9100.0,50129.0,437280010.0,82810000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-22,9710.0,10450.0,9710.0,10450.0,166257.0,1712002660.0,95095000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-23,10550.0,10850.0,9600.0,10100.0,147181.0,1497296760.0,91910000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-24,10200.0,10400.0,9420.0,9840.0,82833.0,818244500.0,89544000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-27,9950.0,10050.0,9500.0,9650.0,52628.0,508108780.0,87815000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-02-28,9530.0,9670.0,9220.0,9500.0,45224.0,427712240.0,86450000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-02,9500.0,9880.0,9350.0,9640.0,42410.0,408232550.0,87724000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-03,9500.0,9730.0,8670.0,8680.0,69186.0,628783650.0,78988000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-06,8510.0,8680.0,8070.0,8370.0,23471.0,199301760.0,76167000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-07,8220.0,8600.0,8060.0,8250.0,18932.0,154913400.0,75075000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-08,8150.0,8350.0,7870.0,8220.0,26206.0,212048160.0,74802000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-09,8400.0,9000.0,8300.0,8300.0,25933.0,222124880.0,75530000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-10,8680.0,8680.0,8150.0,8340.0,10941.0,90764870.0,75894000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-13,8900.0,8900.0,8340.0,8400.0,9525.0,80716350.0,76440000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-14,8260.0,8570.0,8260.0,8410.0,6546.0,54586800.0,76531000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-15,8320.0,8580.0,8150.0,8290.0,7382.0,61093820.0,75439000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-16,8030.0,8290.0,8030.0,8100.0,6744.0,54817840.0,73710000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-17,8000.0,8700.0,7750.0,8290.0,15501.0,123469520.0,75439000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-20,8030.0,8240.0,8030.0,8200.0,11123.0,90543170.0,74620000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-21,8200.0,8440.0,8120.0,8290.0,8758.0,71507840.0,75439000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-22,8400.0,8400.0,8090.0,8200.0,7512.0,61029220.0,74620000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-23,8200.0,8800.0,8120.0,8300.0,40809.0,342895400.0,75530000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-24,8300.0,8560.0,7920.0,8050.0,8870.0,71731250.0,73255000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-27,8000.0,8280.0,8000.0,8180.0,8809.0,71423820.0,74438000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-28,8210.0,8500.0,8180.0,8390.0,15045.0,125550150.0,76349000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-29,8800.0,9470.0,8440.0,9100.0,38612.0,350596010.0,82810000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-30,9100.0,9100.0,8650.0,8670.0,16958.0,148753020.0,78897000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-03-31,8750.0,8800.0,8520.0,8800.0,14100.0,122471010.0,80080000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-04-03,8630.0,9400.0,8610.0,9400.0,36286.0,331978880.0,85540000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-04-04,9150.0,9500.0,9120.0,9160.0,9654.0,89007030.0,83356000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-04-05,9090.0,9260.0,8910.0,8910.0,13554.0,123008130.0,81081000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-04-06,8860.0,10200.0,8860.0,9440.0,132315.0,1278482470.0,85904000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-04-07,9450.0,9630.0,9020.0,9150.0,33004.0,303866620.0,83265000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-04-10,9150.0,9380.0,9000.0,9000.0,36208.0,328506280.0,81900000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-04-11,8950.0,9080.0,8900.0,8980.0,29722.0,266669350.0,81718000000.0,9100000,KOSDAQ,tradable_ohlcv
2006-04-12,8770.0,9280.0,8760.0,9000.0,25710.0,229414170.0,81900000000.0,9100000,KOSDAQ,tradable_ohlcv
