d,o,h,l,c,v,a,mc,s,m,rs
2003-01-02,2250.0,2250.0,2070.0,2190.0,3033.0,6516130.0,37230000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-03,2150.0,2230.0,2150.0,2190.0,7575.0,16593100.0,37230000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-06,2230.0,2330.0,1930.0,2100.0,21346.0,46682200.0,35700000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-07,2150.0,2330.0,2020.0,2060.0,55210.0,117249420.0,35020000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-08,2090.0,2130.0,2050.0,2120.0,23544.0,49311210.0,36040000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-09,2150.0,2170.0,2060.0,2120.0,23202.0,49274490.0,36040000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-10,2120.0,2200.0,2090.0,2120.0,17555.0,37131200.0,36040000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-13,1980.0,2190.0,1980.0,2170.0,9167.0,19709370.0,36890000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-14,2180.0,2220.0,2070.0,2130.0,7790.0,16399950.0,36210000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-15,2110.0,2140.0,2060.0,2140.0,9834.0,20695300.0,36380000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-16,2090.0,2140.0,2060.0,2140.0,14222.0,29799060.0,36380000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-17,2090.0,2140.0,2080.0,2100.0,1296.0,2700520.0,35700000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-20,2030.0,2120.0,2030.0,2050.0,2159.0,4421380.0,34850000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-21,2040.0,2090.0,2030.0,2070.0,2312.0,4732840.0,35190000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-22,2080.0,2080.0,2010.0,2060.0,8154.0,16483030.0,35020000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-23,2010.0,2060.0,2010.0,2040.0,7598.0,15493330.0,34680000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-24,2000.0,2050.0,2000.0,2020.0,16049.0,32223330.0,34340000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-27,1910.0,2040.0,1780.0,1970.0,26483.0,51666260.0,33490000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-28,2000.0,2000.0,1910.0,2000.0,8705.0,17259300.0,34000000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-29,2060.0,2060.0,1940.0,1990.0,1508.0,2991260.0,33830000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-01-30,1930.0,2100.0,1930.0,2050.0,9993.0,20509800.0,34850000000.0,17000000,KOSDAQ,tradable_ohlcv
2003-02-03,2070.0,2100.0,1930.0,2060.0,8277.0,16516730.0,35020000000.0,17000000,KOSDAQ,tradable_ohlcv
