d,o,h,l,c,v,a,mc,s,m
2006-01-02,28000.0,29500.0,27500.0,29200.0,227411.0,6576189600.0,378724000000.0,12970000,KOSDAQ
2006-01-03,30000.0,31300.0,29500.0,30900.0,392917.0,11972719650.0,400773000000.0,12970000,KOSDAQ
2006-01-04,32000.0,34200.0,30900.0,31500.0,1011525.0,33270552350.0,408555000000.0,12970000,KOSDAQ
2006-01-05,31850.0,31950.0,30300.0,30550.0,300305.0,9255103350.0,396233500000.0,12970000,KOSDAQ
2006-01-06,30650.0,31900.0,30650.0,31250.0,323187.0,10148425200.0,405312500000.0,12970000,KOSDAQ
2006-01-09,31250.0,33700.0,31250.0,33200.0,536048.0,17591318150.0,430604000000.0,12970000,KOSDAQ
2006-01-10,32900.0,33400.0,31700.0,32450.0,254584.0,8231671200.0,420876500000.0,12970000,KOSDAQ
2006-01-11,32550.0,32800.0,31150.0,32000.0,188266.0,5999930100.0,415040000000.0,12970000,KOSDAQ
2006-01-12,31800.0,33000.0,31650.0,33000.0,207871.0,6728832300.0,428010000000.0,12970000,KOSDAQ
2006-01-13,33000.0,34700.0,32950.0,34400.0,583208.0,19940150500.0,446168000000.0,12970000,KOSDAQ
2006-01-16,34400.0,35400.0,33600.0,34200.0,278924.0,9649676100.0,443574000000.0,12970000,KOSDAQ
2006-01-17,34800.0,36000.0,33200.0,33500.0,487974.0,17030129750.0,434495000000.0,12970000,KOSDAQ
2006-01-18,33500.0,33700.0,29250.0,32000.0,534935.0,16636515250.0,415040000000.0,12970000,KOSDAQ
2006-01-19,31400.0,32400.0,30150.0,30150.0,344531.0,10685543950.0,391045500000.0,12970000,KOSDAQ
2006-01-20,29600.0,31000.0,27600.0,28150.0,348128.0,10282424400.0,365105500000.0,12970000,KOSDAQ
2006-01-23,27100.0,27100.0,23950.0,23950.0,577855.0,14413024500.0,310631500000.0,12970000,KOSDAQ
2006-01-24,24500.0,25100.0,21500.0,24800.0,855245.0,20492457350.0,321656000000.0,12970000,KOSDAQ
2006-01-25,25300.0,26800.0,25000.0,25450.0,622349.0,16074152500.0,330086500000.0,12970000,KOSDAQ
2006-01-26,25450.0,27550.0,24500.0,26800.0,935256.0,24822663550.0,347596000000.0,12970000,KOSDAQ
2006-01-27,27000.0,27600.0,26300.0,27000.0,384208.0,10346564350.0,350190000000.0,12970000,KOSDAQ
2006-01-31,27050.0,27450.0,26350.0,26350.0,345556.0,9311626600.0,341759500000.0,12970000,KOSDAQ
2006-02-01,25550.0,26000.0,22500.0,23300.0,686285.0,16561747500.0,302201000000.0,12970000,KOSDAQ
2006-02-02,24400.0,24800.0,23150.0,24300.0,559316.0,13428153400.0,315171000000.0,12970000,KOSDAQ
2006-02-03,23450.0,24100.0,23150.0,23250.0,322040.0,7574828700.0,301552500000.0,12970000,KOSDAQ
2006-02-06,22100.0,23300.0,22100.0,23100.0,293373.0,6636634050.0,299607000000.0,12970000,KOSDAQ
2006-02-07,23050.0,24150.0,22900.0,23700.0,371496.0,8762949250.0,307389000000.0,12970000,KOSDAQ
2006-02-08,23500.0,24250.0,23000.0,23200.0,167313.0,3958170200.0,300904000000.0,12970000,KOSDAQ
2006-02-09,23500.0,24200.0,23050.0,23400.0,132417.0,3101776600.0,303498000000.0,12970000,KOSDAQ
2006-02-10,23250.0,23450.0,22250.0,23000.0,178418.0,4077252100.0,298310000000.0,12970000,KOSDAQ
2006-02-13,22900.0,25100.0,22700.0,24250.0,399978.0,9696973850.0,314522500000.0,12970000,KOSDAQ
2006-02-14,23050.0,23500.0,22000.0,22750.0,491600.0,11166319500.0,295067500000.0,12970000,KOSDAQ
2006-02-15,23000.0,23150.0,19350.0,19350.0,1417694.0,28342307650.0,250988850000.0,12971000,KOSDAQ
