d,o,h,l,c,v,a,mc,s,m
2013-01-02,1410.0,1410.0,1295.0,1295.0,171608.0,229232405.0,40217096535.0,31055673,KOSDAQ
2013-01-03,1335.0,1335.0,1240.0,1325.0,237208.0,304928945.0,41148766725.0,31055673,KOSDAQ
2013-01-04,1340.0,1340.0,1290.0,1330.0,101057.0,132629240.0,41304045090.0,31055673,KOSDAQ
2013-01-07,1330.0,1330.0,1290.0,1290.0,104710.0,136973695.0,40061818170.0,31055673,KOSDAQ
2013-01-08,1275.0,1320.0,1275.0,1315.0,62752.0,81466910.0,40838209995.0,31055673,KOSDAQ
2013-01-09,1325.0,1330.0,1290.0,1320.0,87274.0,114250650.0,40993488360.0,31055673,KOSDAQ
2013-01-10,1330.0,1335.0,1300.0,1320.0,81946.0,107558880.0,40993488360.0,31055673,KOSDAQ
2013-01-11,1320.0,1355.0,1300.0,1320.0,68590.0,91123985.0,40993488360.0,31055673,KOSDAQ
2013-01-14,1320.0,1340.0,1280.0,1340.0,110554.0,145968235.0,41614601820.0,31055673,KOSDAQ
2013-01-15,1430.0,1440.0,1340.0,1340.0,169647.0,236788485.0,41614601820.0,31055673,KOSDAQ
2013-01-16,1360.0,1360.0,1280.0,1280.0,89129.0,116526450.0,39751261440.0,31055673,KOSDAQ
2013-01-17,1280.0,1310.0,1275.0,1290.0,38302.0,49464940.0,40061818170.0,31055673,KOSDAQ
2013-01-18,1290.0,1365.0,1290.0,1315.0,56165.0,73664720.0,40838209995.0,31055673,KOSDAQ
2013-01-21,1310.0,1350.0,1305.0,1350.0,63765.0,84630500.0,41925158550.0,31055673,KOSDAQ
2013-01-22,1350.0,1355.0,1315.0,1340.0,39353.0,52605320.0,41614601820.0,31055673,KOSDAQ
2013-01-23,1335.0,1540.0,1335.0,1540.0,1029461.0,1561631335.0,47825736420.0,31055673,KOSDAQ
2013-01-24,1560.0,1645.0,1450.0,1490.0,890697.0,1396809475.0,46272952770.0,31055673,KOSDAQ
2013-01-25,1465.0,1485.0,1370.0,1435.0,312747.0,446176335.0,44564890755.0,31055673,KOSDAQ
2013-01-28,1430.0,1460.0,1390.0,1415.0,86125.0,121610980.0,43943777295.0,31055673,KOSDAQ
2013-01-29,1425.0,1445.0,1380.0,1410.0,82494.0,116680425.0,43788498930.0,31055673,KOSDAQ
