snapshot_date,previous_market_trade_date,code,name,name_resolution_status,name_candidates,market,prev_symbol_trade_date,days_since_prev_symbol_trade,prev_close,open,high,low,close,volume,amount,market_cap,listed_shares,open_gap_pct,high_return_pct,low_return_pct,close_return_pct,turnover_pct,return_3d_pct,return_5d_pct,return_10d_pct,return_20d_pct,amount_rank,turnover_rank,market_cap_rank,high_return_rank,close_return_rank,limit_up_price,upper_limit_touched,upper_limit_closed,upper_limit_released,one_price_upper_limit,upper_limit_label_status,upper_limit_touch_count_5d,upper_limit_close_count_5d,high_return_ge_10_count_5d,high_return_ge_20_count_5d,corporate_action_warning,new_listing_or_no_reference,data_quality_status,max_source_date
2024-08-30,2024-08-29,000020,동화약품,exact_source_row,,KOSPI,2024-08-29,1,8000,8050,8100,8010,8070,41121,331091580,225406962900,27931470,0.625,1.25,0.125,0.875,0.147221,0,-0.738007,-2.771084,-3.699284,1202,1591,784,1619,1085,10400,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2024-08-30
2024-08-30,2024-08-29,000040,KR모터스,exact_source_row,,KOSPI,2024-08-29,1,606,614,617,585,595,232291,139669901,35779056460,60132868,1.320132,1.815182,-3.465347,-1.815182,0.386296,-2.777778,-3.094463,5.123675,-3.252033,1597,877,2230,1174,2454,787,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2024-08-30
2024-08-30,2024-08-29,000050,경방,exact_source_row,,KOSPI,2024-08-29,1,6250,6900,8120,6710,6770,1201246,9158137210,185601377900,27415270,10.4,29.92,7.36,8.32,4.381668,8.667737,8.667737,7.460317,-4.647887,269,125,911,3,50,8120,true,false,true,false,verified_normal_day,1,0,2,1,false,false,clean,2024-08-30
2024-08-30,2024-08-29,000070,삼양홀딩스,exact_source_row,,KOSPI,2024-08-29,1,72800,72700,73900,72200,72700,5446,396240200,622622501700,8564271,-0.137363,1.510989,-0.824176,-0.137363,0.06359,-1.756757,-0.68306,1.963534,3.857143,1113,2149,375,1384,1932,94600,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2024-08-30
2024-08-30,2024-08-29,000075,삼양홀딩스우,exact_source_row,,KOSPI,2024-08-29,1,54700,54900,54900,54600,54700,352,19262400,16631972600,304058,0.365631,0.365631,-0.182815,0,0.115767,-0.545455,0.736648,1.862197,0.736648,2368,1768,2469,2330,1726,71100,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2024-08-30
2024-08-30,2024-08-29,000080,하이트진로,exact_source_row,,KOSPI,2024-08-29,1,20700,20850,21000,20550,20700,165860,3439178250,1451765747700,70133611,0.724638,1.449275,-0.724638,0,0.236491,-3.72093,-5.694761,-4.608295,-0.956938,446,1207,195,1435,1727,26900,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2024-08-30
2024-08-30,2024-08-29,000087,하이트진로2우B,exact_source_row,,KOSPI,2024-08-29,1,16140,16290,16300,16170,16260,872,14193020,18376043880,1130138,0.929368,0.991326,0.185874,0.743494,0.077159,0.743494,0,0,0.37037,2430,2048,2459,1838,1179,20950,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2024-08-30
2024-08-30,2024-08-29,000088,한화3우B,exact_source_row,,KOSPI,2024-08-29,1,15460,15460,15500,15350,15350,23166,357089560,344945200000,22472000,0,0.258732,-0.711514,-0.711514,0.103088,-1.286174,-0.967742,-0.647249,-4.301746,1165,1854,566,2381,2217,20050,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2024-08-30
2024-08-30,2024-08-29,000100,유한양행,exact_source_row,,KOSPI,2024-08-29,1,137100,135000,142100,132900,141000,5603488,773395212900,11309478024000,80209064,-1.531729,3.646973,-3.063457,2.844639,6.986103,25.333333,32.270169,48.109244,53.26087,3,84,39,511,354,178200,false,false,false,false,verified_normal_day,0,0,1,1,false,false,clean,2024-08-30
2024-08-30,2024-08-29,000104,CJ4우(전환),exact_source_row,,KOSPI,2024-08-29,1,86000,86100,86400,84500,84800,14326,1216990600,358408217600,4226512,0.116279,0.465116,-1.744186,-1.395349,0.338956,-5.567929,-10.548523,-9.787234,-13.292434,707,968,544,2265,2395,111800,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2024-08-30
2024-08-30,2024-08-29,000105,유한양행우,exact_source_row,,KOSPI,2024-08-29,1,147000,140100,151500,137300,148000,67174,9708875600,174779120000,1180940,-4.693878,3.061224,-6.598639,0.680272,5.688181,22.112211,32.616487,87.579214,101.360544,255,102,952,664,1219,191100,false,false,false,false,verified_normal_day,1,0,2,1,false,false,clean,2024-08-30
2024-08-30,2024-08-29,000120,CJ대한통운,exact_source_row,,KOSPI,2024-08-29,1,93400,94300,96000,93600,94300,84169,7992158300,2151204039200,22812344,0.963597,2.783726,0.214133,0.963597,0.368963,-3.182752,0.533049,0.425985,-4.554656,292,907,146,732,1022,121400,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2024-08-30
2024-08-30,2024-08-29,000140,하이트진로홀딩스,exact_source_row,,KOSPI,2024-08-29,1,9270,9270,9320,9250,9280,16978,157664930,215358779200,23206765,0,0.539374,-0.21575,0.107875,0.07316,0.107875,1.199564,0.650759,1.754386,1540,2078,818,2196,1690,12050,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2024-08-30
2024-08-30,2024-08-29,000145,하이트진로홀딩스우,exact_source_row,,KOSPI,2024-08-29,1,11820,11500,11810,11500,11800,187,2207170,5555558000,470810,-2.707276,-0.084602,-2.707276,-0.169205,0.039719,-1.172529,-1.420217,0.169779,-2.236951,2568,2336,2583,2556,1951,15360,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2024-08-30
2024-08-30,2024-08-29,000150,두산,exact_source_row,,KOSPI,2024-08-29,1,147900,152000,152100,148000,149500,139519,20861447900,2470313332500,16523835,2.772143,2.839757,0.067613,1.081812,0.84435,2.047782,2.257182,-1.967213,-10.692951,148,469,132,716,962,192200,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2024-08-30
