snapshot_date,previous_market_trade_date,code,name,name_resolution_status,name_candidates,market,prev_symbol_trade_date,days_since_prev_symbol_trade,prev_close,open,high,low,close,volume,amount,market_cap,listed_shares,open_gap_pct,high_return_pct,low_return_pct,close_return_pct,turnover_pct,return_3d_pct,return_5d_pct,return_10d_pct,return_20d_pct,amount_rank,turnover_rank,market_cap_rank,high_return_rank,close_return_rank,limit_up_price,upper_limit_touched,upper_limit_closed,upper_limit_released,one_price_upper_limit,upper_limit_label_status,upper_limit_touch_count_5d,upper_limit_close_count_5d,high_return_ge_10_count_5d,high_return_ge_20_count_5d,corporate_action_warning,new_listing_or_no_reference,data_quality_status,max_source_date
2018-07-12,2018-07-11,000020,동화약품,exact_source_row,,KOSPI,2018-07-11,1,10500,10450,11000,10400,10800,42613,457990000,301659876000,27931470,-0.47619,4.761905,-0.952381,2.857143,0.152563,3.349282,3.846154,4.854369,-10,1091,1533,529,254,259,13650,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000030,우리은행,exact_source_row,,KOSPI,2018-07-11,1,16700,16800,16800,16500,16500,1683842,28006710000,11154000000000,676000000,0.598802,0.598802,-1.197605,-1.197605,0.249089,-2.941176,1.538462,4.100946,0,78,1242,34,1735,1836,21700,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000040,KR모터스,exact_source_row,,KOSPI,2018-07-11,1,635,635,650,622,633,181119,114389356,75807869211,119759667,0,2.362205,-2.047244,-0.314961,0.151235,-0.627943,11.247803,4.975124,-15.261044,1642,1536,1449,762,1527,825,false,false,false,false,verified_normal_day,0,0,1,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000050,경방,exact_source_row,,KOSPI,2018-07-11,1,14350,14200,14300,13900,13950,35942,503589300,382443016500,27415270,-1.045296,-0.348432,-3.135889,-2.787456,0.131102,0.722022,1.086957,-1.760563,0.722022,1049,1605,436,2089,2043,18650,false,false,false,false,verified_normal_day,0,0,1,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000060,메리츠화재,exact_source_row,,KOSPI,2018-07-11,1,19150,19250,19250,18850,19200,148353,2812992300,2118489600000,110338000,0.522193,0.522193,-1.56658,0.261097,0.134453,-1.538462,-0.25974,-0.518135,-8.353222,447,1589,126,1780,1140,24850,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000070,삼양홀딩스,exact_source_row,,KOSPI,2018-07-11,1,108500,109500,113000,108500,111000,10991,1220814500,950634081000,8564271,0.921659,4.147465,0,2.304147,0.128335,-3.896104,-1.769912,-5.932203,-5.932203,702,1622,225,332,351,141000,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000075,삼양홀딩스우,exact_source_row,,KOSPI,2018-07-11,1,53600,53900,53900,53100,53700,86,4608700,16327914600,304058,0.559701,0.559701,-0.932836,0.186567,0.028284,0.561798,2.480916,-0.371058,-1.828154,2061,1989,2027,1762,1184,69600,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000080,하이트진로,exact_source_row,,KOSPI,2018-07-11,1,19250,19250,19250,18750,18850,356849,6759975950,1322018567350,70133611,0,0,-2.597403,-2.077922,0.508813,5.307263,6.497175,-7.598039,-8.716707,263,799,173,1963,1987,25000,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000087,하이트진로2우B,exact_source_row,,KOSPI,2018-07-11,1,15600,15550,15600,15350,15600,4880,75575300,17630152800,1130138,-0.320513,0,-1.602564,0,0.431806,-6.586826,-6.586826,-8.235294,-10.601719,1761,891,2021,1964,1249,20250,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000088,한화3우B,exact_source_row,,KOSPI,2018-07-11,1,14800,14800,14800,14650,14800,29327,430714450,332585600000,22472000,0,0,-1.013514,0,0.130505,-1.003344,0.680272,-1.986755,-9.756098,1128,1610,492,1965,1250,19200,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000100,유한양행,exact_source_row,,KOSPI,2018-07-11,1,217500,219500,224500,218000,223000,32125,7142010500,2722685942000,12209354,0.91954,3.218391,0.229885,2.528736,0.263118,1.133787,3.002309,3.240741,-2.192982,254,1208,99,505,311,282500,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000120,CJ대한통운,exact_source_row,,KOSPI,2018-07-11,1,172500,174000,174000,169000,170500,44448,7601511500,3889504652000,22812344,0.869565,0.869565,-2.028986,-1.15942,0.194842,-1.445087,0.589971,4.601227,8.945687,242,1392,73,1568,1831,224000,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000140,하이트진로홀딩스,exact_source_row,,KOSPI,2018-07-11,1,8510,8510,8570,8400,8530,10416,87814670,197953705450,23206765,0,0.705053,-1.292597,0.235018,0.044883,3.519417,3.6452,-2.736602,-9.544008,1716,1901,738,1669,1160,11050,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000145,하이트진로홀딩스우,exact_source_row,,KOSPI,2018-07-11,1,8570,8570,8570,8340,8500,59,498470,4001885000,470810,0,0,-2.683781,-0.816803,0.012532,0.591716,1.918465,-3.409091,-6.798246,2103,2052,2104,1966,1739,11100,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000150,두산,exact_source_row,,KOSPI,2018-07-11,1,101000,101000,101500,99700,100500,22537,2261489900,1929399301500,19198003,0,0.49505,-1.287129,-0.49505,0.117392,-0.985222,1.005025,-3.827751,-4.739336,512,1660,132,1792,1619,131000,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000155,두산우,exact_source_row,,KOSPI,2018-07-11,1,73900,74000,74100,73200,73900,3652,268119000,325978368600,4411074,0.135318,0.270636,-0.947226,0,0.082792,-0.672043,0.27137,-3.272251,-5.012853,1327,1774,501,1899,1251,96000,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000157,두산2우B,exact_source_row,,KOSPI,2018-07-11,1,73200,73200,74000,73200,74000,12,881800,72940690000,985685,0,1.092896,0,1.092896,0.001217,-1.856764,1.092896,-1.986755,-4.516129,2101,2103,1483,1423,710,95100,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000180,성창기업지주,exact_source_row,,KOSPI,2018-07-11,1,2590,2600,2605,2565,2590,80744,208432015,180656644000,69751600,0.3861,0.579151,-0.965251,0,0.115759,1.768173,-2.264151,-10.225303,-14.096186,1420,1665,791,1749,1252,3365,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000210,대림산업,exact_source_row,,KOSPI,2018-07-11,1,75500,76000,76000,74000,74000,246427,18382885100,2575200000000,34800000,0.662252,0.662252,-1.986755,-1.986755,0.708124,-1.595745,1.648352,-2.759527,-7.615481,120,642,104,1694,1978,98100,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000215,대림산업우,exact_source_row,,KOSPI,2018-07-11,1,30850,30550,31150,30550,30700,1476,45330950,116660000000,3800000,-0.972447,0.972447,-0.972447,-0.486224,0.038842,0.163132,0.986842,-0.324675,-8.221226,1879,1939,1112,1499,1612,40100,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-07-12
2018-07-12,2018-07-11,000220,유유제약,exact_source_row,,KOSPI,2018-07-11,1,13300,13200,13650,13200,13600,85603,1156402050,86612783200,6368587,-0.75188,2.631579,-0.75188,2.255639,1.344144,2.641509,1.492537,4.214559,-12.540193,727,365,1345,674,363,17250,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-07-12
