d,o,h,l,c,v,a,mc,s,m
2019-01-02,2200.0,2205.0,2160.0,2185.0,67832.0,147750455.0,85355399360.0,39064256,KOSDAQ
2019-01-03,2170.0,2200.0,2080.0,2130.0,103738.0,223921065.0,83206865280.0,39064256,KOSDAQ
2019-01-04,2150.0,2150.0,2045.0,2070.0,65668.0,135705350.0,80863009920.0,39064256,KOSDAQ
2019-01-07,2075.0,2110.0,2075.0,2105.0,45039.0,94164410.0,82230258880.0,39064256,KOSDAQ
2019-01-08,2120.0,2160.0,2105.0,2140.0,62279.0,132960225.0,83597507840.0,39064256,KOSDAQ
2019-01-09,2165.0,2180.0,2145.0,2160.0,53888.0,116398030.0,84378792960.0,39064256,KOSDAQ
2019-01-10,2180.0,2180.0,2090.0,2130.0,67462.0,142488920.0,83206865280.0,39064256,KOSDAQ
2019-01-11,2150.0,2155.0,2070.0,2135.0,54906.0,116986940.0,83402186560.0,39064256,KOSDAQ
2019-01-14,2160.0,2220.0,2105.0,2200.0,118842.0,258299415.0,85941363200.0,39064256,KOSDAQ
2019-01-15,2210.0,2210.0,2155.0,2185.0,78037.0,170822595.0,85355399360.0,39064256,KOSDAQ
2019-01-16,2185.0,2305.0,2180.0,2305.0,147705.0,330850415.0,90043110080.0,39064256,KOSDAQ
2019-01-17,2305.0,2360.0,2275.0,2360.0,206744.0,479403820.0,92191644160.0,39064256,KOSDAQ
2019-01-18,2360.0,2550.0,2345.0,2465.0,853440.0,2099838530.0,96293391040.0,39064256,KOSDAQ
2019-01-21,2465.0,2545.0,2430.0,2520.0,454059.0,1136789125.0,98441925120.0,39064256,KOSDAQ
2019-01-22,2515.0,2690.0,2380.0,2575.0,693822.0,1742970605.0,100590459200.0,39064256,KOSDAQ
2019-01-23,2555.0,2575.0,2490.0,2565.0,251450.0,635453970.0,100199816640.0,39064256,KOSDAQ
2019-01-24,2550.0,2580.0,2510.0,2580.0,147000.0,374204985.0,100785780480.0,39064256,KOSDAQ
2019-01-25,2590.0,2595.0,2495.0,2595.0,253349.0,645510725.0,101371744320.0,39064256,KOSDAQ
2019-01-28,2645.0,2645.0,2555.0,2580.0,281888.0,774549255.0,100785780480.0,39064256,KOSDAQ
2019-01-29,2780.0,2780.0,2620.0,2685.0,865206.0,2341250390.0,104887527360.0,39064256,KOSDAQ
2019-01-30,2645.0,2680.0,2450.0,2555.0,734928.0,1848195285.0,99809174080.0,39064256,KOSDAQ
2019-01-31,2555.0,2600.0,2450.0,2515.0,209069.0,522916680.0,98246603840.0,39064256,KOSDAQ
2019-02-01,2500.0,2575.0,2495.0,2560.0,106533.0,270258920.0,100004495360.0,39064256,KOSDAQ
2019-02-07,2560.0,2590.0,2520.0,2580.0,64030.0,163932965.0,100785780480.0,39064256,KOSDAQ
2019-02-08,2575.0,2610.0,2530.0,2570.0,69304.0,177115495.0,100395137920.0,39064256,KOSDAQ
2019-02-11,2575.0,2580.0,2495.0,2570.0,112567.0,285816945.0,100395137920.0,39064256,KOSDAQ
2019-02-12,2575.0,2575.0,2520.0,2540.0,68376.0,174000550.0,99223210240.0,39064256,KOSDAQ
2019-02-13,2540.0,2585.0,2520.0,2580.0,65226.0,166140755.0,100785780480.0,39064256,KOSDAQ
2019-02-14,2585.0,2600.0,2525.0,2575.0,56182.0,143815625.0,100590459200.0,39064256,KOSDAQ
2019-02-15,2580.0,2770.0,2530.0,2715.0,834308.0,2245032700.0,106059455040.0,39064256,KOSDAQ
2019-02-18,2715.0,2785.0,2700.0,2785.0,305020.0,835028310.0,108793952960.0,39064256,KOSDAQ
2019-02-19,2800.0,2840.0,2775.0,2840.0,417355.0,1173644755.0,110942487040.0,39064256,KOSDAQ
2019-02-20,2855.0,2855.0,2800.0,2820.0,249404.0,702793795.0,110161201920.0,39064256,KOSDAQ
2019-02-21,2810.0,2850.0,2790.0,2815.0,180643.0,508404910.0,109965880640.0,39064256,KOSDAQ
2019-02-22,2815.0,2820.0,2745.0,2770.0,213491.0,590839605.0,108207989120.0,39064256,KOSDAQ
2019-02-25,2775.0,2795.0,2730.0,2760.0,177453.0,488792170.0,107817346560.0,39064256,KOSDAQ
2019-02-26,2760.0,2840.0,2760.0,2800.0,310838.0,868659665.0,109379916800.0,39064256,KOSDAQ
