code,name,first_date,last_date
046000,모디아,2001-08-22,2004-08-10
046000,모디아소프트,2001-01-11,2001-08-21
046070,코다코,2000-12-26,2026-02-20
046110,오늘과내일,2006-01-20,2013-01-09
046110,한일네트웍스,2013-01-10,2022-10-04
046120,오르비텍,2013-04-12,2026-02-20
046120,케이엔디티,2010-06-15,2013-04-11
046140,SBSi,2003-02-05,2009-10-01
046140,SBS콘텐츠허브,2009-10-05,2023-12-15
046210,HLB파나진,2023-08-18,2026-02-20
046210,코람스틸,2000-08-16,2007-02-01
046210,코람파나진,2007-02-02,2009-01-20
046210,파나진,2009-01-21,2023-08-17
046240,에스브이에이치,2010-07-21,2011-02-11
046240,엘림에듀,2006-02-14,2010-07-20
046240,인츠커뮤니티,2000-11-07,2006-02-13
046310,백금T&A,2007-01-25,2026-02-20
046310,백금정보통신,2002-02-05,2007-01-24
046320,MTRON,2008-01-04,2009-08-27
046320,디지탈퍼스트,2001-04-10,2008-01-03
046350,바이오매스코,2007-04-17,2009-08-04
046350,소마시스KOR,2005-04-15,2007-04-16
046350,에듀아크,2009-08-05,2010-04-12
046350,오리엔텍,2000-08-24,2005-04-14
046390,디날리아이티,2001-01-11,2004-09-17
046390,삼화네트웍스,2006-10-02,2026-02-20
046390,이즈온,2004-09-20,2006-09-29
046400,디브이에스,2002-10-01,2014-09-01
046430,삼성광전,2002-05-23,2003-04-17
046430,알에스넷,2008-06-20,2012-12-04
046430,위디츠,2003-04-18,2008-06-19
046440,KG모빌리언스,2012-04-17,2026-02-20
046440,모빌리언스,2004-12-14,2012-04-16
046520,유리뉴앙상블,2000-07-31,2001-05-31
046520,유리뉴앙상블MF,2001-06-01,2001-06-18
046720,엔하이테크,2002-10-10,2012-01-31
046810,KEPS,2001-06-01,2005-04-29
046810,코리언일랙트로닉스,2000-08-18,2001-05-31
046820,미래한아름2,2000-09-04,2001-05-31
046820,미래한아름2MF,2001-06-01,2001-07-02
046840,YES,2004-11-15,2005-11-09
046840,예스테크,2001-07-10,2004-11-12
046840,자유투어,2005-11-10,2013-04-30
046890,서울반도체,2002-01-17,2026-02-20
046930,타임,2000-08-18,2003-07-03
046940,아이티플러스,2002-06-18,2008-07-28
046940,우원개발,2010-08-23,2026-02-20
046940,우원인프라,2009-04-17,2010-08-20
046940,휴람알앤씨,2008-07-29,2009-04-16
046970,우리로,2015-04-21,2026-02-20
046970,우리로광통신,2012-11-27,2015-04-20
047040,대우건설,2001-03-23,2026-02-20
047050,대우인터내셔,2001-03-23,2009-01-15
047050,대우인터내셔널,2009-01-16,2016-03-28
047050,포스코대우,2016-03-29,2019-03-27
047050,포스코인터내셔널,2019-03-28,2026-02-20
047060,덴소풍성,2001-02-02,2004-08-13
047060,풍성전기,2000-09-08,2001-02-01
047080,한빛소프트,2002-01-10,2026-02-20
047310,파워로직스,2003-07-25,2026-02-20
047370,액슬론,2006-06-16,2008-08-06
047370,에프아이투어,2008-08-07,2009-04-10
047370,인컴,2001-05-29,2004-06-22
047370,케이컴스,2004-06-23,2006-06-15
047400,쌍용머티리얼,2009-09-29,2017-10-20
047400,유니온머티리얼,2017-10-23,2026-02-20
047420,LKFS,2002-07-19,2004-04-22
047420,레이더스컴퍼니,2005-06-20,2006-07-12
047420,엘케이엔씨,2004-04-23,2005-06-17
047440,레이젠,2001-11-20,2018-10-10
047450,이앤텍,2000-11-23,2010-11-29
047560,이스트소프트,2008-07-01,2026-02-20
047600,세계투어,2008-04-11,2011-09-08
047600,실리콘테크,2001-01-11,2004-07-29
047600,에버렉스,2006-04-27,2008-04-10
047600,제일,2004-07-30,2006-04-26
047610,월드텔레콤,2000-12-12,2004-04-07
047710,액티투오,2008-12-30,2010-07-20
047710,액티패스,2001-07-20,2008-12-29
047730,넷웨이브,2001-05-10,2012-11-16
047770,디앤에코,2005-12-21,2008-08-11
047770,예신피제이,2008-08-12,2010-12-17
047770,윤디자인,2001-09-18,2005-12-20
047770,코데즈컴바인,2010-12-20,2026-02-20
047810,한국항공우주,2011-06-30,2026-02-20
047820,초록뱀,2005-10-05,2021-04-07
047820,초록뱀미디어,2021-04-08,2026-02-20
047820,코닉테크,2002-12-24,2005-10-04
047890,미래주식1,2000-09-25,2001-05-31
047890,미래주식1MF,2001-06-01,2001-07-09
047920,HLB제약,2022-01-14,2026-02-20
047920,메디포럼제약,2020-02-21,2020-11-04
047920,씨트리,2015-12-21,2020-02-20
047920,에이치엘비제약,2020-11-05,2022-01-13
047940,EBT네트웍스,2005-04-19,2008-03-03
047940,비엔디,2008-03-04,2010-01-28
047940,엔바이오테크,2001-06-21,2005-04-18
048130,남애인터,2007-02-09,2007-08-27
048130,씨피엔,2003-12-09,2007-02-08
048130,에스피코프,2008-05-16,2010-04-19
048130,이코인,2001-11-22,2002-09-06
048130,제네틱스,2002-09-09,2003-12-08
048130,호비지수,2007-08-28,2008-05-15
048140,태광이엔시,2001-04-26,2010-11-24
048150,모닷텔,2002-11-05,2004-04-28
048260,오스템임플란트,2007-02-07,2023-08-11
048270,케이스,2003-11-21,2007-12-17
048270,포넷,2007-12-18,2009-04-30
048270,한국교육,2003-01-24,2003-11-20
048410,이미지퀘스트,2002-08-08,2004-04-23
048410,현대바이오,2018-09-12,2026-02-20
048410,현대아이비티,2012-04-18,2018-09-11
048410,현대아이티,2006-04-20,2012-04-17
048410,현대이미지,2004-04-26,2006-04-19
048430,세림테크,2001-01-11,2008-01-14
048430,유라테크,2008-01-15,2026-02-20
048460,엑큐리스,2000-12-14,2012-11-15
048470,대동스틸,2002-01-10,2026-02-20
048510,테스텍,2001-06-14,2010-11-09
048530,인트론바이오,2011-01-26,2026-02-20
048540,hycom,2002-07-16,2002-12-12
048540,하이콤,2002-12-13,2004-08-17
048540,하이콤정보,2001-07-31,2002-07-15
048550,BT&I,2008-08-14,2012-04-26
048550,SM C&C,2012-06-15,2026-02-20
048550,볼빅,2001-01-18,2008-06-17
048550,비티앤아이,2008-06-18,2008-08-13
048550,비티앤아이여행그룹,2012-04-27,2012-06-14
048640,동우,2001-01-09,2001-12-06
048640,동우에이엘티,2001-12-07,2006-06-27
048640,동우엠엔에프씨,2006-06-28,2007-04-12
048640,엠엔에프씨,2007-04-13,2011-04-12
048660,마이다스차익,2000-09-25,2001-05-31
048660,마이다스차익MF,2001-06-01,2001-08-13
048760,VK,2002-04-18,2006-07-21
048760,바이어블,2000-10-12,2002-04-11
048760,브이케이,2002-04-12,2002-04-17
048770,TPC,2001-01-16,2026-02-20
048830,엔피케이,2000-10-12,2026-02-20
048870,시너지이노베이션,2017-08-18,2026-02-20
048870,코아로직,2004-08-13,2017-08-17
048910,대원미디어,2007-04-18,2026-02-20
048910,대원씨앤에이,2001-07-31,2007-04-17
049000,예당,2001-01-03,2013-09-09
049070,인탑스,2002-02-21,2026-02-20
049080,기가레인,2013-12-19,2026-02-20
049120,파인디앤씨,2001-07-26,2026-02-20
049130,하우리,2002-01-22,2005-04-19
049180,뉴테크맨,2002-05-23,2006-04-13
049180,동아G&L,2007-07-09,2008-07-21
049180,동아회원권,2008-07-22,2010-02-19
049180,셀루메드,2013-04-15,2026-02-20
049180,온니테크,2006-04-14,2007-07-06
049180,코리아본뱅크,2010-02-22,2013-04-12
049370,CJ엔터테인,2002-02-05,2006-04-19
049430,코메론,2001-01-16,2026-02-20
049470,SGA,2010-03-19,2025-10-01
049470,비트플래닛,2025-10-02,2026-02-20
049470,어드밴텍,2001-10-11,2009-01-13
049470,에스지어드밴텍,2009-01-14,2010-03-18
049480,오픈베이스,2001-01-09,2026-02-20
049520,유아이엘,2005-11-18,2026-02-20
049520,유일전자,2001-08-02,2005-11-17
049550,잉크테크,2002-02-28,2026-02-20
049630,재영솔루텍,2003-01-24,2026-02-20
049690,브레인컨설팅,2002-01-08,2004-07-23
049690,아이필넷,2004-07-26,2006-04-21
049690,포휴먼,2006-04-24,2011-04-22
049720,고려신용정보,2002-01-31,2026-02-20
049770,동원F&B,2000-11-23,2025-07-30
049790,소프트윈,2001-02-13,2002-11-27
049800,우진세렉스,2001-07-26,2012-04-12
049800,우진플라임,2012-04-13,2026-02-20
049830,승일,2007-03-20,2026-02-20
049830,승일제관,2001-01-18,2007-03-19
049850,크린4호,2000-12-04,2001-05-31
049850,크린4호MF,2001-06-01,2001-10-15
049950,미래컴퍼니,2005-01-04,2026-02-20
049960,쎌바이오텍,2002-12-13,2026-02-20
049990,세이플러스,2000-11-06,2001-05-31
049990,세이플러스MF,2001-06-01,2001-09-10
050050,서원아이앤비,2005-07-29,2006-12-26
050050,유아이에너지,2006-12-27,2012-09-25
050050,코웰시스넷,2000-12-21,2005-07-28
050090,비케이홀딩스,2022-04-15,2026-02-20
050090,휘닉스소재,2011-04-13,2022-04-14
050090,휘닉스피디이,2004-06-29,2011-04-12
050110,선양디엔티,2004-08-10,2008-04-10
050110,선양테크,2001-05-17,2004-08-09
050110,캠시스,2010-04-16,2026-02-20
050110,쿠스코엘비이,2008-04-11,2010-04-15
050120,ES큐브,2021-04-13,2026-02-20
050120,KJ온라인,2004-10-04,2006-08-14
050120,경조산업,2002-04-25,2004-10-01
050120,라이브플렉스,2006-08-16,2021-04-12
050320,아남정보기술,2002-01-15,2015-12-30
050320,아래스,2020-08-31,2022-03-23
050320,에스아이티글로벌,2016-01-04,2018-04-23
050320,에스에이치엔엘,2022-03-24,2022-05-30
050320,에이앤티앤,2018-04-24,2020-08-28
050350,다임알짜1호,2000-12-18,2001-05-31
050350,다임알짜1호MF,2001-06-01,2001-10-29
050470,CMS,2002-04-24,2010-08-19
050470,CT&T,2010-08-20,2012-04-30
050470,씨엠에스,2002-04-23,2002-04-23
050540,엠피씨,2005-12-12,2017-04-12
050540,엠피씨플러스,2022-10-25,2023-05-04
050540,한국코퍼레이션,2017-04-13,2022-10-24
050600,세라온,2007-09-11,2008-09-08
050600,시그마컴,2001-06-21,2007-09-10
050640,위트콤,2005-08-05,2008-12-11
050640,이룸지엔지,2008-12-12,2011-08-19
050760,에스폴리텍,2006-04-25,2026-02-20
050760,유펄스,2002-05-16,2006-04-24
050860,아세아텍,2010-01-26,2026-02-20
050890,쏠리드,2012-04-23,2026-02-20
050890,쏠리테크,2005-07-08,2012-04-20
050960,수산아이앤티,2016-10-11,2026-02-20
051070,세이우량채2,2001-02-05,2001-05-31
051070,세이우량채2MF,2001-06-01,2001-11-16
051160,디지털오션,2010-04-16,2013-04-16
051160,지어소프트,2002-05-28,2026-02-20
051170,루보,2001-10-23,2015-07-22
051170,썬코어,2015-07-23,2018-03-14
051170,제다,2009-04-07,2011-04-21
051310,성진지오텍,2007-11-29,2013-07-15
051310,포스코플랜텍,2013-07-16,2016-04-14
051360,토비스,2004-11-19,2026-02-20
051370,인터플렉스,2003-01-22,2026-02-20
051380,피씨디렉트,2002-02-15,2026-02-20
051390,YW,2015-04-21,2026-02-20
051390,영우통신,2001-11-15,2015-04-20
051490,나라엠앤디,2001-06-12,2026-02-20
051500,CJ푸드시스템,2001-07-26,2008-03-21
051500,CJ프레시웨이,2008-03-24,2026-02-20
051530,굿이엠지,2006-02-22,2009-11-02
051530,이스턴테크,2001-07-03,2006-02-21
051600,한전KPS,2007-12-14,2026-02-20
051630,진양화학,2001-01-29,2026-02-20
051710,디에스,2011-04-26,2013-04-30
051710,디에스엘시디,2004-06-18,2011-04-25
051780,에스비텍,2002-12-17,2008-04-21
051780,인터스타,2001-06-26,2001-08-27
051780,인터스타테크,2001-08-28,2002-12-16
051780,큐로홀딩스,2008-04-22,2026-02-20
051810,모보,2006-04-07,2010-04-12
051810,모보아이피씨,2001-07-18,2006-04-06
051820,아이피에스,2005-11-11,2011-01-13
051900,LG생활건강,2001-04-25,2026-02-20
051905,LG생활건강(1우 ),2001-06-28,2001-07-04
051905,LG생활건강(1우),2001-04-25,2006-12-19
051905,LG생활건강(1우B),2006-12-20,2008-08-01
051905,LG생활건강우,2008-08-04,2026-02-20
051910,LG화학,2001-04-25,2026-02-20
051915,LG화학(1우 ),2001-06-28,2001-07-04
051915,LG화학(1우),2001-04-25,2006-12-19
051915,LG화학(1우B),2006-12-20,2008-08-01
051915,LG화학우,2008-08-04,2026-02-20
051960,다임알짜2호,2001-04-02,2001-05-31
051960,다임알짜2호MF,2001-06-01,2002-01-22
051980,SNH,2005-04-15,2015-11-06
051980,넥스트바이오홀딩스,2016-07-28,2018-04-16
051980,센트럴바이오,2019-05-30,2021-07-07
051980,위자드소프트,2001-07-31,2005-04-14
051980,중앙디앤엠,2021-07-08,2023-09-26
051980,중앙리빙테크,2018-04-17,2019-05-29
051980,중앙첨단소재,2023-09-27,2026-02-20
051980,휴림스,2015-11-09,2016-07-27
051990,유리크레디트,2001-03-05,2001-05-31
051990,유리크레디트MF,2001-06-01,2003-01-20
052020,에스켐,2001-07-05,2008-04-30
052020,에스티큐브,2008-05-02,2026-02-20
052190,세영디앤씨,2021-08-25,2022-05-26
052190,소프트맥스,2001-06-21,2016-12-02
052190,이에스에이,2016-12-05,2021-08-24
052210,엠씨티티코어,2009-11-10,2010-12-03
052210,코어세스,2002-12-23,2009-05-04
052210,코어포올,2009-05-06,2009-11-09
052220,iMBC,2005-01-21,2026-02-20
052260,SK바이오랜드,2016-07-12,2020-10-20
052260,바이오랜드,2001-05-17,2016-07-11
052260,현대바이오랜드,2020-10-21,2026-02-20
052270,우전,2016-04-20,2017-04-12
052270,우전앤한단,2009-12-29,2016-04-19
052270,한단정보통신,2001-06-05,2009-12-28
052290,윈드스카이,2008-01-16,2009-10-22
052290,인프론테크,2001-05-31,2004-01-20
052290,지오멘토,2009-10-23,2011-04-28
052290,트레이스,2011-04-29,2018-10-10
052290,티니아텍,2004-01-26,2008-01-15
052300,M&M,2007-11-16,2011-01-13
052300,SH 홀딩스,2014-10-10,2016-07-19
052300,W홀딩컴퍼니,2016-07-20,2021-04-15
052300,디질런트FEF,2006-04-18,2007-11-15
052300,승화산업,2011-01-14,2014-10-08
052300,씨티프라퍼티,2023-09-07,2024-12-20
052300,아이티,2001-08-02,2006-04-17
052300,오션인더블유,2024-12-23,2026-02-20
052300,초록뱀컴퍼니,2021-04-16,2023-09-06
052310,H1바이오,2008-04-22,2009-04-22
052310,드림원,2001-05-24,2004-06-14
052310,블랙미디어,2007-07-27,2007-09-27
052310,실미디어,2004-06-15,2007-07-26
052310,유한NHS,2007-09-28,2008-04-21
052330,코텍,2001-07-10,2026-02-20
052350,CURON,2005-09-22,2007-07-12
052350,코아브리드,2007-08-13,2010-12-21
052350,코아에스앤아이,2010-12-22,2012-04-16
052350,큐론,2005-09-15,2007-08-10
052350,하이켐텍,2001-07-20,2005-09-14
052400,케이비티,2001-10-18,2012-04-19
052400,코나아이,2012-04-20,2026-02-20
052420,오성,2001-08-07,2001-08-07
052420,오성엘에스티,2001-08-08,2018-02-26
052420,오성첨단소재,2018-02-27,2026-02-20
052460,아이크래프트,2005-01-03,2026-02-20
052510,에코솔루션,2001-12-18,2011-06-15
052520,세이에이스,2001-03-12,2001-05-31
052520,세이에이스MF,2001-06-01,2002-04-22
052530,유리세이프,2001-04-02,2001-05-31
052530,유리세이프MF,2001-06-01,2002-03-27
052540,미래셀렉티브,2001-04-02,2001-05-31
052540,미래셀렉티브MF,2001-06-01,2004-03-05
052560,사이어스,2001-07-10,2005-11-28
052560,삼성수산,2007-11-02,2009-06-30
052560,시스맘네트웍,2005-11-29,2006-08-21
052560,티에스엠홀딩,2006-08-22,2007-11-01
052600,한네트,2001-07-10,2026-02-20
052640,스코포스,2008-07-29,2008-12-18
052640,싸이더스,2004-08-16,2008-07-28
052640,씨큐리콥,2003-06-23,2004-08-13
052640,씨큐어테크,2001-07-31,2003-06-20
052640,제네시스,2008-12-19,2009-10-06
052650,이디디컴퍼니,2012-04-25,2013-04-11
052650,자티전자,2001-12-18,2012-04-24
052670,제일바이오,2002-01-24,2026-02-20
052690,한전기술,2009-12-14,2026-02-20
052710,아모텍,2003-08-01,2026-02-20
052770,아이톡시,2020-04-16,2026-02-20
052770,예당온라인,2006-04-14,2009-10-01
052770,와이디온라인,2009-10-05,2020-04-14
052770,이모션,2002-08-22,2006-04-13
052790,액토즈소프트,2001-08-14,2026-02-20
052810,아시아미디어홀딩스,2011-09-01,2011-11-21
052810,유진데이타,2001-12-13,2011-08-31
052860,아이앤씨,2009-10-06,2026-02-20
052880,에스아이테크,2001-07-24,2002-12-27
052880,큐앤에스,2002-12-30,2011-09-22
052900,KMH하이텍,2016-04-18,2022-07-13
052900,KX하이텍,2022-07-14,2026-02-20
052900,비아이이엠티,2005-01-18,2016-04-15
052960,태양3C,2023-01-26,2026-02-20
052970,시그엔,2002-07-16,2005-03-22
052970,올리브나인,2005-03-23,2010-10-19
053000,우리금융,2002-06-24,2014-11-18
053030,바이넥스,2001-08-07,2026-02-20
053040,미주씨앤아이,2007-10-23,2010-05-17
053040,블루젬디앤씨,2010-05-18,2012-05-16
053040,솔빛텔레콤,2001-08-09,2007-10-22
053050,썬텍,2001-10-11,2010-06-15
053050,지에스이,2010-06-16,2026-02-20
053060,세동,2001-08-17,2026-02-20
053070,덱트론,2001-08-07,2008-10-01
053070,메디에스앤피,2008-10-02,2008-12-29
053070,트리니티,2008-12-30,2009-06-02
053080,원방테크,2020-09-24,2023-06-14
053080,케이엔솔,2023-06-15,2026-02-20
053110,바이오메디아,2001-10-09,2006-11-06
053110,소리바다,2006-11-07,2022-09-06
053160,프리엠스,2001-10-30,2026-02-20
053170,두리정보통신,2002-01-10,2005-12-06
053170,코스모스피엘씨,2007-10-30,2009-04-29
053170,튜브픽쳐스,2005-12-07,2007-07-12
053170,페트로홀딩스,2007-07-13,2007-10-29
053200,디이시스,2001-12-26,2004-04-02
053210,스카이라이프,2011-06-03,2026-02-20
053250,엔에스아이,2001-07-20,2005-04-01
053260,금강철강,2002-01-04,2026-02-20
053270,구영테크,2002-02-07,2026-02-20
053280,예스24,2009-03-18,2026-02-20
053280,예스이십사,2008-05-07,2009-03-17
053290,NE능률,2017-11-16,2026-02-20
053290,능률교육,2004-04-07,2017-11-15
053290,능률영어사,2002-12-10,2004-04-06
053300,한국정보인증,2014-02-04,2026-02-20
053320,세고,2002-01-04,2008-08-21
053320,테라리소스,2008-08-22,2014-02-06
053330,세지,2007-04-24,2009-04-15
053330,영진인프라,2009-04-16,2013-10-31
053330,영진코퍼레이션,2014-04-25,2015-04-22
053330,와이제이브릭스,2013-11-01,2014-04-24
053330,제일엔테크,2001-11-01,2007-04-23
053350,이니텍,2001-11-15,2026-02-20
053440,성우몰드,2008-04-18,2010-04-20
053440,에프에스텍,2001-08-21,2008-04-17
053450,세코닉스,2002-04-30,2026-02-20
053450,세키노스코,2001-08-09,2002-04-29
053470,벨코정보통신,2001-07-31,2007-07-16
053470,에스와이정보,2007-07-18,2008-01-30
053470,오페스,2008-01-31,2010-05-07
053530,마이다스차2,2001-04-09,2001-05-31
053530,마이다스차2MF,2001-06-01,2002-04-22
053580,웹케시,2019-01-25,2026-02-20
053590,비젼텔레콤,2001-08-23,2004-04-27
053590,케이앤컴퍼니,2004-04-28,2012-03-26
053590,한국테크놀로지,2012-03-27,2024-10-04
053595,비젼텔레콤우,2003-06-04,2004-04-27
053595,케이앤컴퍼니우,2004-04-28,2012-03-26
053595,한국테크놀로지우,2012-03-27,2015-07-10
053610,프로텍,2001-08-17,2026-02-20
053620,태양,2012-09-18,2026-02-20
053620,태양산업,2001-08-07,2012-09-17
053660,현진소재,2002-02-15,2022-04-25
053690,한미글로벌,2011-04-21,2026-02-20
053690,한미파슨스,2009-06-23,2011-04-20
053700,디티비로,2005-04-13,2005-06-07
053700,삼보모터스,2012-07-26,2026-02-20
053700,삼보모토스,2010-10-08,2012-07-25
053700,아이디씨텍,2001-11-06,2005-04-12
053700,티지에너지,2009-06-26,2010-10-07
053700,프리샛,2005-06-08,2009-06-25
053740,국제엘렉트릭,2003-03-21,2015-02-09
053800,안랩,2012-04-23,2026-02-20
053800,안철수연구소,2001-09-13,2012-04-20
053810,세안아이티,2002-07-19,2005-06-15
053810,아이팩토리,2015-09-03,2016-09-13
053810,유비프리시젼,2005-06-16,2014-04-21
053810,케이엘티,2014-04-22,2015-09-02
053870,GT&T,2001-12-13,2015-10-14
053890,미디어코프,2006-03-17,2009-04-10
053890,영진닷컴,2002-05-07,2006-03-16
053950,HS바이오팜,2007-06-14,2010-05-11
053950,경남제약,2010-05-12,2026-02-20
053950,테코스,2001-11-06,2007-06-13
053960,어플라이드,2001-11-13,2003-04-14
053980,엔에이씨정보,2002-04-09,2004-04-22
053980,오상자이엘,2009-08-06,2026-02-20
053980,자이엘,2009-04-09,2009-08-05
053980,자이엘정보,2004-04-23,2009-04-08
054010,선팩테크,2011-07-08,2011-10-05
054010,유비트론,2005-04-12,2011-07-07
054010,평화미디어,2004-02-27,2004-03-03
054010,평화미디어컴,2004-03-04,2005-04-11
054010,평화일렉콤,2001-10-23,2004-02-26
054020,GK파워,2007-04-20,2010-04-02
054020,KDN스마텍,2002-05-07,2007-04-19
054040,한국컴퓨터,2012-10-26,2026-02-20
054040,한국트로닉스,2002-01-15,2012-10-25
054050,농우바이오,2002-04-02,2026-02-20
054080,우주통신,2001-10-09,2005-03-29
054090,삼진엘앤디,2004-02-06,2026-02-20
054120,김종학프로덕션,2007-10-16,2010-02-16
054120,더체인지,2010-02-17,2011-12-14
054120,퓨어나노텍,2006-04-10,2007-10-15
054120,퓨어텍,2002-06-18,2006-04-07
054150,가드텍,2001-11-08,2007-11-19
054150,뉴젠아이씨티,2010-08-30,2011-04-28
054150,브이라이프,2007-11-20,2008-06-12
054150,에너라이프,2008-06-13,2010-08-27
054170,대인정보,2001-10-11,2003-01-15
054170,엔빅스,2003-01-16,2011-04-28
054180,메가바이온,2008-10-14,2010-08-24
054180,메디콕스,2020-09-10,2026-02-20
054180,씨오텍,2001-10-16,2007-04-16
054180,중앙오션,2010-08-25,2020-09-09
054180,해인I&C,2007-04-17,2008-10-13
054210,이랜텍,2002-05-09,2026-02-20
054220,비츠로시스,2001-12-26,2026-02-20
054250,동진에코텍,2001-12-20,2006-11-23
054250,예일바이오텍,2006-11-24,2007-04-10
054300,팬스타엔터프라이즈,2016-01-19,2026-02-20
054300,헤스본,2002-01-10,2016-01-18
054340,엔알케이,2015-01-20,2018-01-25
054340,피앤텔,2002-01-10,2020-05-20
054370,신영텔레콤,2001-11-20,2004-10-13
054370,업필,2004-10-14,2005-04-11
054410,케이피티,2002-04-25,2018-06-27
054410,케이피티유,2018-06-28,2026-02-20
054440,MSA미디어,2005-04-13,2005-10-17
054440,엠텍반도체,2005-10-18,2007-04-12
054440,원일정기,2001-11-22,2005-04-12
054450,텔레칩스,2004-12-10,2026-02-20
054530,신한SIT,2001-08-28,2004-04-02
054540,삼영엠텍,2001-11-15,2026-02-20
054620,APS,2023-04-26,2026-02-20
054620,APS홀딩스,2017-04-07,2023-04-25
054620,AP시스템,2009-04-03,2017-04-06
054620,앤콤,2001-12-04,2004-01-28
054620,코닉,2004-01-29,2004-02-04
054620,코닉시스템,2004-02-05,2009-04-02
054630,에이디칩스,2001-11-13,2025-12-29
054650,뉴젠비아이티,2006-04-17,2009-09-03
054650,신화정보,2002-01-10,2006-04-14
054670,대한뉴팜,2002-02-26,2026-02-20
054780,오토윈테크,2004-10-27,2006-04-13
054780,키이스트,2006-04-14,2026-02-20
054780,한국툰붐,2003-11-14,2004-10-26
054790,제이엠피,2001-12-06,2007-04-23
054800,아이디스,2001-09-27,2011-08-01
054800,아이디스홀딩스,2011-08-02,2026-02-20
054920,소프트포럼,2001-11-01,2015-12-29
054920,한컴시큐어,2015-12-30,2019-08-21
054920,한컴위드,2019-08-22,2026-02-20
054930,유신,2002-01-15,2026-02-20
054940,엑사이엔씨,2004-10-25,2026-02-20
054940,이림테크,2001-12-13,2004-10-22
054950,제이브이엠,2006-06-07,2026-02-20
055000,동서정보기술,2001-12-18,2004-04-02
055250,다휘,2008-04-14,2010-09-30
055250,이스타비,2007-06-11,2008-04-11
055250,이지그린텍,2006-04-18,2007-06-08
055250,키이,2001-12-06,2006-04-17
055490,테이팩스,2017-10-31,2026-02-20
055550,신한지주,2001-09-10,2026-02-20
055810,KTC텔레콤,2003-11-07,2005-08-12
055970,시스윌,2003-08-01,2007-06-14
055970,에너윈,2007-06-15,2008-05-02
056000,COWON,2021-02-18,2022-04-15
056000,거원시스템,2003-07-11,2005-04-07
056000,네스엠,2020-03-31,2021-02-17
056000,신스타임즈,2016-06-30,2020-03-30
056000,코원,2005-04-08,2016-06-29
056000,코원플레이,2022-04-18,2023-03-29
056010,디지털큐브,2004-08-27,2009-09-28
056010,아이스테이션,2009-09-29,2012-04-12
056010,콜린스,2002-08-13,2004-08-26
056020,썸텍,2003-07-04,2008-01-16
056020,쿨투,2008-01-17,2009-04-28
056060,세니콘,2004-04-16,2006-04-07
056060,우진코리아,2002-01-15,2004-04-14
056080,유진로봇,2005-11-25,2026-02-20
056080,지나월드,2001-11-13,2005-11-24
056090,시지메드텍,2024-11-28,2026-02-20
056090,에디슨INNO,2022-04-29,2022-07-21
056090,유앤아이,2015-11-12,2022-04-28
056090,이노시스,2022-07-22,2024-11-27
056140,리더컴,2001-12-20,2004-03-29
056190,에스에프에이,2001-12-18,2026-02-20
056200,메디오피아,2002-01-29,2006-09-07
056200,엠넷미디어,2006-09-08,2011-03-21
056340,CU전자,2008-12-24,2014-05-20
056340,동양크레디텍,2002-11-08,2008-12-23
056360,코위버,2001-12-04,2026-02-20
056500,슈마일렉트론,2002-06-04,2005-04-04
056700,신화인터텍,2001-12-13,2026-02-20
056710,미리넷,2008-07-17,2012-04-12
056710,포시에스,2002-01-10,2008-07-16
056730,CNT85,2021-07-09,2026-02-20
056730,씨앤티85,2021-04-29,2021-07-08
056730,아큐픽스,2011-01-12,2016-12-07
056730,텔로드,2002-01-04,2011-01-11
056730,포스링크,2016-12-08,2021-04-28
056810,위다스,2002-01-15,2013-09-09
056850,이노비츠,2007-04-16,2009-01-16
056850,정소프트,2001-12-20,2007-04-13
056850,코어비트,2009-01-19,2010-03-08
057030,YBM넷,2019-12-03,2026-02-20
057030,YBM시사닷컴,2005-08-19,2016-04-19
057030,시사닷컴,2004-06-08,2005-08-18
057030,와이비엠넷,2016-04-20,2019-12-02
057050,현대홈쇼핑,2010-09-13,2026-02-20
057100,하이스마텍,2002-11-15,2010-05-07
057110,아이티센,2002-01-10,2005-10-21
057330,시그마텔레콤,2001-12-20,2002-10-18
057330,플래닛82,2002-10-21,2008-04-22
057500,SKC 솔믹스,2010-01-22,2020-12-22
057500,솔믹스,2006-09-20,2010-01-21
057500,에스엔티,2001-12-26,2006-09-19
057540,옴니시스템,2007-09-19,2026-02-20
057680,옴니텔,2002-06-18,2020-08-20
057680,티사이언티픽,2020-08-21,2026-02-20
057880,토필드,2003-12-29,2019-06-11
057880,푸른소나무,2024-05-31,2026-01-21
057880,피에이치씨,2021-04-15,2024-05-30
057880,필로시스헬스케어,2019-06-12,2021-04-14
058110,멕아이씨에스,2015-12-14,2026-02-20
058220,아리온,2005-08-05,2024-05-02
058370,금성테크,2010-12-27,2017-03-03
058370,루티즈,2010-04-14,2010-12-24
058370,비엔씨컴퍼니,2017-03-06,2017-05-04
058370,에이에스이,2002-02-19,2008-09-11
058370,지코아이엔씨,2008-09-12,2009-04-13
058370,지코앤루티즈,2009-04-14,2010-04-13
058400,KNN,2011-03-04,2026-02-20
058400,케이엔엔,2010-11-03,2011-03-03
058420,셀런에스엔,2008-12-10,2010-11-22
058420,에스큐엔,2010-11-23,2011-07-12
058420,제이웨이,2011-07-13,2023-04-13
058420,한틀시스템,2002-01-10,2008-12-09
058430,포스코강판,2008-04-10,2022-04-06
058430,포스코스틸리온,2022-04-07,2026-02-20
