code,name,first_date,last_date
010671,하이론코리아1신,1997-04-23,1997-12-27
010672,하이론코리아2신,1997-05-08,1997-12-27
010690,화    신,1996-11-25,2000-04-18
010690,화신,1996-01-26,2026-02-20
010690,화신제작소,1995-05-02,1996-01-25
010691,화    신(1신),1996-11-25,1996-12-27
010691,화신(1신),1996-10-16,1996-11-22
010691,화신제작소,1995-05-02,1995-11-13
010691,화신제작소(1신),1995-11-14,1995-12-27
010692,화신제작소(2신),1995-05-02,1995-12-27
010730,금강화섬,1995-05-02,2004-07-21
010731,금강화섬,1995-05-02,1995-09-28
010770,평화산업,1995-05-02,2006-05-16
010770,평화홀딩스,2006-05-17,2026-02-20
010780,동서산업,1995-05-02,2008-08-07
010780,아이에스동서,2008-08-08,2026-02-20
010781,동서산업(1신),1996-09-06,1996-12-27
010810,정일이엔씨,1997-08-06,2000-06-05
010820,제일정밀,1995-05-02,2002-02-18
010820,퍼스텍,2002-02-19,2026-02-20
010910,제일냉동,1995-05-02,1998-07-14
010920,로보트보일러,1996-07-01,1998-04-10
010950,S-Oil,2000-05-03,2026-02-20
010950,쌍용정유,1995-05-02,2000-05-02
010955,S-Oil(1우 ),2001-06-28,2001-07-04
010955,S-Oil(1우),2000-05-03,2006-12-19
010955,S-Oil(1우B),2006-12-20,2008-08-01
010955,S-Oil우,2008-08-04,2026-02-20
010955,쌍용정유(1우),1995-05-02,2000-05-02
010960,삼호개발,2002-07-16,2026-02-20
010970,한주화학,1995-05-02,1998-05-18
011000,VGX인터,2006-02-15,2014-04-11
011000,동일패브릭,1995-05-02,2006-02-14
011000,동일페브릭,1996-11-25,1996-12-13
011000,진원생명과학,2014-04-14,2026-02-20
011020,코오롱유화,1995-05-02,2007-06-14
011021,코오롱유화(1신),1996-04-08,1996-12-27
011022,코오롱유화(2신),1996-10-17,1996-12-27
011040,경동제약,1996-07-01,2026-02-20
011050,케드콤,1998-04-16,2010-07-21
011050,한국전장,1995-05-02,1998-04-15
011051,한국전장(1신),1995-10-27,1995-12-27
011070,LG이노텍,2008-07-29,2026-02-20
011070,엘지이노텍,2008-07-24,2008-07-28
011080,우성I&C,2005-01-27,2015-10-20
011080,우성아이앤씨,2004-07-02,2005-01-26
011080,형지I&C,2015-10-21,2026-02-20
011090,에 넥 스,1996-11-25,2000-04-18
011090,에넥스,1995-07-08,2026-02-20
011091,에넥스(1신),1995-07-08,1995-12-27
011150,CJ씨푸드,2010-04-13,2026-02-20
011150,삼호F&G,2004-04-06,2010-04-12
011150,삼호물산,1995-05-02,2004-04-02
011155,CJ씨푸드1우,2010-04-13,2026-02-20
011155,삼호F&G(1우),2004-04-06,2006-12-19
011155,삼호F&G(1우B),2006-12-20,2008-08-01
011155,삼호F&G1우,2008-08-04,2010-04-12
011155,삼호물산(1우 ),2001-06-28,2001-07-04
011155,삼호물산(1우),1995-05-02,2004-04-02
011160,고려산업개발,1996-01-30,2004-05-19
011160,두산건설,2007-04-06,2020-03-23
011160,두산산업개발,2004-05-20,2007-04-05
011170,롯데케미칼,2013-01-15,2026-02-20
011170,호남석유,1996-11-25,2013-01-14
011170,호남석유화학,1995-05-02,1996-11-22
011180,동국방직,1995-05-02,1999-07-20
011200,HMM,2020-04-14,2026-02-20
011200,현대상선,1995-10-05,2020-04-13
011201,현대상선(1신),1995-10-05,1995-12-27
011210,현대위아,2011-02-21,2026-02-20
011230,삼화전자,1995-05-02,2026-02-20
011260,한국종금,1996-11-25,2001-02-09
011260,한국종합금융,1995-05-02,1996-11-22
011280,태림포장,1995-05-02,2026-02-20
011281,태림포장(1신),1995-08-22,1996-12-27
011290,갑을방적,1995-05-02,2001-03-19
011300,성    안,1996-11-25,2000-04-18
011300,성안,1995-11-10,2024-04-17
011300,성안머티리얼스,2024-04-18,2026-02-20
011301,성    안(1신),1996-11-25,1996-12-27
011301,성안(1신),1995-11-10,1996-11-22
011302,성안(2신),1995-11-10,1995-12-27
011303,성안(3신),1995-11-10,1995-12-27
011320,유니크,1996-07-01,2026-02-20
011321,유니크1,1998-03-10,1998-06-27
011321,적고1,2000-01-06,2000-06-28
011330,신진피혁,1995-05-02,2000-04-17
011330,유니켐,2000-04-18,2026-02-20
011360,국제밸브공업,1996-07-01,1996-12-27
011370,서한,1996-07-01,2026-02-20
011390,부산산업,1995-05-02,2026-02-20
011400,명    성,1996-11-25,2000-04-18
011400,명성,1995-05-02,2007-08-13
011400,케이씨오에너지,2007-08-14,2010-05-19
011420,IB스포츠,2006-10-30,2013-04-18
011420,IB월드와이드,2013-04-19,2015-11-18
011420,갤럭시아에스엠,2015-11-19,2026-02-20
011420,상    림,1996-11-25,2000-04-18
011420,상림,1995-05-02,2006-10-27
011450,송원칼라,1996-01-30,2001-12-04
011470,기    산,1996-11-25,1999-01-15
011470,기산,1995-05-02,1996-11-22
011471,기산(1신),1995-07-22,1995-12-27
011500,한농화성,1996-07-01,2026-02-20
011510,청    구,1996-11-25,2000-04-18
011510,청구,1995-05-02,2002-04-19
011511,청구(1신),1995-08-22,1995-12-27
011520,서울가든,1996-07-01,1996-12-27
011540,삼신,1995-05-02,1996-07-16
011560,세보엠이씨,1996-12-23,2026-02-20
011650,LG정보,1997-05-15,2000-09-19
011650,엘지정보,1996-11-25,1997-05-13
011650,엘지정보통신,1995-08-18,1996-11-22
011651,엘지정보(1신),1996-11-25,1996-12-27
011651,엘지정보통신(1신),1995-08-18,1996-11-22
011652,엘지정보통신(2신),1995-08-18,1995-12-27
011690,와이투솔루션,2021-07-28,2026-02-20
011690,유양디앤유,2008-04-25,2021-07-27
011690,유양정보,1996-11-25,2008-04-24
011690,유양정보통신,1995-12-21,1996-11-22
011691,유양정보통신(1신),1995-12-21,1995-12-27
011692,유양정보통신(2신),1995-12-21,1995-12-27
011700,한신기계,1995-05-02,2026-02-20
011720,현대페인트,1995-05-02,2016-11-18
011720,현대피앤씨,2007-11-30,2014-08-25
011721,현대페인트(1신),1996-02-16,1996-11-28
011724,현대페인트(1전1신),1996-06-22,1996-11-28
011724,현대페인트(전환1신),1996-04-22,1996-06-21
011724,현대페인트(전환신),1995-05-02,1995-11-28
011760,현대상사,1996-11-25,2021-04-06
011760,현대종합상사,1995-05-02,1996-11-22
011760,현대코퍼레이션,2021-04-07,2026-02-20
011761,현대상사(1신),1996-11-25,1996-12-27
011761,현대종합상사(1신),1996-05-23,1996-11-22
011770,주일,1996-07-01,1998-04-10
011780,금호석유,1996-11-25,2025-04-17
011780,금호석유화학,1995-05-02,2026-02-20
011785,금호석유(1우 ),2001-06-28,2001-07-04
011785,금호석유(1우),1996-11-25,2006-12-19
011785,금호석유(1우B),2006-12-20,2008-08-01
011785,금호석유우,2008-08-04,2025-04-17
011785,금호석유화학(1우),1995-05-02,1996-11-22
011785,금호석유화학우,2025-04-18,2026-02-20
011790,SKC,1997-08-04,2026-02-20
011790,에스케이씨,1997-07-18,1997-08-02
011791,SKC(1신),1997-08-04,1997-12-27
011791,에스케이씨(1신),1997-07-18,1997-08-02
011800,배명금속,1995-05-02,2012-08-31
011810,STX,2001-05-02,2026-02-20
011810,쌍용중공업,1995-05-02,2001-04-30
011815,STX(1우 ),2001-06-28,2001-07-04
011815,STX(1우),2001-05-02,2004-02-20
011815,쌍용중공업(1우),1995-05-02,2001-04-30
011820,한국물산,1995-05-02,1999-10-01
011821,한국물산,1995-05-02,1995-11-13
011821,한국물산(1신),1995-11-14,1995-12-27
011825,한국물산(1우),1995-05-02,1999-10-01
011840,계 몽 사,1996-11-25,2000-04-18
011840,계몽사,1995-05-02,2003-05-15
011841,계 몽 사(1신),1996-11-25,1996-12-27
011841,계몽사(1신),1996-09-06,1996-11-22
011860,동아일렉콤,1996-07-01,1996-12-27
011870,삼보지질,1996-07-01,2000-06-05
011880,현대종금,1996-11-25,1999-02-19
011880,현대종합금융,1995-05-02,1996-11-22
011890,제일곡산,1996-07-01,2000-01-17
011900,라이카,1996-07-01,1996-08-09
011920,태평양금속,1996-07-01,1998-07-10
011930,신성솔라에너지,2011-04-20,2017-04-13
011930,신성엔지니어링,1996-07-01,1996-07-30
011930,신성이엔지,1996-07-31,2026-02-20
011930,신성홀딩스,2008-09-01,2011-04-19
011931,신성이엔지(1신),1996-07-31,1996-12-27
011940,태영판지,1995-05-02,1999-10-26
011941,태영판지(1신),1995-07-15,1995-12-27
011960,새한종금,1996-11-25,1999-01-15
011960,새한종합금융,1995-05-02,1996-11-22
012010,삼산,1996-07-01,2000-06-05
012030,DB,2017-11-21,2026-02-20
012030,동부,2015-04-21,2017-11-20
012030,동부CNI,2010-11-22,2015-04-20
012030,동부정밀,1997-04-01,2010-11-19
012030,한정화학,1995-05-02,1997-03-31
012090,성원건설,1995-05-02,2010-04-30
012091,성원건설(1신),1995-06-14,1996-12-27
012095,성원건설(1우 ),2001-06-28,2001-07-04
012095,성원건설(1우),1995-05-02,2006-12-19
012095,성원건설(1우B),2006-12-20,2008-08-01
012095,성원건설우,2008-08-04,2010-04-30
012150,동방개발,1995-05-02,1996-04-24
012160,영흥,2020-04-13,2026-02-20
012160,영흥철강,2010-01-25,2020-04-10
012170,멕스퍼,2002-04-24,2003-06-17
012170,아센디오,2021-04-20,2026-02-20
012170,아이브릿지,2003-06-18,2007-03-15
012170,의성실업,1995-05-02,2002-04-23
012170,키스톤글로벌,2010-04-14,2016-09-26
012170,키위미디어그룹,2016-09-27,2021-04-19
012170,한신DNP,2007-03-16,2010-04-13
012190,신호 페이퍼,1996-09-30,1996-11-22
012190,신호페이퍼,1996-11-25,1998-06-27
012190,온양팔프,1995-05-02,1996-01-25
012190,온양펄프,1996-01-26,1996-10-02
012191,온양팔프(1신),1995-06-15,1995-06-28
012195,신호 페이퍼(1우),1996-10-17,1996-11-22
012195,신호페이퍼(1우),1996-11-25,1998-06-27
012195,온양팔프(1우),1995-05-02,1996-01-25
012195,온양펄프(1우),1996-01-26,1996-10-16
012200,계양전기,1995-05-02,2026-02-20
012201,계양전기(1신),1996-09-13,1996-12-27
012205,계양전기(1우 ),2001-06-28,2001-07-04
012205,계양전기(1우),1995-05-02,2006-12-19
012205,계양전기(1우B),2006-12-20,2008-08-01
012205,계양전기우,2008-08-04,2026-02-20
012210,삼미금속,2023-05-16,2026-02-20
012220,동국전자,1996-11-25,1999-10-26
012220,동국종합전자,1995-05-02,1996-11-22
012224,동국전자(1전1신),1997-03-21,1997-12-27
012250,셰프라인,1996-04-19,2005-04-14
012250,우성,1995-05-02,1996-04-18
012251,우성(1신),1995-07-15,1995-12-27
012260,이지닷컴,2000-05-02,2002-04-02
012260,이지텍,1997-01-28,2000-04-28
012260,한일써키트,1995-05-02,1997-01-27
012261,한일써키트(1신),1996-12-12,1996-12-27
012265,이지닷컴(1우 ),2001-06-28,2001-07-04
012265,이지닷컴(1우),2000-05-02,2002-04-02
012265,이지텍(1우),1997-01-28,2000-04-28
012265,한일써키트(1우),1995-05-02,1997-01-27
012270,동    신,1996-11-25,2000-04-18
012270,동신,1996-01-26,2003-10-22
012270,동신주택,1995-05-02,1996-01-25
012280,영화금속,1995-05-02,2026-02-20
012320,경동가스,1997-03-07,2017-05-11
012320,경동도시가스,1996-07-01,1997-03-06
012320,경동인베스트,2017-05-12,2026-02-20
012330,현대모비스,2000-11-02,2026-02-20
012330,현대정공,1995-05-02,2000-11-01
012335,현대모비스(1우 ),2001-06-28,2001-07-04
012335,현대모비스(1우),2000-11-02,2006-12-19
012335,현대모비스(1우B),2006-12-20,2008-08-01
012335,현대모비스우,2008-08-04,2015-01-15
012335,현대정공(1우),1995-05-02,2000-11-01
012337,현대모비스(2우B),2000-11-02,2004-03-26
012337,현대정공(2우B),1999-04-15,2000-11-01
012340,뉴인텍,1997-02-12,2026-02-20
012350,한국체인공업,1996-07-01,1999-10-29
012360,신신상사,1996-07-01,1998-08-08
012400,옵티머스,2008-08-08,2010-06-14
012400,태봉전자,1995-05-02,1999-04-23
012400,티비케이,1999-04-26,2007-08-23
012400,프리네트웍스,2007-08-24,2008-08-07
012400,허메스홀딩스,2010-06-15,2012-06-11
012401,태봉전자(1신),1995-12-02,1995-12-27
012405,옵티머스우,2008-08-08,2010-06-14
012405,태봉전자(1우),1995-05-02,1999-04-23
012405,티비케이(1우 ),2001-06-28,2001-07-04
012405,티비케이(1우),1999-04-26,2006-12-19
012405,티비케이(1우B),2006-12-20,2007-08-23
012405,프리네트웍스(1우B),2007-08-24,2008-08-01
012405,프리네트웍스우,2008-08-04,2008-08-07
012405,허메스홀딩스우,2010-06-15,2012-06-11
012410,고니정밀,1995-05-02,2000-04-10
012410,글로스텍,2010-12-28,2013-06-03
012410,청호전자통신,2000-04-11,2010-12-27
012420,메리츠종금,2007-01-23,2010-04-20
012420,한불종금,1996-11-25,2007-01-22
012420,한불종합금융,1995-05-02,1996-11-22
012450,삼성테크윈,2000-04-10,2015-07-13
012450,삼성항공,1996-11-25,2000-04-07
012450,삼성항공산업,1995-05-02,1996-11-22
012450,한화에어로스페이스,2018-04-30,2026-02-20
012450,한화테크윈,2015-07-14,2018-04-27
012451,삼성항공(1신),1996-11-25,1996-12-27
012451,삼성항공산업(1신),1995-05-17,1996-11-22
012460,우영,1996-07-01,2008-03-12
012461,우영1신,1997-04-25,1997-12-27
012470,동양섬유,1995-05-02,1997-04-22
012470,동양테크,1997-04-23,1997-10-22
012470,영진테크,1997-10-23,1999-10-26
012500,제일종금,1996-11-25,1998-10-16
012500,제일종합금융,1996-07-31,1996-11-22
012500,제일투자금융,1995-05-02,1996-08-03
012510,대    동,1996-11-25,2000-04-18
012510,대동,1995-05-02,2006-07-12
012510,더존비즈온,2006-07-13,2026-02-20
012540,일신,1996-07-01,1999-07-21
012580,성    도,1997-07-02,2000-04-18
012580,성도,1997-04-12,2004-07-26
012580,성도어패럴,1995-05-02,1997-04-11
012580,톰보이,2004-07-27,2010-07-29
012581,성도어패럴(1신),1995-09-06,1995-12-27
012600,센트럴인사이트,2020-09-28,2023-03-17
012600,청호ICT,2023-03-20,2025-05-26
012600,청호컴넷,2000-04-17,2020-09-25
012600,청호컴퓨터,1995-05-02,2000-04-14
012601,청호컴퓨터(1신),1996-04-04,1996-12-27
012605,청호컴퓨터(1우),1995-05-02,1996-10-21
012610,경인양행,1995-10-05,2026-02-20
012611,경인양행(1신),1995-10-05,1995-12-27
012612,경인양행(2신),1995-10-05,1995-12-27
012620,원일특강,1996-07-01,2026-02-20
012630,HDC,2018-06-12,2026-02-20
012630,현대개발,1996-11-25,1996-12-07
012630,현대산업,1996-12-09,2018-06-11
012630,현대산업개발,1996-07-01,1996-11-22
012631,현대개발(1신),1996-11-25,1996-12-07
012631,현대산업(1신),1996-12-09,1996-12-27
012631,현대산업개발(1신),1996-10-16,1996-11-22
012650,쌍용건설,1996-07-01,2014-04-10
012655,쌍용건설우,2001-06-01,2006-06-08
012655,쌍용건설우선,1999-05-17,2001-05-31
012670,환영철강,1995-05-02,2002-04-26
012690,모나리자,1995-05-02,2026-02-20
012691,모나리자(1신),1995-05-02,1996-12-27
012700,동특,1997-01-03,2001-09-20
012700,리드코프,1996-07-01,2026-02-20
012710,아세아종금,1996-11-25,2000-06-22
012710,아세아종합금,1995-05-02,1996-05-30
012710,아세아종합금융,1996-05-31,1996-11-22
012710,한스종금,2000-06-23,2001-02-09
012720,건    영,1996-11-25,2000-04-18
012720,건영,1995-05-02,2003-10-01
012721,건영(1신),1995-12-20,1995-12-27
012750,안전시스템,1996-01-30,1996-03-15
012750,에 스 원,1996-11-25,2000-04-18
012750,에스원,1996-03-16,2026-02-20
012751,에 스 원(1신),1996-11-25,1996-12-27
012751,에스원(1신),1996-09-16,1996-11-22
012760,동아정기,1995-05-02,2004-07-15
012761,동아정기(1신),1996-06-28,1996-12-27
012790,신일제약,1999-08-13,2026-02-20
012800,대창,2010-03-23,2026-02-20
012800,대창공업,1995-05-02,2010-03-22
012805,대창공업(1우 ),2001-06-28,2001-07-04
012805,대창공업(1우),1995-05-02,2006-12-19
012805,대창공업(1우B),2006-12-20,2008-08-01
012805,대창공업우,2008-08-04,2010-03-22
012805,대창우,2010-03-23,2014-01-10
012830,현대리바트,1998-04-20,1999-01-21
012830,현대목재,1996-11-25,1998-04-18
012830,현대종합목재,1995-05-02,1996-11-22
012860,대동,2012-08-28,2016-01-13
012860,모베이스전자,2019-11-11,2026-02-20
012860,서연전자,2016-01-14,2019-11-08
012860,신창전기,1996-07-01,2012-08-27
012861,신창전기1신,1996-07-01,1996-12-27
012910,한라시멘트,1995-05-02,1999-10-26
012990,LG석유화학,2001-07-18,2007-11-14
013000,세우글로벌,2002-10-24,2026-02-20
013000,세우포리머,1995-05-02,2002-10-23
013001,세우포리머(1신),1995-05-02,1996-12-27
013005,세우글로벌(1우),2002-10-24,2006-12-19
013005,세우글로벌(1우B),2006-12-20,2008-08-01
013005,세우글로벌우,2008-08-04,2014-07-14
013005,세우포리머(1우 ),2001-06-28,2001-07-04
013005,세우포리머(1우),1995-05-02,2002-10-23
013030,하이록코리아,1996-07-01,2026-02-20
013031,하이록코리아1,1998-08-07,1998-12-28
013034,하이록코리아전환,1996-11-18,1996-12-27
013035,하이록코리아우선,1996-07-01,1998-08-06
013040,금강피혁,1995-05-02,1998-11-17
013041,금강피혁(1신),1996-09-05,1996-12-27
013070,일    성,1996-11-25,1997-12-27
013070,일성,1995-05-02,1996-11-22
013070,태양이앤테크,1998-01-03,1999-01-15
013090,이트로닉스,2001-01-30,2002-04-26
013090,해태전자,1995-05-02,2001-01-29
013091,해태전자(1신),1995-11-28,1995-12-27
013095,이트로닉스(1우 ),2001-06-28,2001-07-04
013095,이트로닉스(1우),2001-01-30,2002-04-26
013095,해태전자(1우),1995-05-02,2001-01-29
013097,이트로닉스(2우B),2001-01-30,2002-04-26
013097,해태전자(2우B),2000-12-21,2001-01-29
013120,동원개발,1996-07-01,2026-02-20
013200,C&우방,2006-08-18,2009-05-12
013200,우    방,1997-02-12,2000-04-18
013200,우방,1996-07-01,2006-08-17
013201,우    방(1신),1997-02-12,1997-12-27
013201,우방1신,1996-07-13,1996-12-27
013210,장복건설,1996-07-01,1996-12-27
013240,세양산업,1996-07-01,2005-06-02
013240,셀런,2005-06-03,2011-04-14
013241,세양산업(1신),1996-07-31,1996-12-27
013250,대양금고,1996-11-25,2002-10-02
013250,대양상호신용금고,1996-07-01,1996-11-22
013251,대양금고(1신),1996-11-25,1997-06-27
013251,대양상호신용금고(1신,1996-11-19,1996-11-22
013255,대양금고(1우B),2001-07-16,2002-10-02
013310,아진산업,1997-09-30,2026-02-20
013320,삼경정밀,1996-07-01,2000-06-05
013340,AJS,1996-07-01,2014-09-01
013340,아세아조인트,1997-01-03,2005-12-28
013360,일성건설,1996-11-25,2026-02-20
013360,일성종합건설,1995-05-02,1996-11-22
013361,일성종합건설(1신),1995-07-08,1995-12-27
013365,일성건설(1우B),2003-01-07,2008-08-01
013365,일성건설우B,2008-08-04,2013-05-14
013367,일성건설(2우B),2007-06-29,2008-08-01
013367,일성건설2우B,2008-08-04,2018-05-10
013450,동성하이켐,2009-10-06,2015-07-17
013450,호성케멕스,1999-06-11,2009-10-05
013520,화승알앤에이,1998-03-24,2021-03-12
013520,화승코퍼레이션,2021-03-15,2026-02-20
013520,화승화학,1995-05-02,1998-03-23
013570,동양기전,1995-05-02,2015-01-14
013570,디와이,2015-01-15,2026-02-20
013571,동양기전(1신),1996-12-23,1996-12-27
013575,동양기전(1우),1995-05-02,1998-03-20
013580,계룡건설,1996-01-30,2026-02-20
013630,휴먼이노텍,1996-07-01,2002-04-19
013635,휴먼이노텍우,2001-06-26,2002-04-19
013650,데코,1996-07-01,2010-10-18
013651,데코1신,1996-08-17,1996-12-27
013690,뉴코아,1996-07-01,1998-08-08
013691,뉴코아1신,1997-08-19,1997-12-27
013700,까뮤이앤씨,2015-12-22,2026-02-20
013700,삼환까뮤,1995-05-02,2015-12-21
013720,CBI,2021-06-22,2025-06-19
013720,THE CUBE&,2025-06-20,2026-02-20
013720,청보산업,1996-07-01,2021-06-21
013721,청보산업1신,1996-07-29,1996-12-27
013730,세원,1996-07-01,1998-04-28
013780,아큐텍,2011-08-23,2013-04-22
013780,아큐텍반도체,1997-08-18,2011-08-22
013781,아큐텍반도1,1998-06-02,1999-12-28
013781,아큐텍반도체1,1997-08-18,1997-12-27
013782,아큐텍반도체2,1997-10-10,1997-12-27
013810,스페코,1997-11-03,2026-02-20
013820,동신제지,1996-11-25,1997-06-23
013820,동신제지공업,1995-05-02,1996-11-22
013820,피앤텍,1997-06-24,1999-10-26
013850,교하,1996-07-01,2000-06-05
013870,지엠비코리아,2012-11-20,2026-02-20
013890,지누스,2000-05-08,2026-02-20
013890,진    웅,1996-11-25,2000-04-18
013890,진웅,1995-05-02,2000-05-04
013900,두원중공업,1996-07-01,2000-06-05
013990,아가방,2002-01-17,2007-04-20
013990,아가방컴퍼니,2007-04-23,2026-02-20
014010,대우금속,1995-05-02,2000-04-18
014010,인터피온,2000-04-19,2002-06-28
014010,인터피온반도체,2002-10-11,2005-12-27
014010,인터피온쎄미,2002-07-02,2002-10-10
014015,대우금속(1우),1995-05-02,2000-04-18
014015,인터피온(1우 ),2001-06-28,2001-07-04
014015,인터피온(1우),2000-04-19,2002-06-28
014015,인터피온반도체(1우),2002-10-11,2005-12-27
014015,인터피온쎄미(1우),2002-07-02,2002-10-10
014040,GPS,2001-07-16,2002-11-28
014040,제일엔지니어,1995-05-02,2001-07-13
014040,제일엔지니어링,1996-05-31,1996-11-22
014041,제일엔지니어(1신),1995-07-07,1995-12-27
014045,GPS(1우B),2001-12-12,2002-11-28
014047,GPS(2우B),2002-01-24,2002-11-28
014080,뉴 맥 스,1996-11-25,2000-04-18
014080,뉴맥스,1995-05-02,2001-04-25
014081,뉴 맥 스(1신),1996-11-25,1996-12-27
014081,뉴맥스(1신),1995-05-02,1996-11-22
014082,뉴맥스(2신),1995-07-10,1995-12-27
014090,석천,1996-07-01,2000-06-05
014100,메디앙스,2020-01-14,2026-02-20
014100,보령메디앙스,1996-07-01,2020-01-13
014130,삼희통운,1995-05-02,1997-10-01
014130,한익스프레스,1997-10-02,2026-02-20
014150,한외종금,1996-11-25,1999-01-22
014150,한외종합금융,1995-05-02,1996-11-22
014160,대영포장,1995-05-02,2026-02-20
014161,대영포장(1신),1995-07-07,1996-12-27
014190,로지트,1996-07-01,2008-09-11
014190,원익큐브,2013-09-13,2026-02-20
014190,후너스,2008-09-12,2013-09-12
014200,광림,1996-07-01,2025-11-25
014200,광림특장차,1997-01-03,2003-04-14
014210,대진동관공업,1996-07-01,1998-07-10
014250,선일옵트론,1997-01-07,1998-08-22
014270,신림종합건설,1996-07-01,1997-07-09
014280,금강공업,1995-05-02,2026-02-20
014285,금강공업(1우 ),2001-06-28,2001-07-04
014285,금강공업(1우),1995-05-02,2006-12-19
014285,금강공업(1우B),2006-12-20,2008-08-01
014285,금강공업우,2008-08-04,2026-02-20
014300,선    진,1996-11-25,2000-04-18
014300,선진,1995-05-02,2011-01-31
014300,선진지주,2011-02-01,2013-01-17
014340,한국종합철관,1996-07-01,1999-06-23
014350,신일건업,1995-05-02,2015-04-14
014351,신일건업(1신),1995-05-16,1995-12-27
014380,대동,1996-07-01,1999-07-21
014390,대구종금,1996-11-25,1998-08-20
014390,대구종합금융,1996-07-31,1996-11-22
014390,대구투자금융,1995-05-02,1996-08-03
014391,대구종금(1신),1996-11-25,1997-03-28
014391,대구종합금융(1신),1996-10-29,1996-11-22
014392,대구종금(2신),1997-03-28,1997-03-28
014400,경남종금,1996-11-25,1998-07-14
014400,경남종합금융,1995-05-02,1996-11-22
014420,삼협글로벌,2007-11-27,2009-04-13
014420,에프와이디,1996-07-01,2007-11-26
014420,프로비타,2009-04-14,2009-11-05
014430,한길종금,1996-11-25,1999-01-15
014430,한길종합금융,1995-05-02,1996-11-22
014440,영보화학,1996-07-01,2026-02-20
014450,삼양종금,1996-11-25,1998-10-16
014450,삼양종합금융,1995-05-02,1996-11-22
014470,리홈,2010-01-14,2013-04-05
014470,리홈쿠첸,2013-04-08,2015-09-03
014470,부방,2015-09-04,2026-02-20
014470,부방테크론,1996-07-01,2010-01-13
014490,쌍용종금,1996-11-25,1998-07-14
014490,쌍용종합금융,1996-07-31,1996-11-22
014490,인천투자금융,1995-05-02,1996-08-03
014491,쌍용종금(1신),1996-11-25,1997-03-28
014491,쌍용종합금융(1신),1996-10-09,1996-11-22
014492,쌍용종금(2신),1997-02-24,1997-03-28
014530,극동유화,1995-05-02,2026-02-20
014570,고려제약,2000-12-07,2026-02-20
014580,백광소재,1995-05-02,2020-04-21
014580,태경비케이,2020-04-22,2026-02-20
014581,백광소재(1신),1996-08-23,1996-12-27
014590,나자인,1996-09-24,2008-12-22
014590,티엘씨레저,2008-12-23,2011-05-12
014620,성광벤드,2001-01-11,2026-02-20
014660,녹십자의료공업,1996-07-01,1998-08-08
014665,녹십자의료공업우선,1996-07-01,1998-08-08
014680,영우화학,1995-05-02,1995-12-21
014680,한솔케미언스,2000-02-21,2004-04-23
014680,한솔케미칼,2004-04-26,2026-02-20
014680,한솔화학,1995-12-22,2000-02-18
014681,영우화학(1신),1995-09-12,1995-12-21
014681,한솔화학(1신),1995-12-22,1996-12-27
014682,영우화학(2신),1995-09-25,1995-12-21
014682,한솔화학(2신),1995-12-22,1995-12-27
014710,사조씨푸드,2012-06-29,2026-02-20
014740,금호케미칼,1997-06-17,2001-01-15
014740,미원유화,1995-05-02,1997-06-16
014745,금호케미칼(1우),1997-06-17,2001-01-15
014745,미원유화(1우),1995-05-02,1997-06-16
014790,HL D&I,2022-09-30,2026-02-20
014790,한라,2013-10-21,2022-09-29
014790,한라건설,1995-05-02,2013-10-18
014820,EASTEL,2000-11-21,2005-03-14
014820,동원시스템즈,2005-03-15,2026-02-20
014820,성미전자,1995-05-02,2000-11-20
014821,성미전자,1995-05-02,1995-11-13
014821,성미전자(1신),1995-11-14,1995-12-27
014825,EASTEL(1우 ),2001-06-28,2001-07-04
014825,EASTEL(1우),2000-11-21,2005-03-14
014825,동원시스템즈(1우),2005-03-15,2006-12-19
014825,동원시스템즈(1우B),2006-12-20,2008-08-01
014825,동원시스템즈우,2008-08-04,2026-02-20
014825,성미전자(1우),1995-05-02,2000-11-20
014827,EASTEL(2우B),2000-11-21,2005-03-14
014827,동원시스템즈(2우B),2005-03-15,2007-10-26
014827,성미전자(2우B),1997-11-04,2000-11-20
014830,유니드,2004-12-03,2026-02-20
014900,삼보컴퓨터,1995-05-02,2007-04-24
014910,성문전자,1995-05-02,2026-02-20
014915,성문전자(1우 ),2001-06-28,2001-07-04
014915,성문전자(1우),1995-05-02,2006-12-19
014915,성문전자(1우B),2006-12-20,2008-08-01
014915,성문전자우,2008-08-04,2026-02-20
014940,오리엔탈정공,2001-12-26,2026-02-20
014950,삼익제약,2025-10-27,2026-02-20
014970,삼륭물산,1996-07-01,2026-02-20
014980,항도종금,1996-11-25,1998-07-14
014980,항도종합금융,1996-07-31,1996-11-22
014980,항도투자금융,1995-05-02,1996-08-03
014981,항도종금(1신),1996-11-25,1997-03-28
014981,항도종합금융(1신),1996-10-25,1996-11-22
014990,나    산,1996-11-25,2000-04-18
014990,나산,1996-05-03,2008-01-03
014990,나산실업,1995-05-02,1996-05-02
014990,인디에프,2008-01-04,2026-02-20
014991,나    산(1신),1996-11-25,1996-12-27
014991,나산(1신),1996-05-03,1996-11-22
014991,나산실업(1신),1996-01-31,1996-05-02
015020,SEDAK,2001-04-30,2001-08-20
015020,세    진,1996-11-25,2000-04-18
015020,세진,1995-05-02,2001-04-27
015020,스타코,2001-08-21,2006-10-30
015020,이스타코,2006-10-31,2026-02-20
015021,세진(1신),1995-12-15,1995-12-27
015050,비전하이테크,2008-07-22,2010-03-08
