d,o,h,l,c,v,a,mc,s,m
2002-01-02,21900.0,22250.0,21100.0,22050.0,187660.0,4106879000.0,2482450563600.0,112582792,KOSPI
2002-01-03,22100.0,22250.0,21400.0,21400.0,185794.0,4056033600.0,2409271748800.0,112582792,KOSPI
2002-01-04,21850.0,22300.0,21500.0,21500.0,167186.0,3663662000.0,2420530028000.0,112582792,KOSPI
2002-01-07,22100.0,22200.0,21100.0,21600.0,200354.0,4336310400.0,2431788307200.0,112582792,KOSPI
2002-01-08,21900.0,21950.0,21200.0,21200.0,91920.0,1974527500.0,2386755190400.0,112582792,KOSPI
2002-01-09,21200.0,21350.0,20300.0,21000.0,201100.0,4175174000.0,2364238632000.0,112582792,KOSPI
2002-01-10,21000.0,21000.0,19550.0,19550.0,282750.0,5669413000.0,2200993583600.0,112582792,KOSPI
2002-01-11,20000.0,21350.0,20000.0,21350.0,286640.0,5971140000.0,2403642609200.0,112582792,KOSPI
2002-01-14,21000.0,21150.0,20550.0,21000.0,117370.0,2458228000.0,2364238632000.0,112582792,KOSPI
2002-01-15,20950.0,21000.0,20250.0,20950.0,215230.0,4420417500.0,2358609492400.0,112582792,KOSPI
2002-01-16,21000.0,21100.0,20550.0,20950.0,100210.0,2094868000.0,2358609492400.0,112582792,KOSPI
2002-01-17,20950.0,21700.0,20950.0,21200.0,168610.0,3596705500.0,2386755190400.0,112582792,KOSPI
2002-01-18,21700.0,21700.0,20650.0,21400.0,168980.0,3545436500.0,2409271748800.0,112582792,KOSPI
2002-01-21,21400.0,21950.0,21150.0,21150.0,115670.0,2503040500.0,2381126050800.0,112582792,KOSPI
2002-01-22,21500.0,21500.0,20700.0,21200.0,117554.0,2466890800.0,2386755190400.0,112582792,KOSPI
2002-01-23,21200.0,21500.0,20700.0,21200.0,127900.0,2710545500.0,2386755190400.0,112582792,KOSPI
2002-01-24,21550.0,22000.0,21350.0,21900.0,202800.0,4417009000.0,2465563144800.0,112582792,KOSPI
2002-01-25,22000.0,24350.0,21700.0,22900.0,256450.0,5909408500.0,2578145936800.0,112582792,KOSPI
2002-01-28,24200.0,24400.0,23400.0,24250.0,106440.0,2552066500.0,2730132706000.0,112582792,KOSPI
2002-01-29,24950.0,27750.0,24050.0,25800.0,164320.0,4250040000.0,2904636033600.0,112582792,KOSPI
2002-01-30,25800.0,25800.0,23000.0,23100.0,153550.0,3694153000.0,2600662495200.0,112582792,KOSPI
2002-01-31,23900.0,23900.0,21900.0,22550.0,234990.0,5310575500.0,2538741959600.0,112582792,KOSPI
2002-02-01,22800.0,22800.0,21700.0,21900.0,386240.0,8491773000.0,2465563144800.0,112582792,KOSPI
2002-02-04,22200.0,22300.0,21100.0,21800.0,141277.0,3063298600.0,2454304865600.0,112582792,KOSPI
2002-02-05,21300.0,21850.0,21200.0,21800.0,94550.0,2033263000.0,2454304865600.0,112582792,KOSPI
2002-02-06,21500.0,21800.0,21400.0,21750.0,96020.0,2072253500.0,2448675726000.0,112582792,KOSPI
2002-02-07,21500.0,21650.0,21050.0,21150.0,112240.0,2403739000.0,2381126050800.0,112582792,KOSPI
2002-02-08,21300.0,21500.0,20800.0,21500.0,78600.0,1657274500.0,2420530028000.0,112582792,KOSPI
2002-02-14,22000.0,24700.0,21200.0,24700.0,188290.0,4367567500.0,2780794962400.0,112582792,KOSPI
2002-02-15,24000.0,24000.0,22750.0,23500.0,144470.0,3396553500.0,2645695612000.0,112582792,KOSPI
2002-02-18,23500.0,24450.0,22900.0,23950.0,99674.0,2379799300.0,2696357868400.0,112582792,KOSPI
2002-02-19,23700.0,23700.0,22200.0,22600.0,144210.0,3271602500.0,2544371099200.0,112582792,KOSPI
2002-02-20,22600.0,22600.0,22050.0,22200.0,62050.0,1378120000.0,2499337982400.0,112582792,KOSPI
2002-02-21,22600.0,23100.0,22400.0,22700.0,108670.0,2467864500.0,2555629378400.0,112582792,KOSPI
2002-02-22,22300.0,23800.0,22300.0,23600.0,139960.0,3217836500.0,2656953891200.0,112582792,KOSPI
2002-02-25,24100.0,24350.0,22700.0,23100.0,132760.0,3117904000.0,2600662495200.0,112582792,KOSPI
2002-02-26,23700.0,24200.0,23100.0,24000.0,159090.0,3794039000.0,2701987008000.0,112582792,KOSPI
2002-02-27,24000.0,25000.0,23600.0,24800.0,218530.0,5347802500.0,2792053241600.0,112582792,KOSPI
2002-02-28,25300.0,25300.0,23900.0,24100.0,169380.0,4119393000.0,2713245287200.0,112582792,KOSPI
2002-03-04,24200.0,25000.0,23900.0,24000.0,199860.0,4912563500.0,2701987008000.0,112582792,KOSPI
2002-03-05,24000.0,24000.0,23100.0,23400.0,191974.0,4503540600.0,2634437332800.0,112582792,KOSPI
2002-03-06,23500.0,24200.0,23250.0,23400.0,132490.0,3139361000.0,2634437332800.0,112582792,KOSPI
2002-03-07,23500.0,24000.0,23300.0,23750.0,105920.0,2517413000.0,2673841310000.0,112582792,KOSPI
2002-03-08,24000.0,24300.0,23000.0,23500.0,141242.0,3340518000.0,2645695612000.0,112582792,KOSPI
2002-03-11,23700.0,23750.0,22400.0,23150.0,177540.0,4063300000.0,2606291634800.0,112582792,KOSPI
2002-03-12,23650.0,23700.0,22600.0,23450.0,205025.0,4724390250.0,2640066472400.0,112582792,KOSPI
2002-03-13,23550.0,23850.0,22950.0,23400.0,142113.0,3332757700.0,2634437332800.0,112582792,KOSPI
2002-03-14,23750.0,26000.0,22700.0,26000.0,345230.0,8468209500.0,2927152592000.0,112582792,KOSPI
2002-03-15,24200.0,24500.0,23700.0,24150.0,228200.0,5501857000.0,2718874426800.0,112582792,KOSPI
2002-03-18,24800.0,24800.0,24000.0,24450.0,176620.0,4306591000.0,2752649264400.0,112582792,KOSPI
2002-03-19,24400.0,24450.0,23800.0,24300.0,236710.0,5726422500.0,2735761845600.0,112582792,KOSPI
2002-03-20,24300.0,24650.0,23750.0,24000.0,202340.0,4893216000.0,2701987008000.0,112582792,KOSPI
2002-03-21,24000.0,24700.0,23900.0,24700.0,125170.0,3057867500.0,2780794962400.0,112582792,KOSPI
2002-03-22,24700.0,25000.0,24150.0,24700.0,213570.0,5255763000.0,2780794962400.0,112582792,KOSPI
2002-03-25,24750.0,24900.0,24200.0,24200.0,113680.0,2786891000.0,2724503566400.0,112582792,KOSPI
2002-03-26,24150.0,25500.0,24100.0,25400.0,181740.0,4551989000.0,2859602916800.0,112582792,KOSPI
2002-03-27,25200.0,26000.0,24600.0,25450.0,157970.0,4026395000.0,2865232056400.0,112582792,KOSPI
2002-03-28,25850.0,26300.0,25250.0,25450.0,85790.0,2213513500.0,2865232056400.0,112582792,KOSPI
2002-03-29,26200.0,27200.0,25800.0,26800.0,99990.0,2651934000.0,3017218825600.0,112582792,KOSPI
2002-04-01,27000.0,27000.0,24100.0,24600.0,316810.0,7821247500.0,2769536683200.0,112582792,KOSPI
2002-04-02,24750.0,25200.0,23900.0,24600.0,610170.0,15003485000.0,2769536683200.0,112582792,KOSPI
2002-04-03,25000.0,25500.0,24050.0,25500.0,433540.0,10737463000.0,2870861196000.0,112582792,KOSPI
2002-04-04,25200.0,26200.0,24700.0,25800.0,158690.0,4042502500.0,2904636033600.0,112582792,KOSPI
2002-04-08,25800.0,26350.0,25100.0,25300.0,145670.0,3748476500.0,2848344637600.0,112582792,KOSPI
2002-04-09,25500.0,26100.0,25400.0,25500.0,114920.0,2959826000.0,2870861196000.0,112582792,KOSPI
2002-04-10,25500.0,25650.0,24350.0,24800.0,207030.0,5142987000.0,2792053241600.0,112582792,KOSPI
2002-04-11,24300.0,25900.0,24000.0,24800.0,392527.0,9709944100.0,2792053241600.0,112582792,KOSPI
2002-04-12,24550.0,24700.0,24100.0,24700.0,254407.0,6217154400.0,2780794962400.0,112582792,KOSPI
2002-04-15,24900.0,25000.0,24300.0,24700.0,80630.0,1984282000.0,2780794962400.0,112582792,KOSPI
2002-04-16,24700.0,25050.0,24250.0,24950.0,83005.0,2049333750.0,2808940660400.0,112582792,KOSPI
2002-04-17,24950.0,26400.0,24750.0,26200.0,186160.0,4795509000.0,2949669150400.0,112582792,KOSPI
2002-04-18,26300.0,26600.0,25400.0,25750.0,125570.0,3260067000.0,2899006894000.0,112582792,KOSPI
2002-04-19,25800.0,25950.0,25150.0,25500.0,106510.0,2705063000.0,2870861196000.0,112582792,KOSPI
2002-04-22,25500.0,29300.0,25500.0,27000.0,295360.0,8300475000.0,3039735384000.0,112582792,KOSPI
2002-04-23,26900.0,26900.0,25450.0,25750.0,137190.0,3557178000.0,2899006894000.0,112582792,KOSPI
2002-04-24,26150.0,26850.0,25500.0,26300.0,77684.0,2031580200.0,2960927429600.0,112582792,KOSPI
2002-04-25,26600.0,26650.0,25500.0,25500.0,92520.0,2407976000.0,2870861196000.0,112582792,KOSPI
2002-04-26,25600.0,26800.0,25500.0,25700.0,104540.0,2713054000.0,2893377754400.0,112582792,KOSPI
2002-04-29,25800.0,25800.0,24350.0,25000.0,116500.0,2909725500.0,2814569800000.0,112582792,KOSPI
2002-04-30,24900.0,25650.0,24600.0,25450.0,85360.0,2144140500.0,2865232056400.0,112582792,KOSPI
2002-05-02,25050.0,25300.0,24600.0,25000.0,94801.0,2364175500.0,2814569800000.0,112582792,KOSPI
2002-05-03,25200.0,26350.0,24600.0,25950.0,216430.0,5446383000.0,2921523452400.0,112582792,KOSPI
2002-05-06,25600.0,25900.0,25050.0,25850.0,72620.0,1847325500.0,2910265173200.0,112582792,KOSPI
2002-05-07,25700.0,26900.0,25700.0,26350.0,89690.0,2371789500.0,2966556569200.0,112582792,KOSPI
2002-05-08,26050.0,26400.0,25600.0,25650.0,118470.0,3067758000.0,2887748614800.0,112582792,KOSPI
2002-05-09,25700.0,27450.0,24800.0,24800.0,387510.0,9813726000.0,2792053241600.0,112582792,KOSPI
2002-05-10,25050.0,25500.0,24450.0,24450.0,170510.0,4247938500.0,2752649264400.0,112582792,KOSPI
2002-05-13,24400.0,24950.0,24350.0,24550.0,76440.0,1878974000.0,2763907543600.0,112582792,KOSPI
2002-05-14,24350.0,26000.0,24350.0,25400.0,148340.0,3713666000.0,2859602916800.0,112582792,KOSPI
2002-05-15,25400.0,26150.0,25350.0,26150.0,91430.0,2361588000.0,2944040010800.0,112582792,KOSPI
2002-05-16,26000.0,26200.0,25400.0,26050.0,56680.0,1462273000.0,2932781731600.0,112582792,KOSPI
2002-05-17,26050.0,28500.0,25900.0,28500.0,130080.0,3507495500.0,3208609572000.0,112582792,KOSPI
