d,o,h,l,c,v,a,mc,s,m
2012-01-02,30150.0,30150.0,28300.0,28350.0,2332.0,66700200.0,3114304200.0,109852,KOSPI
2012-01-03,28550.0,29750.0,28000.0,28900.0,1240.0,35838000.0,3174722800.0,109852,KOSPI
2012-01-04,28450.0,29150.0,28050.0,28900.0,2280.0,65091000.0,3174722800.0,109852,KOSPI
2012-01-05,29000.0,29400.0,28250.0,28450.0,1190.0,33949000.0,3125289400.0,109852,KOSPI
2012-01-06,28450.0,32700.0,28000.0,32700.0,10288.0,330781600.0,3592160400.0,109852,KOSPI
2012-01-09,34900.0,37600.0,34000.0,37600.0,11332.0,419939900.0,4130435200.0,109852,KOSPI
2012-01-10,41900.0,43200.0,41800.0,43200.0,4506.0,192639200.0,4745606400.0,109852,KOSPI
2012-01-11,49650.0,49650.0,49650.0,49650.0,2532.0,125584800.0,5454151800.0,109852,KOSPI
2012-01-12,55000.0,55000.0,42350.0,45750.0,46172.0,2146518800.0,5025729000.0,109852,KOSPI
2012-01-13,45500.0,51800.0,41000.0,44500.0,33596.0,1544640000.0,4888414000.0,109852,KOSPI
2012-01-16,46000.0,46000.0,41000.0,42100.0,13117.0,557406100.0,4624769200.0,109852,KOSPI
2012-01-17,41100.0,45050.0,39800.0,42150.0,17006.0,719010600.0,4630261800.0,109852,KOSPI
2012-01-18,41300.0,44600.0,39800.0,40350.0,14019.0,588263850.0,4432528200.0,109852,KOSPI
2012-01-19,40450.0,41250.0,39000.0,39100.0,5094.0,203403900.0,4295213200.0,109852,KOSPI
2012-01-20,38550.0,40200.0,37000.0,37950.0,6916.0,262162400.0,4168883400.0,109852,KOSPI
2012-01-25,37950.0,38800.0,36000.0,37950.0,7847.0,293640150.0,4168883400.0,109852,KOSPI
2012-01-26,38650.0,43600.0,37000.0,43600.0,11432.0,480144050.0,4789547200.0,109852,KOSPI
2012-01-27,47500.0,50100.0,40050.0,40850.0,33524.0,1513454300.0,4487454200.0,109852,KOSPI
