snapshot_date,previous_market_trade_date,code,name,name_resolution_status,name_candidates,market,prev_symbol_trade_date,days_since_prev_symbol_trade,prev_close,open,high,low,close,volume,amount,market_cap,listed_shares,open_gap_pct,high_return_pct,low_return_pct,close_return_pct,turnover_pct,return_3d_pct,return_5d_pct,return_10d_pct,return_20d_pct,amount_rank,turnover_rank,market_cap_rank,high_return_rank,close_return_rank,limit_up_price,upper_limit_touched,upper_limit_closed,upper_limit_released,one_price_upper_limit,upper_limit_label_status,upper_limit_touch_count_5d,upper_limit_close_count_5d,high_return_ge_10_count_5d,high_return_ge_20_count_5d,corporate_action_warning,new_listing_or_no_reference,data_quality_status,max_source_date
2019-07-25,2019-07-24,000020,동화약품,exact_source_row,,KOSPI,2019-07-24,1,9470,9500,9550,9210,9360,17499,163206580,261438559200,27931470,0.31679,0.844773,-2.745512,-1.161563,0.06265,-2.5,-3.405573,-1.473684,-4.098361,1722,2006,553,1049,1001,12300,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2019-07-25
2019-07-25,2019-07-24,000040,KR모터스,exact_source_row,,KOSPI,2019-07-24,1,546,538,560,527,536,494802,265096820,101542024200,189444075,-1.465201,2.564103,-3.479853,-1.831502,0.261186,2.879079,8.502024,8.282828,-1.470588,1521,1464,1157,355,1296,709,false,false,false,false,verified_normal_day,0,0,1,0,false,false,clean,2019-07-25
2019-07-25,2019-07-24,000050,경방,exact_source_row,,KOSPI,2019-07-24,1,10600,10500,10500,10150,10250,25104,258052600,281006517500,27415270,-0.943396,-0.943396,-4.245283,-3.301887,0.091569,1.485149,1.99005,-1.442308,-1.913876,1536,1914,518,2146,1817,13750,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2019-07-25
2019-07-25,2019-07-24,000060,메리츠화재,exact_source_row,,KOSPI,2019-07-24,1,19650,19650,19950,19450,19650,153132,3013832450,2233812000000,113680000,0,1.526718,-1.017812,0,0.134704,0.511509,-0.757576,1.028278,-5.301205,437,1798,107,633,400,25500,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2019-07-25
2019-07-25,2019-07-24,000070,삼양홀딩스,exact_source_row,,KOSPI,2019-07-24,1,71400,72500,72500,70200,72000,13506,961903500,616627512000,8564271,1.540616,1.540616,-1.680672,0.840336,0.157702,1.551481,1.694915,-3.485255,-3.871829,845,1735,274,627,241,92800,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2019-07-25
2019-07-25,2019-07-24,000075,삼양홀딩스우,exact_source_row,,KOSPI,2019-07-24,1,48400,48400,48400,47950,48000,14,674850,14594784000,304058,0,0,-0.929752,-0.826446,0.004604,-1.840491,-1.132853,-3.030303,-2.040816,2173,2169,2088,1645,813,62900,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2019-07-25
2019-07-25,2019-07-24,000080,하이트진로,exact_source_row,,KOSPI,2019-07-24,1,21700,21600,21650,21050,21400,339060,7248556150,1500859275400,70133611,-0.460829,-0.230415,-2.995392,-1.382488,0.483449,-2.947846,-2.505695,-2.727273,4.390244,223,1054,134,2003,1091,28200,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2019-07-25
2019-07-25,2019-07-24,000087,하이트진로2우B,exact_source_row,,KOSPI,2019-07-24,1,16900,16700,16700,16300,16450,2099,34462100,18590770100,1130138,-1.183432,-1.183432,-3.550296,-2.662722,0.18573,-2.373887,-0.903614,-3.519062,2.492212,2039,1652,2071,2162,1611,21950,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2019-07-25
2019-07-25,2019-07-24,000088,한화3우B,exact_source_row,,KOSPI,2019-07-24,1,13800,13800,13850,13450,13650,60718,823830700,306742800000,22472000,0,0.362319,-2.536232,-1.086957,0.270194,-1.086957,0.367647,-1.798561,-3.191489,928,1437,480,1443,957,17900,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2019-07-25
2019-07-25,2019-07-24,000100,유한양행,exact_source_row,,KOSPI,2019-07-24,1,228000,227000,228000,224000,226000,28869,6506560000,2887627990000,12777115,-0.438596,0,-1.754386,-0.877193,0.225943,-1.952278,-0.220751,-1.952278,-5.636743,243,1563,88,1646,836,296000,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2019-07-25
