d,o,h,l,c,v,a,mc,s,m,rs
2024-01-02,1155.0,1171.0,1155.0,1170.0,213066.0,248251691.0,84198504780.0,71964534,KOSPI,tradable_ohlcv
2024-01-03,1170.0,1175.0,1161.0,1173.0,218203.0,254914831.0,84414398382.0,71964534,KOSPI,tradable_ohlcv
2024-01-04,1173.0,1180.0,1164.0,1174.0,162131.0,190109848.0,84486362916.0,71964534,KOSPI,tradable_ohlcv
2024-01-05,1175.0,1178.0,1160.0,1167.0,162895.0,189978399.0,83982611178.0,71964534,KOSPI,tradable_ohlcv
2024-01-08,1175.0,1175.0,1161.0,1165.0,175363.0,204607852.0,83838682110.0,71964534,KOSPI,tradable_ohlcv
2024-01-09,1172.0,1174.0,1164.0,1173.0,191364.0,223731659.0,84414398382.0,71964534,KOSPI,tradable_ohlcv
2024-01-10,1179.0,1181.0,1164.0,1174.0,175626.0,205983395.0,84486362916.0,71964534,KOSPI,tradable_ohlcv
2024-01-11,1174.0,1195.0,1170.0,1184.0,351608.0,417161882.0,85206008256.0,71964534,KOSPI,tradable_ohlcv
2024-01-12,1186.0,1187.0,1165.0,1166.0,198805.0,233103536.0,83910646644.0,71964534,KOSPI,tradable_ohlcv
2024-01-15,1165.0,1176.0,1155.0,1165.0,152319.0,177697124.0,83838682110.0,71964534,KOSPI,tradable_ohlcv
2024-01-16,1166.0,1169.0,1115.0,1160.0,165653.0,191065798.0,83478859440.0,71964534,KOSPI,tradable_ohlcv
2024-01-17,1160.0,1160.0,1116.0,1119.0,324318.0,364993789.0,80528313546.0,71964534,KOSPI,tradable_ohlcv
2024-01-18,1125.0,1139.0,1119.0,1137.0,178254.0,201337537.0,81823675158.0,71964534,KOSPI,tradable_ohlcv
2024-01-19,1140.0,1151.0,1137.0,1146.0,138508.0,158440248.0,82471355964.0,71964534,KOSPI,tradable_ohlcv
2024-01-22,1150.0,1161.0,1137.0,1142.0,199664.0,228911507.0,82183497828.0,71964534,KOSPI,tradable_ohlcv
2024-01-23,1142.0,1146.0,1132.0,1145.0,116904.0,133006731.0,82399391430.0,71964534,KOSPI,tradable_ohlcv
2024-01-24,1140.0,1200.0,1140.0,1151.0,867184.0,1012105822.0,82831178634.0,71964534,KOSPI,tradable_ohlcv
2024-01-25,1152.0,1180.0,1132.0,1178.0,384910.0,445761733.0,84774221052.0,71964534,KOSPI,tradable_ohlcv
2024-01-26,1180.0,1250.0,1165.0,1221.0,1112354.0,1347067930.0,87868696014.0,71964534,KOSPI,tradable_ohlcv
2024-01-29,1223.0,1293.0,1200.0,1236.0,1907265.0,2375884940.0,88948164024.0,71964534,KOSPI,tradable_ohlcv
2024-01-30,1223.0,1278.0,1211.0,1225.0,686060.0,852810793.0,88156554150.0,71964534,KOSPI,tradable_ohlcv
2024-01-31,1225.0,1250.0,1210.0,1225.0,168856.0,206863134.0,88156554150.0,71964534,KOSPI,tradable_ohlcv
2024-02-01,1225.0,1244.0,1220.0,1238.0,190758.0,235225652.0,89092093092.0,71964534,KOSPI,tradable_ohlcv
2024-02-02,1245.0,1252.0,1234.0,1250.0,321269.0,399287586.0,89955667500.0,71964534,KOSPI,tradable_ohlcv
2024-02-05,1270.0,1270.0,1219.0,1220.0,366177.0,451215337.0,87796731480.0,71964534,KOSPI,tradable_ohlcv
2024-02-06,1219.0,1227.0,1207.0,1215.0,206826.0,251072561.0,87436908810.0,71964534,KOSPI,tradable_ohlcv
2024-02-07,1215.0,1225.0,1210.0,1222.0,104920.0,127692143.0,87940660548.0,71964534,KOSPI,tradable_ohlcv
2024-02-08,1220.0,1227.0,1206.0,1210.0,131482.0,160358763.0,87077086140.0,71964534,KOSPI,tradable_ohlcv
2024-02-13,1210.0,1230.0,1210.0,1224.0,168735.0,206392429.0,88084589616.0,71964534,KOSPI,tradable_ohlcv
2024-02-14,1221.0,1245.0,1221.0,1238.0,222917.0,276058649.0,89092093092.0,71964534,KOSPI,tradable_ohlcv
2024-02-15,1238.0,1245.0,1231.0,1238.0,139950.0,173090240.0,89092093092.0,71964534,KOSPI,tradable_ohlcv
2024-02-16,1238.0,1258.0,1231.0,1243.0,284913.0,354777143.0,89451915762.0,71964534,KOSPI,tradable_ohlcv
2024-02-19,1237.0,1249.0,1233.0,1237.0,133871.0,165807361.0,89020128558.0,71964534,KOSPI,tradable_ohlcv
2024-02-20,1248.0,1248.0,1215.0,1224.0,200336.0,245676465.0,88084589616.0,71964534,KOSPI,tradable_ohlcv
2024-02-21,1224.0,1228.0,1202.0,1205.0,207390.0,251048613.0,86717263470.0,71964534,KOSPI,tradable_ohlcv
2024-02-22,1206.0,1206.0,1190.0,1192.0,167720.0,200259267.0,85781724528.0,71964534,KOSPI,tradable_ohlcv
2024-02-23,1193.0,1194.0,1178.0,1182.0,244521.0,289391636.0,85062079188.0,71964534,KOSPI,tradable_ohlcv
2024-02-26,1183.0,1249.0,1177.0,1241.0,492699.0,603092913.0,89307986694.0,71964534,KOSPI,tradable_ohlcv
2024-02-27,1241.0,1265.0,1229.0,1230.0,523337.0,654038615.0,88516376820.0,71964534,KOSPI,tradable_ohlcv
