d,o,h,l,c,v,a,mc,s,m
2015-01-02,3345.0,3345.0,3300.0,3315.0,2098.0,6952025.0,19837026300.0,5984020,KOSDAQ
2015-01-05,3320.0,3455.0,3300.0,3320.0,15041.0,50383905.0,19866946400.0,5984020,KOSDAQ
2015-01-06,3320.0,3360.0,3265.0,3290.0,1450.0,4819285.0,19687425800.0,5984020,KOSDAQ
2015-01-07,3220.0,3315.0,3155.0,3160.0,9166.0,29244900.0,18909503200.0,5984020,KOSDAQ
2015-01-08,3230.0,3255.0,3115.0,3185.0,4772.0,15041145.0,19059103700.0,5984020,KOSDAQ
2015-01-09,3185.0,3320.0,3140.0,3300.0,2949.0,9652680.0,19747266000.0,5984020,KOSDAQ
2015-01-12,3300.0,3300.0,3265.0,3300.0,126.0,412315.0,19747266000.0,5984020,KOSDAQ
2015-01-13,3300.0,3340.0,3255.0,3310.0,7728.0,25491855.0,19807106200.0,5984020,KOSDAQ
2015-01-14,3330.0,3330.0,3220.0,3220.0,1773.0,5737055.0,19268544400.0,5984020,KOSDAQ
2015-01-15,3305.0,3315.0,3130.0,3130.0,10322.0,32586755.0,18729982600.0,5984020,KOSDAQ
2015-01-16,3185.0,3185.0,3135.0,3175.0,238.0,747100.0,18999263500.0,5984020,KOSDAQ
2015-01-19,3175.0,3195.0,3100.0,3155.0,1162.0,3612770.0,18879583100.0,5984020,KOSDAQ
2015-01-20,3165.0,3175.0,3075.0,3175.0,6551.0,20706130.0,18999263500.0,5984020,KOSDAQ
2015-01-21,3175.0,3300.0,3165.0,3180.0,222.0,710845.0,19029183600.0,5984020,KOSDAQ
2015-01-22,3235.0,3235.0,3150.0,3220.0,174.0,552405.0,19268544400.0,5984020,KOSDAQ
2015-01-23,3220.0,3245.0,3180.0,3240.0,132.0,421800.0,19388224800.0,5984020,KOSDAQ
2015-01-26,3240.0,3240.0,3110.0,3190.0,4281.0,13439540.0,19089023800.0,5984020,KOSDAQ
2015-01-27,3210.0,3390.0,3135.0,3150.0,2183.0,6938545.0,18849663000.0,5984020,KOSDAQ
2015-01-28,3150.0,3205.0,3150.0,3195.0,7.0,22325.0,19118943900.0,5984020,KOSDAQ
2015-01-29,3195.0,3265.0,3145.0,3200.0,8446.0,27006630.0,19148864000.0,5984020,KOSDAQ
2015-01-30,3200.0,3230.0,3155.0,3200.0,2120.0,6713910.0,19148864000.0,5984020,KOSDAQ
2015-02-02,3200.0,3200.0,3080.0,3185.0,3921.0,12283860.0,19059103700.0,5984020,KOSDAQ
2015-02-03,3185.0,3240.0,3130.0,3210.0,2732.0,8727275.0,19208704200.0,5984020,KOSDAQ
2015-02-04,3210.0,3245.0,3195.0,3215.0,2764.0,8868765.0,19238624300.0,5984020,KOSDAQ
2015-02-05,3200.0,3410.0,3175.0,3175.0,1842.0,5936170.0,18999263500.0,5984020,KOSDAQ
2015-02-06,3175.0,3285.0,3175.0,3250.0,2308.0,7463845.0,19448065000.0,5984020,KOSDAQ
2015-02-09,3250.0,3250.0,3155.0,3155.0,1391.0,4419405.0,18879583100.0,5984020,KOSDAQ
2015-02-10,3465.0,3595.0,3255.0,3475.0,30211.0,103781830.0,20794469500.0,5984020,KOSDAQ
2015-02-11,3475.0,3525.0,3425.0,3465.0,2630.0,9149370.0,20734629300.0,5984020,KOSDAQ
2015-02-12,3460.0,3590.0,3460.0,3590.0,8355.0,29518630.0,21482631800.0,5984020,KOSDAQ
2015-02-13,3600.0,3650.0,3530.0,3645.0,30860.0,111025680.0,21811752900.0,5984020,KOSDAQ
2015-02-16,3650.0,3650.0,3535.0,3590.0,5872.0,20793515.0,21482631800.0,5984020,KOSDAQ
2015-02-17,3570.0,3600.0,3550.0,3600.0,4223.0,15035765.0,21542472000.0,5984020,KOSDAQ
2015-02-23,3605.0,3610.0,3590.0,3610.0,796.0,2866910.0,21602312200.0,5984020,KOSDAQ
2015-02-24,3580.0,3645.0,3580.0,3610.0,8640.0,31123350.0,21602312200.0,5984020,KOSDAQ
