d,o,h,l,c,v,a,mc,s,m
2025-01-02,6480.0,6620.0,6440.0,6600.0,19084.0,125229820.0,145637784600.0,22066331,KOSDAQ
2025-01-03,6600.0,6840.0,6600.0,6770.0,39785.0,269061340.0,149389060870.0,22066331,KOSDAQ
2025-01-06,6780.0,6940.0,6780.0,6920.0,50984.0,351919880.0,152699010520.0,22066331,KOSDAQ
2025-01-07,6950.0,7010.0,6870.0,6880.0,50848.0,352453900.0,151816357280.0,22066331,KOSDAQ
2025-01-08,6850.0,7220.0,6830.0,7180.0,134466.0,951662840.0,158436256580.0,22066331,KOSDAQ
2025-01-09,7180.0,7180.0,6940.0,7030.0,55140.0,387357450.0,155126306930.0,22066331,KOSDAQ
2025-01-10,7070.0,7070.0,6950.0,7030.0,30953.0,216468040.0,155126306930.0,22066331,KOSDAQ
2025-01-13,7010.0,7010.0,6760.0,6820.0,41141.0,282270750.0,150492377420.0,22066331,KOSDAQ
2025-01-14,6860.0,6950.0,6820.0,6940.0,16459.0,113207480.0,153140337140.0,22066331,KOSDAQ
2025-01-15,6940.0,7000.0,6750.0,6810.0,31229.0,213438030.0,150271714110.0,22066331,KOSDAQ
2025-01-16,6830.0,7010.0,6830.0,6900.0,30335.0,209851710.0,152257683900.0,22066331,KOSDAQ
2025-01-17,6920.0,7000.0,6830.0,6920.0,23111.0,159283730.0,152699010520.0,22066331,KOSDAQ
2025-01-20,6930.0,7090.0,6900.0,7040.0,58736.0,411648870.0,155346970240.0,22066331,KOSDAQ
2025-01-21,7020.0,7100.0,6890.0,6980.0,33962.0,236595000.0,154022990380.0,22066331,KOSDAQ
2025-01-22,6940.0,7080.0,6890.0,7050.0,51949.0,363816190.0,155567633550.0,22066331,KOSDAQ
2025-01-23,7030.0,7070.0,6750.0,6840.0,56371.0,387745650.0,150933704040.0,22066331,KOSDAQ
2025-01-24,6840.0,6920.0,6780.0,6840.0,29099.0,199405880.0,150933704040.0,22066331,KOSDAQ
2025-01-31,8890.0,8890.0,8890.0,8890.0,608180.0,5406720200.0,196169682590.0,22066331,KOSDAQ
2025-02-03,10060.0,11000.0,8480.0,8480.0,10699083.0,109044268310.0,187122486880.0,22066331,KOSDAQ
2025-02-04,8980.0,9800.0,8600.0,8940.0,4743591.0,44068710000.0,197272999140.0,22066331,KOSDAQ
2025-02-05,10000.0,10290.0,9300.0,9350.0,4012414.0,39302055400.0,206320194850.0,22066331,KOSDAQ
2025-02-06,8950.0,9420.0,8850.0,9420.0,1246626.0,11384172200.0,207864838020.0,22066331,KOSDAQ
2025-02-07,9030.0,9040.0,8650.0,8730.0,852369.0,7484904090.0,192639069630.0,22066331,KOSDAQ
2025-02-10,8460.0,8940.0,8450.0,8740.0,536153.0,4686021620.0,192859732940.0,22066331,KOSDAQ
2025-02-11,8750.0,8860.0,8530.0,8540.0,339517.0,2948436710.0,188446466740.0,22066331,KOSDAQ
2025-02-12,8650.0,8650.0,8070.0,8070.0,308304.0,2538318720.0,178075291170.0,22066331,KOSDAQ
2025-02-13,8060.0,8350.0,7860.0,8180.0,483158.0,4053386420.0,180502587580.0,22066331,KOSDAQ
2025-02-14,9080.0,9620.0,8620.0,8870.0,4882584.0,44755501600.0,195728355970.0,22066331,KOSDAQ
2025-02-17,8720.0,9070.0,8630.0,8780.0,678805.0,5959281460.0,193742386180.0,22066331,KOSDAQ
2025-02-18,8800.0,9450.0,8610.0,9020.0,1453253.0,13164631720.0,199038305620.0,22066331,KOSDAQ
2025-02-19,8940.0,9210.0,8890.0,8920.0,553508.0,5003735160.0,196831672520.0,22066331,KOSDAQ
2025-02-20,8870.0,9050.0,8510.0,8520.0,324147.0,2826603590.0,188005140120.0,22066331,KOSDAQ
2025-02-21,8530.0,8760.0,8430.0,8720.0,222024.0,1914956610.0,192418406320.0,22066331,KOSDAQ
2025-02-24,8610.0,8800.0,8580.0,8580.0,194035.0,1682800060.0,189329119980.0,22066331,KOSDAQ
2025-02-25,8490.0,8550.0,8210.0,8270.0,163057.0,1356367370.0,182488557370.0,22066331,KOSDAQ
2025-02-26,8310.0,9500.0,8310.0,8630.0,2630192.0,23701942200.0,190432436530.0,22066331,KOSDAQ
2025-02-27,8650.0,8890.0,8430.0,8430.0,292160.0,2509456730.0,186019170330.0,22066331,KOSDAQ
