snapshot_date,previous_market_trade_date,code,name,name_resolution_status,name_candidates,market,prev_symbol_trade_date,days_since_prev_symbol_trade,prev_close,open,high,low,close,volume,amount,market_cap,listed_shares,open_gap_pct,high_return_pct,low_return_pct,close_return_pct,turnover_pct,return_3d_pct,return_5d_pct,return_10d_pct,return_20d_pct,amount_rank,turnover_rank,market_cap_rank,high_return_rank,close_return_rank,limit_up_price,upper_limit_touched,upper_limit_closed,upper_limit_released,one_price_upper_limit,upper_limit_label_status,upper_limit_touch_count_5d,upper_limit_close_count_5d,high_return_ge_10_count_5d,high_return_ge_20_count_5d,corporate_action_warning,new_listing_or_no_reference,data_quality_status,max_source_date
2023-04-24,2023-04-21,000020,동화약품,exact_source_row,,KOSPI,2023-04-21,3,8450,8450,8490,8350,8370,49883,418500560,233786403900,27931470,0,0.473373,-1.183432,-0.946746,0.178591,-2.333722,-3.793103,-1.645123,2.44798,1570,2005,846,1519,1036,10980,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000040,KR모터스,exact_source_row,,KOSPI,2023-04-21,3,638,625,640,606,613,631896,393832494,58932879045,96138465,-2.037618,0.31348,-5.015674,-3.918495,0.657277,-7.957958,-6.697108,8.495575,20.669291,1598,983,1998,1690,2254,829,false,false,false,false,verified_normal_day,0,0,1,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000050,경방,exact_source_row,,KOSPI,2023-04-21,3,10820,11050,11050,10360,10750,19613,208087150,294714152500,27415270,2.125693,2.125693,-4.251386,-0.64695,0.07154,-0.185701,0.46729,1.31951,2.283539,1933,2348,684,571,884,14060,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000070,삼양홀딩스,exact_source_row,,KOSPI,2023-04-21,3,73600,73900,74600,72500,74500,10622,778899700,638038189500,8564271,0.407609,1.358696,-1.494565,1.222826,0.124027,-4.118404,-3.246753,-2.102497,2.475928,1224,2179,367,868,272,95600,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000075,삼양홀딩스우,exact_source_row,,KOSPI,2023-04-21,3,55200,55400,55400,54700,55000,22,1209000,16723190000,304058,0.362319,0.362319,-0.905797,-0.362319,0.007235,-0.181488,-0.181488,-0.181488,1.289134,2487,2485,2389,1641,751,71700,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000080,하이트진로,exact_source_row,,KOSPI,2023-04-21,3,22100,22100,22350,21900,22350,203692,4512116250,1567486205850,70133611,0,1.131222,-0.904977,1.131222,0.290434,0.675676,1.822323,0.902935,3.953488,532,1670,184,969,284,28700,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000087,하이트진로2우B,exact_source_row,,KOSPI,2023-04-21,3,16040,16200,16200,16000,16090,570,9158910,18183920420,1130138,0.997506,0.997506,-0.249377,0.311721,0.050436,-0.124146,0,-0.124146,0.062189,2451,2394,2385,1068,438,20850,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000088,한화3우B,exact_source_row,,KOSPI,2023-04-21,3,14370,14600,15010,14400,14510,107407,1576763050,326068720000,22472000,1.600557,4.453723,0.208768,0.974252,0.477959,-3.202135,2.980837,5.221175,5.912409,898,1233,625,268,302,18680,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000100,유한양행,exact_source_row,,KOSPI,2023-04-21,3,56300,56600,57100,55900,56700,121539,6886449200,4345411851900,76638657,0.53286,1.420959,-0.71048,0.71048,0.158587,0.531915,-2.409639,1.795332,12.277228,417,2066,81,827,346,73100,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000104,CJ4우(전환),exact_source_row,,KOSPI,2023-04-21,3,83300,82100,82600,74100,77100,41876,3196797000,325864075200,4226512,-1.440576,-0.840336,-11.044418,-7.442977,0.990793,-9.507042,-5.745721,-4.342432,-2.896725,636,691,626,2419,2431,108200,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000105,유한양행우,exact_source_row,,KOSPI,2023-04-21,3,54200,54200,54200,53200,53500,543,29221200,63180290000,1180940,0,0,-1.845018,-1.291513,0.04598,-1.109057,-2.550091,0.943396,6.361829,2400,2408,1946,1897,1226,70400,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000120,CJ대한통운,exact_source_row,,KOSPI,2023-04-21,3,79400,79400,79400,77500,77700,36888,2878719200,1772519128800,22812344,0,0,-2.392947,-2.141058,0.161702,-2.017654,-2.753442,0.909091,0.387597,666,2058,164,1898,1650,103200,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000140,하이트진로홀딩스,exact_source_row,,KOSPI,2023-04-21,3,9430,9410,9430,9280,9330,15536,144954680,216519117450,23206765,-0.212089,0,-1.590668,-1.060445,0.066946,-2.711157,-1.165254,0,3.666667,2087,2359,901,1899,1098,12250,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000145,하이트진로홀딩스우,exact_source_row,,KOSPI,2023-04-21,3,12700,12700,12860,12690,12700,338,4298080,5979287000,470810,0,1.259843,-0.07874,0,0.071791,-1.550388,-3.568717,-3.860712,-5.153099,2469,2346,2478,917,538,16510,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000150,두산,exact_source_row,,KOSPI,2023-04-21,3,97800,97200,97900,95500,95700,75522,7278248900,1581331009500,16523835,-0.613497,0.102249,-2.351738,-2.147239,0.457049,-3.137652,-5.528134,-0.623053,1.269841,403,1280,183,1873,1655,127100,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000155,두산우,exact_source_row,,KOSPI,2023-04-21,3,52600,52800,52800,51400,52000,1282,66609200,207816024000,3996462,0.380228,0.380228,-2.281369,-1.140684,0.032078,-1.515152,-3.165736,0,0,2306,2441,937,1622,1151,68300,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000157,두산2우B,exact_source_row,,KOSPI,2023-04-21,3,82900,83900,83900,82200,82900,109,9001000,74032850200,893038,1.206273,1.206273,-0.844391,0,0.012206,0.606796,-0.955795,0.974421,-3.492433,2453,2478,1810,938,539,107700,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000180,성창기업지주,exact_source_row,,KOSPI,2023-04-21,3,1980,1980,2085,1973,1975,181290,367587691,137759410000,69751600,0,5.30303,-0.353535,-0.252525,0.259908,-2.469136,-2.70936,0.765306,4.056902,1638,1745,1256,214,701,2570,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000210,DL,exact_source_row,,KOSPI,2023-04-21,3,51900,52000,52200,50000,50300,115618,5852525700,1054080965200,20955884,0.192678,0.578035,-3.660886,-3.082852,0.551721,-4.190476,-2.70793,-1.372549,-2.330097,462,1117,243,1407,2058,67400,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000215,DL우,exact_source_row,,KOSPI,2023-04-21,3,30600,30200,30450,29500,30150,2023,60544650,50836367250,1686115,-1.30719,-0.490196,-3.594771,-1.470588,0.11998,-0.330579,0.83612,-1.147541,1.344538,2322,2190,2088,2353,1331,39750,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000220,유유제약,exact_source_row,,KOSPI,2023-04-21,3,6030,6040,6080,5950,5980,46067,275721740,103049458980,17232351,0.165837,0.829187,-1.3267,-0.829187,0.267329,-4.32,-4.77707,-0.829187,2.749141,1791,1728,1515,1205,970,7830,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000225,유유제약1우,exact_source_row,,KOSPI,2023-04-21,3,6340,6400,6560,6320,6420,3041,19427500,14553690600,2266930,0.946372,3.470032,-0.315457,1.26183,0.134146,-0.155521,-3.603604,-1.230769,3.215434,2419,2144,2403,351,267,8240,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000227,유유제약2우B,exact_source_row,,KOSPI,2023-04-21,3,14350,14270,14270,14200,14250,85,1207840,4639230000,325560,-0.557491,-0.557491,-1.045296,-0.696864,0.026109,-1.178918,-1.994498,1.568068,-2.263374,2488,2457,2485,2376,912,18650,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
2023-04-24,2023-04-21,000230,일동홀딩스,exact_source_row,,KOSPI,2023-04-21,3,12940,12940,13130,12750,13040,52431,679344400,150486816000,11540400,0,1.468315,-1.468315,0.772798,0.454326,-4.468864,-5.163636,1.795472,2.515723,1297,1287,1174,809,332,16820,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-04-24
