d,o,h,l,c,v,a,mc,s,m
2021-03-15,7300.0,9300.0,6420.0,7800.0,18928670.0,155627911230.0,148150259400.0,18993623,KOSPI
2021-03-16,7600.0,7750.0,6790.0,6860.0,2415863.0,17484124240.0,130296253780.0,18993623,KOSPI
2021-03-17,6770.0,7110.0,6470.0,6530.0,1427332.0,9552593560.0,124028358190.0,18993623,KOSPI
2021-03-18,6530.0,7640.0,6480.0,6940.0,5129884.0,36845103660.0,131815743620.0,18993623,KOSPI
2021-03-19,6830.0,6970.0,6690.0,6740.0,572708.0,3902337640.0,128017019020.0,18993623,KOSPI
2021-03-22,6750.0,6980.0,6560.0,6640.0,508700.0,3427609040.0,126117656720.0,18993623,KOSPI
2021-03-23,6710.0,6880.0,6450.0,6450.0,430639.0,2856222540.0,122508868350.0,18993623,KOSPI
2021-03-24,6320.0,6600.0,5910.0,6000.0,841589.0,5213212310.0,113961738000.0,18993623,KOSPI
2021-03-25,5830.0,5870.0,5400.0,5460.0,946522.0,5289922590.0,103705181580.0,18993623,KOSPI
2021-03-26,5450.0,5480.0,5140.0,5230.0,566921.0,2975731810.0,99336648290.0,18993623,KOSPI
2021-03-29,5250.0,5500.0,5170.0,5350.0,410727.0,2192904690.0,101615883050.0,18993623,KOSPI
2021-03-30,5340.0,5660.0,5280.0,5600.0,340568.0,1872866180.0,106364288800.0,18993623,KOSPI
2021-03-31,5610.0,5650.0,5480.0,5560.0,163920.0,910420020.0,105604543880.0,18993623,KOSPI
2021-04-01,5560.0,5620.0,5450.0,5490.0,145666.0,801613480.0,104274990270.0,18993623,KOSPI
2021-04-02,5500.0,5620.0,5460.0,5480.0,140054.0,772528320.0,104085054040.0,18993623,KOSPI
2021-04-05,5500.0,5550.0,5350.0,5380.0,118600.0,644181910.0,102185691740.0,18993623,KOSPI
2021-04-06,5400.0,5450.0,5280.0,5320.0,103467.0,551101970.0,101046074360.0,18993623,KOSPI
2021-04-07,5340.0,5410.0,5270.0,5340.0,96549.0,516455970.0,101425946820.0,18993623,KOSPI
2021-04-08,5340.0,5390.0,5240.0,5320.0,129339.0,684617420.0,101046074360.0,18993623,KOSPI
