code,current_or_latest_name,first_date,last_date,trading_day_count,profile_path
446600,카이바이오텍,2023-01-26,2025-02-24,27,atlas/symbol_profiles/446/446600.json
447690,아이오바이오,2022-12-28,2026-06-22,834,atlas/symbol_profiles/447/447690.json
448780,마이크로엔엑스,2022-12-21,2026-06-22,839,atlas/symbol_profiles/448/448780.json
448900,한국피아이엠,2023-08-30,2026-06-22,374,atlas/symbol_profiles/448/448900.json
456190,큐라켐,2023-07-18,2026-06-08,48,atlas/symbol_profiles/456/456190.json
456570,아이엠지티,2023-07-19,2026-06-22,710,atlas/symbol_profiles/456/456570.json
456700,길교이앤씨,2023-07-26,2025-12-02,45,atlas/symbol_profiles/456/456700.json
476710,타조이엔터테인먼트,2024-10-30,2026-06-22,84,atlas/symbol_profiles/476/476710.json
495810,유비씨,2024-12-23,2024-12-23,1,atlas/symbol_profiles/495/495810.json
495900,에이엠시지,2024-12-13,2026-01-21,136,atlas/symbol_profiles/495/495900.json
496320,본시스템즈,2025-09-08,2026-06-22,0,atlas/symbol_profiles/496/496320.json
