snapshot_date,previous_market_trade_date,code,name,name_resolution_status,name_candidates,market,prev_symbol_trade_date,days_since_prev_symbol_trade,prev_close,open,high,low,close,volume,amount,market_cap,listed_shares,open_gap_pct,high_return_pct,low_return_pct,close_return_pct,turnover_pct,return_3d_pct,return_5d_pct,return_10d_pct,return_20d_pct,amount_rank,turnover_rank,market_cap_rank,high_return_rank,close_return_rank,limit_up_price,upper_limit_touched,upper_limit_closed,upper_limit_released,one_price_upper_limit,upper_limit_label_status,upper_limit_touch_count_5d,upper_limit_close_count_5d,high_return_ge_10_count_5d,high_return_ge_20_count_5d,corporate_action_warning,new_listing_or_no_reference,data_quality_status,max_source_date
2018-06-26,2018-06-25,000020,동화약품,exact_source_row,,KOSPI,2018-06-25,1,10900,10850,11100,10650,11000,61908,672386900,307246170000,27931470,-0.458716,1.834862,-2.293578,0.917431,0.221642,0,1.382488,-4.347826,-2.222222,1016,1403,529,537,394,14150,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-06-26
2018-06-26,2018-06-25,000030,우리은행,exact_source_row,,KOSPI,2018-06-25,1,16350,16350,16650,16150,16500,1518845,24948220150,11154000000000,676000000,0,1.834862,-1.223242,0.917431,0.224681,1.226994,2.167183,-0.900901,4.43038,80,1397,33,538,395,21250,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-06-26
2018-06-26,2018-06-25,000040,KR모터스,exact_source_row,,KOSPI,2018-06-25,1,671,658,670,631,642,539461,346248441,76885706214,119759667,-1.937407,-0.149031,-5.961252,-4.321908,0.450453,-10.335196,-13.59354,-12.653061,-7.625899,1319,951,1460,1668,1957,872,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-06-26
2018-06-26,2018-06-25,000050,경방,exact_source_row,,KOSPI,2018-06-25,1,13800,13700,14000,13700,13900,21783,301395250,381072253000,27415270,-0.724638,1.449275,-0.724638,0.724638,0.079456,-1.41844,-2.45614,0.724638,5.703422,1379,1887,441,636,446,17900,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-06-26
2018-06-26,2018-06-25,000060,메리츠화재,exact_source_row,,KOSPI,2018-06-25,1,19550,19500,19500,19400,19400,99673,1937411400,2140557200000,110338000,-0.255754,-0.255754,-0.767263,-0.767263,0.090334,-1.522843,-8.056872,-3.722084,-4.433498,597,1838,127,1756,1130,25400,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-06-26
2018-06-26,2018-06-25,000070,삼양홀딩스,exact_source_row,,KOSPI,2018-06-25,1,111000,111000,113500,107000,111500,22893,2527895000,954916216500,8564271,0,2.252252,-3.603604,0.45045,0.267308,-0.446429,-1.327434,-10.8,-3.463203,512,1307,230,440,527,144000,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-06-26
2018-06-26,2018-06-25,000075,삼양홀딩스우,exact_source_row,,KOSPI,2018-06-25,1,54000,53700,53700,53000,53600,68,3617600,16297508800,304058,-0.555556,-0.555556,-1.851852,-0.740741,0.022364,0.75188,-0.371747,-4.285714,-2.367942,2094,2063,2032,1912,1121,70200,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-06-26
2018-06-26,2018-06-25,000080,하이트진로,exact_source_row,,KOSPI,2018-06-25,1,20050,19950,20000,19600,19800,176120,3488871600,1388645497800,70133611,-0.498753,-0.249377,-2.244389,-1.246883,0.251121,0.507614,-0.502513,-5.035971,-1.492537,426,1345,175,1752,1340,26050,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-06-26
2018-06-26,2018-06-25,000087,하이트진로2우B,exact_source_row,,KOSPI,2018-06-25,1,16950,16900,16900,16650,16900,3662,61298100,19099332200,1130138,-0.294985,-0.294985,-1.769912,-0.294985,0.324031,-0.588235,-0.588235,-2.873563,-3.703704,1887,1170,2022,1778,921,22000,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-06-26
2018-06-26,2018-06-25,000088,한화3우B,exact_source_row,,KOSPI,2018-06-25,1,15400,15300,15450,14950,15400,80095,1212355250,346068800000,22472000,-0.649351,0.324675,-2.922078,0,0.356421,0.983607,-2.222222,-6.94864,-7.507508,777,1099,482,1232,678,20000,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2018-06-26
