snapshot_date,previous_market_trade_date,code,name,name_resolution_status,name_candidates,market,prev_symbol_trade_date,days_since_prev_symbol_trade,prev_close,open,high,low,close,volume,amount,market_cap,listed_shares,open_gap_pct,high_return_pct,low_return_pct,close_return_pct,turnover_pct,return_3d_pct,return_5d_pct,return_10d_pct,return_20d_pct,amount_rank,turnover_rank,market_cap_rank,high_return_rank,close_return_rank,limit_up_price,upper_limit_touched,upper_limit_closed,upper_limit_released,one_price_upper_limit,upper_limit_label_status,upper_limit_touch_count_5d,upper_limit_close_count_5d,high_return_ge_10_count_5d,high_return_ge_20_count_5d,corporate_action_warning,new_listing_or_no_reference,data_quality_status,max_source_date
2023-03-14,2023-03-13,000020,동화약품,exact_source_row,,KOSPI,2023-03-13,1,8640,8620,8630,8260,8370,58984,497784640,233786403900,27931470,-0.231481,-0.115741,-4.398148,-3.125,0.211174,-6.896552,-8.021978,-7.920792,-11.240721,1531,2063,783,1551,898,11230,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-03-14
2023-03-14,2023-03-13,000040,KR모터스,exact_source_row,,KOSPI,2023-03-13,1,479,477,478,446,450,580218,265672409,43262309250,96138465,-0.417537,-0.208768,-6.889353,-6.05428,0.603523,-10.714286,-10.536779,-10.536779,-13.957935,1901,1194,2143,1689,2068,622,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-03-14
2023-03-14,2023-03-13,000050,경방,exact_source_row,,KOSPI,2023-03-13,1,11090,11050,11050,10650,10810,8164,88167330,296359068700,27415270,-0.360685,-0.360685,-3.967538,-2.524797,0.029779,-3.395889,-2.083333,-0.368664,-0.825688,2286,2469,635,1849,686,14410,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-03-14
2023-03-14,2023-03-13,000070,삼양홀딩스,exact_source_row,,KOSPI,2023-03-13,1,77900,77200,77400,73600,73600,13119,979900400,630330345600,8564271,-0.898588,-0.641849,-5.519897,-5.519897,0.153183,-8.343711,-10.787879,-6.002554,3.225806,1120,2226,336,2097,1937,101200,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-03-14
2023-03-14,2023-03-13,000075,삼양홀딩스우,exact_source_row,,KOSPI,2023-03-13,1,55000,54300,54900,54300,54700,33,1801500,16631972600,304058,-1.272727,-0.181818,-1.272727,-0.545455,0.010853,-1.971326,-3.185841,-0.545455,0.18315,2493,2490,2389,1655,238,71500,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-03-14
2023-03-14,2023-03-13,000080,하이트진로,exact_source_row,,KOSPI,2023-03-13,1,22750,22750,22850,22250,22250,240296,5377965850,1560472844750,70133611,0,0.43956,-2.197802,-2.197802,0.342626,-2.625821,-5.52017,-7.676349,-13.255361,439,1715,169,835,589,29550,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-03-14
2023-03-14,2023-03-13,000087,하이트진로2우B,exact_source_row,,KOSPI,2023-03-13,1,16040,16040,16040,15920,15960,508,8116510,18037002480,1130138,0,0,-0.74813,-0.498753,0.04495,-0.062617,-0.312305,-0.992556,-2.919708,2477,2449,2383,1127,236,20850,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-03-14
2023-03-14,2023-03-13,000088,한화3우B,exact_source_row,,KOSPI,2023-03-13,1,13930,13990,13990,13610,13610,37049,510353710,305843920000,22472000,0.430725,0.430725,-2.2972,-2.2972,0.164867,-2.855103,-2.785714,-5.486111,-5.878285,1513,2196,614,840,615,18100,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-03-14
2023-03-14,2023-03-13,000100,유한양행,exact_source_row,,KOSPI,2023-03-13,1,51000,50800,51100,49950,50100,210196,10580895700,3839596715700,76638657,-0.392157,0.196078,-2.058824,-1.764706,0.274269,-4.206501,-6.003752,-5.113636,-4.206501,285,1893,83,1021,456,66300,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-03-14
2023-03-14,2023-03-13,000104,CJ4우(전환),exact_source_row,,KOSPI,2023-03-13,1,79000,78500,78500,77000,78200,6742,524599300,330513238400,4226512,-0.632911,-0.632911,-2.531646,-1.012658,0.159517,0.25641,1.690507,6.684857,8.611111,1500,2203,563,2091,313,102700,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2023-03-14
