d,o,h,l,c,v,a,mc,s,m
2008-01-02,915.0,1040.0,915.0,955.0,2281694.0,2245004075.0,16986866725.0,17787295,KOSDAQ
2008-01-03,950.0,980.0,900.0,920.0,830624.0,775753845.0,16364311400.0,17787295,KOSDAQ
2008-01-04,925.0,930.0,905.0,910.0,520232.0,475042265.0,16186438450.0,17787295,KOSDAQ
2008-01-07,900.0,935.0,895.0,930.0,440062.0,402740505.0,16542184350.0,17787295,KOSDAQ
2008-01-08,935.0,935.0,900.0,905.0,379353.0,345029580.0,16097501975.0,17787295,KOSDAQ
2008-01-09,895.0,910.0,875.0,900.0,432047.0,385254735.0,16008565500.0,17787295,KOSDAQ
2008-01-10,910.0,925.0,870.0,870.0,309527.0,275666410.0,15474946650.0,17787295,KOSDAQ
2008-01-11,900.0,1000.0,900.0,1000.0,852856.0,842901875.0,17787295000.0,17787295,KOSDAQ
2008-01-14,1030.0,1065.0,910.0,910.0,1606042.0,1563528810.0,16186438450.0,17787295,KOSDAQ
2008-01-15,910.0,930.0,860.0,860.0,774269.0,681862335.0,15297073700.0,17787295,KOSDAQ
2008-01-16,860.0,870.0,825.0,825.0,400227.0,337372650.0,14674518375.0,17787295,KOSDAQ
2008-01-17,820.0,880.0,815.0,840.0,380290.0,318018370.0,14941327800.0,17787295,KOSDAQ
2008-01-18,865.0,910.0,840.0,885.0,330423.0,288879200.0,15741756075.0,17787295,KOSDAQ
2008-01-21,880.0,960.0,875.0,905.0,356443.0,327212700.0,16097501975.0,17787295,KOSDAQ
2008-01-22,885.0,910.0,855.0,870.0,363214.0,320778075.0,15474946650.0,17787295,KOSDAQ
2008-01-23,885.0,975.0,870.0,940.0,569688.0,529758670.0,16720057300.0,17787295,KOSDAQ
2008-01-24,950.0,1070.0,925.0,1060.0,603970.0,603609545.0,18854532700.0,17787295,KOSDAQ
2008-01-25,1025.0,1055.0,1000.0,1005.0,262751.0,267465590.0,17876231475.0,17787295,KOSDAQ
2008-01-28,975.0,1010.0,915.0,920.0,233560.0,222757535.0,16364311400.0,17787295,KOSDAQ
2008-01-29,960.0,960.0,900.0,925.0,138207.0,126630580.0,16453247875.0,17787295,KOSDAQ
2008-01-30,930.0,965.0,820.0,840.0,335074.0,291677365.0,14941327800.0,17787295,KOSDAQ
2008-01-31,820.0,965.0,815.0,900.0,395972.0,360490140.0,16008565500.0,17787295,KOSDAQ
2008-02-01,900.0,930.0,845.0,875.0,240045.0,208471860.0,15563883125.0,17787295,KOSDAQ
2008-02-04,860.0,935.0,860.0,905.0,163902.0,147207550.0,16097501975.0,17787295,KOSDAQ
2008-02-05,890.0,950.0,890.0,895.0,82943.0,74866805.0,15919629025.0,17787295,KOSDAQ
2008-02-11,920.0,935.0,845.0,920.0,129250.0,114540935.0,16364311400.0,17787295,KOSDAQ
2008-02-12,910.0,1000.0,900.0,955.0,279452.0,265069795.0,16986866725.0,17787295,KOSDAQ
2008-02-13,985.0,1040.0,935.0,1005.0,396407.0,389809180.0,17876231475.0,17787295,KOSDAQ
2008-02-14,1015.0,1040.0,960.0,1015.0,315728.0,314109275.0,18054104425.0,17787295,KOSDAQ
2008-02-15,1015.0,1035.0,980.0,1015.0,226197.0,227995805.0,18054104425.0,17787295,KOSDAQ
2008-02-18,1015.0,1020.0,960.0,970.0,195373.0,192186790.0,17253676150.0,17787295,KOSDAQ
2008-02-19,970.0,985.0,920.0,935.0,272741.0,259495495.0,16631120825.0,17787295,KOSDAQ
