snapshot_date,previous_market_trade_date,code,name,name_resolution_status,name_candidates,market,prev_symbol_trade_date,days_since_prev_symbol_trade,prev_close,open,high,low,close,volume,amount,market_cap,listed_shares,open_gap_pct,high_return_pct,low_return_pct,close_return_pct,turnover_pct,return_3d_pct,return_5d_pct,return_10d_pct,return_20d_pct,amount_rank,turnover_rank,market_cap_rank,high_return_rank,close_return_rank,limit_up_price,upper_limit_touched,upper_limit_closed,upper_limit_released,one_price_upper_limit,upper_limit_label_status,upper_limit_touch_count_5d,upper_limit_close_count_5d,high_return_ge_10_count_5d,high_return_ge_20_count_5d,corporate_action_warning,new_listing_or_no_reference,data_quality_status,max_source_date
2020-06-01,2020-05-29,000020,동화약품,exact_source_row,,KOSPI,2020-05-29,3,11550,11750,11900,11450,11600,1547269,18068719700,324005052000,27931470,1.731602,3.030303,-0.865801,0.4329,5.539519,2.654867,12.621359,8.411215,3.111111,192,217,487,948,1588,15000,false,false,false,false,verified_normal_day,0,0,2,1,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000040,KR모터스,exact_source_row,,KOSPI,2020-05-29,3,713,713,745,712,724,892323,647691711,66362577032,91661018,0,4.488079,-0.140252,1.542777,0.973503,-5.111402,-6.821107,-20.0883,-9.5,1345,1007,1567,531,1028,926,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000050,경방,exact_source_row,,KOSPI,2020-05-29,3,14000,14000,14150,13500,13550,183966,2524876550,371476908500,27415270,0,1.071429,-3.571429,-3.214286,0.671035,4.633205,11.522634,31.553398,35.5,798,1224,432,1847,2193,18200,false,false,false,false,verified_normal_day,0,0,1,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000060,메리츠화재,exact_source_row,,KOSPI,2020-05-29,3,14550,14550,14900,14550,14800,106298,1565191350,1682464000000,113680000,0,2.405498,0,1.718213,0.093506,-1.333333,-1.66113,-1.003344,6.859206,997,2056,123,1224,956,18900,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000070,삼양홀딩스,exact_source_row,,KOSPI,2020-05-29,3,57800,57700,59300,57200,58000,15706,912817900,496727718000,8564271,-0.17301,2.595156,-1.038062,0.346021,0.18339,-4.132231,3.942652,6.227106,16.232465,1203,1916,342,1136,1635,75100,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000075,삼양홀딩스우,exact_source_row,,KOSPI,2020-05-29,3,37100,36300,37400,36300,37100,133,4902300,11280551800,304058,-2.156334,0.808625,-2.156334,0,0.043742,-1.460823,-0.268817,2.770083,6,2194,2148,2132,1951,1746,48200,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000080,하이트진로,exact_source_row,,KOSPI,2020-05-29,3,36000,36000,38750,36000,38750,1407345,53210626800,2717677426250,70133611,0,7.638889,0,7.638889,2.006663,6.456044,6.456044,7.489598,19.414484,62,611,80,206,90,46800,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000087,하이트진로2우B,exact_source_row,,KOSPI,2020-05-29,3,17800,17800,18550,17800,18400,13285,242765750,20794539200,1130138,0,4.213483,0,3.370787,1.17552,3.661972,2.793296,5.142857,14.641745,1711,881,2087,594,455,23100,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000088,한화3우B,exact_source_row,,KOSPI,2020-05-29,3,11000,11050,11100,10800,10900,346008,3765923650,244944800000,22472000,0.454545,0.909091,-1.818182,-0.909091,1.539729,-2.242152,-1.357466,-0.456621,-4.385965,641,747,608,1915,2051,14300,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000100,유한양행,exact_source_row,,KOSPI,2020-05-29,3,51900,52300,53200,52200,52600,629148,33085480400,3516668206000,66856810,0.770713,2.504817,0.578035,1.348748,0.941038,1.937984,0.190476,-1.682243,11.558855,106,1027,64,1178,1110,67400,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000104,CJ4우(전환),exact_source_row,,KOSPI,2020-05-29,3,63400,63400,64000,62700,64000,6297,399560900,270496768000,4226512,0,0.946372,-1.104101,0.946372,0.148988,1.105845,1.105845,8.658744,11.498258,1553,1963,570,1902,1319,82400,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000105,유한양행우,exact_source_row,,KOSPI,2020-05-29,3,51900,52400,53200,52000,52700,6204,325341800,62235538000,1180940,0.963391,2.504817,0.192678,1.541426,0.525344,1.934236,0.764818,-6.890459,13.577586,1627,1373,1622,1179,1030,67400,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000120,CJ대한통운,exact_source_row,,KOSPI,2020-05-29,3,161000,159000,163500,158500,163500,51806,8399968500,3729818244000,22812344,-1.242236,1.552795,-1.552795,1.552795,0.227096,6.168831,2.507837,5.483871,10.472973,400,1832,57,1646,1025,209000,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000140,하이트진로홀딩스,exact_source_row,,KOSPI,2020-05-29,3,16300,16250,17800,16250,17100,266441,4561438750,396835681500,23206765,-0.306748,9.202454,-0.306748,4.907975,1.148118,4.587156,3.636364,5.230769,26.199262,584,898,400,131,231,21150,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000145,하이트진로홀딩스우,exact_source_row,,KOSPI,2020-05-29,3,13300,13300,14800,13300,14750,21054,301215850,6944447500,470810,0,11.278195,0,10.902256,4.471868,9.259259,8.058608,5.734767,12.59542,1654,266,2188,86,36,17250,false,false,false,false,verified_normal_day,0,0,1,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000150,두산,exact_source_row,,KOSPI,2020-05-29,3,37600,37650,38500,37650,37800,74928,2845115250,624600963000,16523835,0.132979,2.393617,0.132979,0.531915,0.453454,-3.571429,2.300406,7.234043,-6.319703,747,1457,280,1230,1534,48850,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000155,두산우,exact_source_row,,KOSPI,2020-05-29,3,28250,28300,28600,28150,28350,19824,561894850,113299697700,3996462,0.176991,1.238938,-0.353982,0.353982,0.496039,-0.351494,4.41989,6.378987,-5.183946,1404,1407,1117,1794,1626,36700,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000157,두산2우B,exact_source_row,,KOSPI,2020-05-29,3,42000,42300,44900,42000,42850,785,33901050,38266678300,893038,0.714286,6.904762,0,2.02381,0.087902,-5.824176,-7.351351,-19.906542,31.846154,2113,2068,1935,255,846,54600,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000180,성창기업지주,exact_source_row,,KOSPI,2020-05-29,3,1480,1490,1515,1490,1495,132543,198935455,104278642000,69751600,0.675676,2.364865,0.675676,1.013514,0.190021,-0.333333,-0.333333,0,-2.605863,1776,1901,1181,1243,1280,1920,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000210,대림산업,exact_source_row,,KOSPI,2020-05-29,3,92300,91500,94000,90500,92900,367400,33908800700,3232920000000,34800000,-0.866739,1.84182,-1.950163,0.650054,1.055747,7.398844,16.270338,14.975248,5.448354,100,951,68,1493,1485,119500,false,false,false,false,verified_normal_day,0,0,1,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000215,대림산업우,exact_source_row,,KOSPI,2020-05-29,3,39900,39900,40700,38700,40300,44866,1785776600,153140000000,3800000,0,2.005013,-3.007519,1.002506,1.180684,6.052632,12.412831,18.008785,14.164306,948,879,883,1417,1288,51800,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000220,유유제약,exact_source_row,,KOSPI,2020-05-29,3,11650,11800,11950,11650,11850,115446,1360643700,75467755950,6368587,1.287554,2.575107,0,1.716738,1.812741,-1.659751,-3.658537,-4.435484,7.239819,1050,663,1456,1146,957,15100,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000225,유유제약1우,exact_source_row,,KOSPI,2020-05-29,3,7920,7900,8100,7900,8060,2653,21349100,9135727900,1133465,-0.252525,2.272727,-0.252525,1.767677,0.234061,-1.707317,-3.008424,-2.421308,1.383648,2142,1821,2157,1286,932,10250,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000227,유유제약2우B,exact_source_row,,KOSPI,2020-05-29,3,20750,21700,21700,20850,21000,604,12734500,3445680000,164080,4.578313,4.578313,0.481928,1.204819,0.368113,1.204819,-4.328018,3.448276,11.405836,2165,1589,2221,510,1170,26950,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000230,일동홀딩스,exact_source_row,,KOSPI,2020-05-29,3,8950,8950,9000,8860,8880,22949,204508630,102478752000,11540400,0,0.558659,-1.005587,-0.782123,0.198858,-0.671141,-0.892857,2.65896,6.602641,1767,1877,1205,2023,2031,11600,false,false,false,false,verified_normal_day,0,0,1,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000240,한국테크놀로지그룹,exact_source_row,,KOSPI,2020-05-29,3,10100,10050,10450,10050,10400,48463,498697250,967409799200,93020173,-0.49505,3.465347,-0.49505,2.970297,0.052099,-0.952381,3.482587,6.448311,2.970297,1459,2133,191,799,553,13100,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000250,삼천당제약,exact_source_row,,KOSDAQ,2020-05-29,3,41550,41750,42600,41300,42000,253095,10574447650,928444146000,22105813,0.481348,2.527076,-0.601685,1.083032,1.144925,-3.114187,5.527638,13.055182,36.585366,321,902,207,1167,1244,54000,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000270,기아차,exact_source_row,,KOSPI,2020-05-29,3,34250,33900,35150,33800,34600,2524579,87109354050,14025571806200,405363347,-1.021898,2.627737,-1.313869,1.021898,0.622794,8.29421,13.815789,17.887564,16.694772,40,1265,22,1124,1274,44500,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000279,아모레G3우(전환),exact_source_row,,KOSPI,2020-05-29,3,34500,34600,34600,34000,34600,5897,203402600,245390120000,7092200,0.289855,0.289855,-1.449275,0.289855,0.083148,0.581395,0.874636,-0.574713,-10.246433,1769,2081,607,2101,1664,44850,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000300,대유플러스,exact_source_row,,KOSPI,2020-05-29,3,655,660,678,656,663,812214,541729892,73244458248,110474296,0.763359,3.51145,0.152672,1.221374,0.735206,0.151057,-0.150602,0.60698,2,1420,1165,1481,778,1166,851,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000320,노루홀딩스,exact_source_row,,KOSPI,2020-05-29,3,9750,9690,9790,9650,9780,5262,51136940,129987456780,13291151,-0.615385,0.410256,-1.025641,0.307692,0.03959,0.102354,0.720906,1.242236,4.375667,2067,2153,1004,2078,1657,12650,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000325,노루홀딩스우,exact_source_row,,KOSPI,2020-05-29,3,17850,18350,18350,18100,18100,264,4808150,3353025000,185250,2.80112,2.80112,1.40056,1.40056,0.14251,0.277008,1.40056,6.158358,0.835655,2195,1972,2223,1048,1083,23200,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000370,한화손해보험,exact_source_row,,KOSPI,2020-05-29,3,2305,2350,2370,2285,2300,542554,1256282690,268499504500,116738915,1.952278,2.819957,-0.867679,-0.21692,0.464758,-5.93047,-4.761905,-10.331384,5.022831,1079,1444,572,1042,1893,2995,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000390,삼화페인트,exact_source_row,,KOSPI,2020-05-29,3,4920,4930,5000,4930,4965,22972,113968095,131268398715,26438751,0.203252,1.626016,0.203252,0.914634,0.086888,-0.7,0.100806,1.846154,-1.683168,1932,2070,998,1610,1333,6390,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000400,롯데손해보험,exact_source_row,,KOSPI,2020-05-29,3,1665,1665,1700,1665,1685,272976,460387925,522916699200,310336320,0,2.102102,0,1.201201,0.087961,-1.461988,-0.295858,-4.80226,3.374233,1498,2067,325,1372,1174,2160,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000430,대원강업,exact_source_row,,KOSPI,2020-05-29,3,3065,3025,3090,3025,3080,25870,79524780,190960000000,62000000,-1.305057,0.815661,-1.305057,0.489396,0.041726,-1.123596,-1.754386,6.759099,6.206897,1998,2152,747,1949,1556,3980,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000440,중앙에너비스,exact_source_row,,KOSDAQ,2020-05-29,3,8850,8860,9030,8850,8940,17148,152460970,55670542200,6227130,0.112994,2.033898,0,1.016949,0.275376,-2.401747,0.3367,-0.111732,-5.696203,1863,1746,1708,1403,1276,11500,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000480,조선내화,exact_source_row,,KOSPI,2020-05-29,3,74200,74200,74800,74200,74800,789,58880500,299200000000,4000000,0,0.808625,0,0.808625,0.019725,-0.133511,0.944669,0.537634,-0.399467,2045,2186,517,1952,1381,96400,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000490,대동공업,exact_source_row,,KOSPI,2020-05-29,3,5200,5300,5310,5130,5160,197749,1027849510,122437563600,23728210,1.923077,2.115385,-1.346154,-0.769231,0.833392,4.453441,2.994012,9.904153,14.159292,1156,1101,1048,1364,2028,6760,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000499,롯데지주우,exact_source_row,,KOSPI,2020-05-29,3,59000,58900,60000,58500,59700,6378,377382900,58961093100,987623,-0.169492,1.694915,-0.847458,1.186441,0.645793,-1.322314,-0.830565,-2.45098,-18.442623,1580,1240,1664,1564,1183,76700,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000500,가온전선,exact_source_row,,KOSPI,2020-05-29,3,17300,17150,17800,17050,17150,2843,49084400,71349951050,4160347,-0.867052,2.890173,-1.445087,-0.867052,0.068336,-0.867052,1.47929,4.573171,10.645161,2069,2104,1509,1003,2043,22450,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000520,삼일제약,exact_source_row,,KOSPI,2020-05-29,3,18750,18550,18950,18500,18850,31758,595977650,122525000000,6500000,-1.066667,1.066667,-1.333333,0.533333,0.488585,0,0.533333,-0.527704,5.602241,1380,1413,1046,1852,1532,24350,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
2020-06-01,2020-05-29,000540,흥국화재,exact_source_row,,KOSPI,2020-05-29,3,2415,2415,2440,2405,2425,55751,134811285,155788414125,64242645,0,1.035197,-0.414079,0.414079,0.086782,-2.610442,-3.193613,0.206612,-2.020202,1893,2072,868,1861,1602,3135,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2020-06-01
