d,o,h,l,c,v,a,mc,s,m,rs
2026-01-02,2965.0,2970.0,2905.0,2935.0,1649259.0,4821018415.0,1992168090120.0,678762552,KOSPI,tradable_ohlcv
2026-01-05,2940.0,3000.0,2940.0,2995.0,1696904.0,5055316583.0,2032893843240.0,678762552,KOSPI,tradable_ohlcv
2026-01-06,3090.0,3160.0,2970.0,2980.0,3237413.0,9787327133.0,2022712404960.0,678762552,KOSPI,tradable_ohlcv
2026-01-07,3025.0,3040.0,2875.0,2895.0,3440688.0,10059900372.0,1965017588040.0,678762552,KOSPI,tradable_ohlcv
2026-01-08,2850.0,2935.0,2790.0,2800.0,25831586.0,73499761813.0,1900535145600.0,678762552,KOSPI,tradable_ohlcv
2026-01-09,2840.0,2840.0,2755.0,2815.0,5818401.0,16286629003.0,1910716583880.0,678762552,KOSPI,tradable_ohlcv
2026-01-12,2830.0,2850.0,2770.0,2845.0,13060940.0,36198390954.0,2919716960440.0,1026262552,KOSPI,tradable_ohlcv
2026-01-13,3030.0,3035.0,2915.0,3000.0,15413447.0,45737679211.0,3078787656000.0,1026262552,KOSPI,tradable_ohlcv
2026-01-14,3005.0,3130.0,2970.0,3080.0,9931268.0,30499745026.0,3160888660160.0,1026262552,KOSPI,tradable_ohlcv
2026-01-15,3075.0,3225.0,3025.0,3210.0,7872409.0,24784394254.0,3294302791920.0,1026262552,KOSPI,tradable_ohlcv
2026-01-16,3200.0,3200.0,3100.0,3130.0,17132580.0,52876904227.0,3212201787760.0,1026262552,KOSPI,tradable_ohlcv
2026-01-19,3175.0,3195.0,3105.0,3180.0,7276373.0,22945636905.0,3263514915360.0,1026262552,KOSPI,tradable_ohlcv
2026-01-20,3315.0,3315.0,3150.0,3230.0,12538993.0,40398950911.0,3314828042960.0,1026262552,KOSPI,tradable_ohlcv
2026-01-21,3150.0,3300.0,3130.0,3250.0,10948531.0,35208663006.0,3335353294000.0,1026262552,KOSPI,tradable_ohlcv
2026-01-22,3330.0,3735.0,3280.0,3400.0,48164984.0,162446470161.0,3489292676800.0,1026262552,KOSPI,tradable_ohlcv
2026-01-23,3430.0,3445.0,3305.0,3390.0,9713636.0,32912880080.0,3479030051280.0,1026262552,KOSPI,tradable_ohlcv
2026-01-26,3340.0,3345.0,3267.0,3305.0,6843699.0,22577616670.0,3391797734360.0,1026262552,KOSPI,tradable_ohlcv
2026-01-27,3215.0,3275.0,3190.0,3270.0,5183015.0,16775561781.0,3355878545040.0,1026262552,KOSPI,tradable_ohlcv
2026-01-28,3320.0,3455.0,3300.0,3395.0,11836721.0,40247985893.0,3484161364040.0,1026262552,KOSPI,tradable_ohlcv
2026-01-29,3405.0,3410.0,3300.0,3330.0,13277975.0,43431488536.0,3417454298160.0,1026262552,KOSPI,tradable_ohlcv
2026-01-30,3350.0,3355.0,3250.0,3275.0,8932826.0,29365673960.0,3361009857800.0,1026262552,KOSPI,tradable_ohlcv
2026-02-02,3235.0,3325.0,3180.0,3200.0,6772438.0,22046567433.0,3284040166400.0,1026262552,KOSPI,tradable_ohlcv
2026-02-03,3300.0,3430.0,3240.0,3390.0,11829500.0,39474964368.0,3479030051280.0,1026262552,KOSPI,tradable_ohlcv
2026-02-04,3520.0,3900.0,3450.0,3725.0,45099269.0,167869320576.0,3822828006200.0,1026262552,KOSPI,tradable_ohlcv
2026-02-05,4350.0,4450.0,3885.0,4030.0,42946721.0,174394854944.0,4135838084560.0,1026262552,KOSPI,tradable_ohlcv
2026-02-06,3810.0,3925.0,3670.0,3760.0,14546653.0,54834640004.0,3858747195520.0,1026262552,KOSPI,tradable_ohlcv
2026-02-09,3900.0,3915.0,3820.0,3875.0,9748313.0,37554605425.0,3976767389000.0,1026262552,KOSPI,tradable_ohlcv
2026-02-10,4100.0,4765.0,3980.0,4570.0,124964899.0,557491859544.0,4690019862640.0,1026262552,KOSPI,tradable_ohlcv
2026-02-11,4855.0,4870.0,4455.0,4695.0,48147508.0,223433900769.0,4818302681640.0,1026262552,KOSPI,tradable_ohlcv
2026-02-12,4605.0,4730.0,4350.0,4390.0,39915839.0,177749468351.0,4505292603280.0,1026262552,KOSPI,tradable_ohlcv
2026-02-13,4350.0,4820.0,4310.0,4460.0,77340600.0,358786764749.0,4577130981920.0,1026262552,KOSPI,tradable_ohlcv
2026-02-19,4500.0,5700.0,4435.0,5270.0,163464161.0,852873662273.0,5408403649040.0,1026262552,KOSPI,tradable_ohlcv
2026-02-20,5330.0,5330.0,4945.0,4945.0,45189429.0,227614801710.0,5074868319640.0,1026262552,KOSPI,tradable_ohlcv
