code,name,date,prev_trading_date,prev_close,close,prev_stocks,stocks,price_ratio,stocks_ratio,market,reason
014200,광림특장차,1997-12-05,1997-11-06,7350,3370,422160,1210000,0.45850340136054424,2.8662118628008337,KOSDAQ,stocks_change_ge_20pct;price_ratio_le_0.6
014285,금강공업(1우),1997-12-04,1997-11-26,1560,900,589875,589875,0.5769230769230769,1,KOSPI,price_ratio_le_0.6
014380,대동,1997-06-25,1997-05-20,17100,112000,1100000,1100000,6.549707602339181,1,KOSDAQ,price_ratio_ge_1.8
014380,대동,1997-07-23,1997-06-30,102000,32200,1100000,1100000,0.3156862745098039,1,KOSDAQ,price_ratio_le_0.6
014390,대구종금,1997-03-29,1997-03-28,24300,25800,2400000,6000000,1.0617283950617284,2.5,KOSPI,stocks_change_ge_20pct
014430,한길종금,1997-11-18,1997-11-17,5410,5670,4968000,7000000,1.0480591497227356,1.4090177133655395,KOSPI,stocks_change_ge_20pct
014430,한길종금,1997-12-04,1997-11-24,5440,2600,7000000,7000000,0.47794117647058826,1,KOSPI,price_ratio_le_0.6
014440,영보화학,1997-08-28,1997-08-25,81000,41900,677628,968040,0.5172839506172839,1.4285714285714286,KOSPI,stocks_change_ge_20pct;price_ratio_le_0.6
014450,삼양종금,1997-12-16,1997-12-15,3760,2040,6050840,6050840,0.5425531914893617,1,KOSPI,price_ratio_le_0.6
014470,부방테크론,1997-12-06,1997-08-29,9800,49700,940000,940000,5.071428571428571,1,KOSDAQ,price_ratio_ge_1.8
014490,쌍용종금,1997-03-29,1997-03-28,5650,5700,2000000,6000000,1.008849557522124,3,KOSPI,stocks_change_ge_20pct
014490,쌍용종금,1997-12-16,1997-12-01,1820,700,6000000,6000000,0.38461538461538464,1,KOSPI,price_ratio_le_0.6
014580,백광소재,1997-01-03,1996-12-27,16500,16600,1370200,1803076,1.006060606060606,1.3159217632462414,KOSPI,stocks_change_ge_20pct
014590,나자인,1997-01-16,1996-12-27,29800,16400,400000,400000,0.5503355704697986,1,KOSDAQ,price_ratio_le_0.6
014590,나자인,1997-06-25,1997-06-17,32000,18100,500000,500000,0.565625,1,KOSDAQ,price_ratio_le_0.6
014590,나자인,1997-09-13,1997-09-11,13500,12500,500000,840000,0.9259259259259259,1.68,KOSDAQ,stocks_change_ge_20pct
014660,녹십자의료공업,1997-11-04,1997-10-15,5000,2980,590000,590000,0.596,1,KOSDAQ,price_ratio_le_0.6
014680,한솔화학,1997-01-03,1996-12-27,21000,20700,3069757,4334757,0.9857142857142858,1.4120847350458032,KOSPI,stocks_change_ge_20pct
014680,한솔화학,1997-07-22,1997-07-21,19700,18200,4334757,5851921,0.9238578680203046,1.349999780841233,KOSPI,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
014790,한라건설,1997-11-03,1997-11-01,22700,21400,3432000,5353920,0.9427312775330396,1.56,KOSPI,stocks_change_ge_20pct
014790,한라건설,1997-12-27,1997-12-02,18900,4760,5353920,5353920,0.2518518518518518,1,KOSPI,price_ratio_le_0.6
014970,삼륭물산,1997-01-27,1996-12-26,6000,19700,980000,980000,3.283333333333333,1,KOSDAQ,price_ratio_ge_1.8
014970,삼륭물산,1997-05-27,1997-05-09,25300,12300,1012500,1012500,0.48616600790513836,1,KOSDAQ,price_ratio_le_0.6
014980,항도종금,1997-03-29,1997-03-28,35000,35500,3000000,4000000,1.0142857142857142,1.3333333333333333,KOSPI,stocks_change_ge_20pct
014990,나    산,1997-01-03,1996-12-27,19900,19000,3460000,4460000,0.9547738693467337,1.2890173410404624,KOSPI,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
014990,나    산,1997-02-06,1997-02-05,15600,15600,4460000,5460000,1,1.2242152466367713,KOSPI,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
015060,미주실업,1997-05-20,1997-04-25,14400,32800,1820000,1820000,2.2777777777777777,1,KOSDAQ,price_ratio_ge_1.8
015080,청솔종금,1997-03-29,1997-03-28,5050,5450,3000000,4000000,1.0792079207920793,1.3333333333333333,KOSPI,stocks_change_ge_20pct
015360,극동가스,1997-01-03,1996-12-27,40800,35900,4200000,6000000,0.8799019607843137,1.4285714285714286,KOSPI,stocks_change_ge_20pct
015540,핵심텔레텍,1997-07-30,1997-07-29,11700,11900,5759988,7259988,1.017094017094017,1.2604172092025192,KOSPI,stocks_change_ge_20pct
015540,핵심텔레텍,1997-12-06,1997-11-28,3570,2020,7629001,7707654,0.5658263305322129,1.0103097378018433,KOSPI,price_ratio_le_0.6
015590,대경기계,1997-06-14,1997-06-13,81000,83000,759007,1000000,1.0246913580246915,1.317510905696522,KOSPI,stocks_change_ge_20pct
015620,울산종금,1997-09-13,1997-09-12,8000,7600,2800000,4200000,0.95,1.5,KOSPI,stocks_change_ge_20pct
015650,경수종금,1997-09-18,1997-09-13,7200,7140,4004000,6006000,0.9916666666666667,1.5,KOSPI,stocks_change_ge_20pct
015670,지원산업,1997-01-21,1997-01-20,32900,33000,2100000,2531219,1.0030395136778116,1.2053423809523809,KOSPI,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
015670,신원인더스,1997-06-25,1997-06-24,25600,26600,2919239,4374354,1.0390625,1.498456960872337,KOSPI,stocks_change_ge_20pct
015880,태화쇼핑,1997-01-25,1997-01-24,7090,7160,3432000,4907760,1.0098730606488011,1.43,KOSPI,stocks_change_ge_20pct
015890,태경산업,1997-06-28,1997-06-27,25500,25900,920000,1288000,1.0156862745098039,1.4,KOSPI,stocks_change_ge_20pct
015890,태경산업,1997-08-25,1997-08-23,27400,29500,1288000,1545600,1.0766423357664234,1.2,KOSPI,stocks_change_ge_20pct
015910,유산실업,1997-12-27,1997-12-02,7260,2700,200000,200000,0.371900826446281,1,KOSDAQ,price_ratio_le_0.6
015980,금    경,1997-09-26,1997-09-25,8400,8000,6576932,9000000,0.9523809523809523,1.3684191960628451,KOSPI,stocks_change_ge_20pct
015980,금    경,1997-12-09,1997-11-25,2650,1080,9000000,9000000,0.4075471698113208,1,KOSPI,price_ratio_le_0.6
016040,호신섬유,1997-12-12,1997-11-27,92000,35500,200000,200000,0.3858695652173913,1,KOSDAQ,price_ratio_le_0.6
016040,호신섬유,1997-12-23,1997-12-12,35500,20600,200000,200000,0.5802816901408451,1,KOSDAQ,price_ratio_le_0.6
016160,대륭정밀,1997-01-03,1996-12-27,21800,21800,2510794,3715417,1,1.4797777117517408,KOSPI,stocks_change_ge_20pct
016360,삼성증권,1997-03-29,1997-03-28,12000,12800,12000000,14400000,1.0666666666666667,1.2,KOSPI,stocks_change_ge_20pct
016390,나라종금,1997-03-29,1997-03-28,9890,9400,8320000,10320000,0.9504550050556118,1.2403846153846154,KOSPI,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
016450,한세실업,1997-01-03,1996-12-27,30400,30400,220000,621460,1,2.824818181818182,KOSDAQ,stocks_change_ge_20pct
016500,삼삼종금,1997-03-29,1997-03-28,8300,8560,8000000,10000000,1.0313253012048194,1.25,KOSPI,stocks_change_ge_20pct
016500,삼삼종금,1997-12-24,1997-11-29,2790,630,10000000,10000000,0.22580645161290322,1,KOSPI,price_ratio_le_0.6
016510,주 리 원,1997-01-03,1996-12-27,11100,11400,1508000,2195648,1.027027027027027,1.456,KOSPI,stocks_change_ge_20pct
016510,주 리 원,1997-07-14,1997-07-12,11900,11500,2195648,3000000,0.9663865546218487,1.3663392310607165,KOSPI,stocks_change_ge_20pct
016580,환인제약,1997-01-03,1996-12-27,24000,24000,780000,1300000,1,1.6666666666666667,KOSPI,stocks_change_ge_20pct
016590,신대양제지,1997-04-16,1997-04-15,35200,35400,2060000,2667065,1.0056818181818181,1.2946917475728155,KOSPI,stocks_change_ge_20pct
016610,동부증권,1997-03-29,1997-03-28,4300,4640,12000000,14400000,1.0790697674418606,1.2,KOSPI,stocks_change_ge_20pct
016620,우풍상호신용금고,1997-04-21,1997-03-12,20300,11600,1000000,1000000,0.5714285714285714,1,KOSDAQ,price_ratio_le_0.6
016640,신    화,1997-01-03,1996-12-27,14700,15500,2800000,3900000,1.054421768707483,1.3928571428571428,KOSPI,stocks_change_ge_20pct
016670,삼미정보,1997-07-22,1997-07-19,8640,9000,133600,267200,1.0416666666666667,2,KOSDAQ,stocks_change_ge_20pct
016680,태흥피혁,1997-01-03,1996-12-27,7800,7800,3705895,5107773,1,1.3782832487158971,KOSPI,stocks_change_ge_20pct
016690,신세계종금,1997-02-22,1997-02-21,8500,7820,3000000,5000000,0.92,1.6666666666666667,KOSPI,stocks_change_ge_20pct
016690,신세계종금,1997-03-29,1997-03-28,6790,6700,5000000,6090000,0.9867452135493373,1.218,KOSPI,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
016690,신세계종금,1997-04-22,1997-04-21,6800,6500,6090000,8090000,0.9558823529411765,1.3284072249589491,KOSPI,stocks_change_ge_20pct
016690,신세계종금,1997-12-17,1997-12-05,1830,830,8090000,8090000,0.453551912568306,1,KOSPI,price_ratio_le_0.6
016830,한미은행,1997-01-03,1996-12-27,10200,10300,34200000,43000000,1.0098039215686274,1.2573099415204678,KOSPI,stocks_change_ge_20pct
016970,산내들인슈,1997-09-11,1997-09-10,17600,18200,3684932,5493834,1.0340909090909092,1.4908915551223199,KOSPI,stocks_change_ge_20pct
017090,풍연,1997-01-10,1996-12-27,23300,31500,204003,400003,1.351931330472103,1.960770184752185,KOSDAQ,stocks_change_ge_20pct
017090,풍연,1997-05-08,1997-04-19,40200,21700,400003,800006,0.5398009950248757,2,KOSDAQ,stocks_change_ge_20pct;price_ratio_le_0.6;price_inverse_to_stocks_ratio
017110,고려종금,1997-03-29,1997-03-28,5400,5290,4200000,6200000,0.9796296296296296,1.4761904761904763,KOSPI,stocks_change_ge_20pct
017110,고려종금,1997-12-09,1997-11-29,2210,1270,6200000,6200000,0.5746606334841629,1,KOSPI,price_ratio_le_0.6
017120,바 로 크,1997-01-03,1996-12-27,5410,5400,2959190,4108390,0.9981515711645101,1.3883495145631068,KOSPI,stocks_change_ge_20pct
017120,바 로 크,1997-11-07,1997-10-30,7800,4380,4267163,4267163,0.5615384615384615,1,KOSPI,price_ratio_le_0.6
017160,코스프,1997-07-22,1997-06-25,24600,24600,483994,611429,1,1.263298718579156,KOSDAQ,stocks_change_ge_20pct
017160,코스프,1997-09-06,1997-08-14,13700,32100,611429,611429,2.343065693430657,1,KOSDAQ,price_ratio_ge_1.8
017170,닉소텔레콤,1997-09-24,1997-09-23,47000,45200,1600000,1920000,0.9617021276595744,1.2,KOSPI,stocks_change_ge_20pct
017210,코닉스,1997-01-07,1996-12-10,63800,64000,60000,80000,1.0031347962382444,1.3333333333333333,KOSDAQ,stocks_change_ge_20pct
017210,코닉스,1997-05-23,1997-05-15,58500,27000,80000,160000,0.46153846153846156,2,KOSDAQ,stocks_change_ge_20pct;price_ratio_le_0.6;price_inverse_to_stocks_ratio
017300,코데이터,1997-01-03,1996-12-27,25000,25000,1800000,2790000,1,1.55,KOSPI,stocks_change_ge_20pct
017320,태일정밀,1997-07-22,1997-07-21,11700,10800,9646408,13477162,0.9230769230769231,1.3971171445371169,KOSPI,stocks_change_ge_20pct
017510,세명전기,1997-11-26,1997-10-29,36200,86000,138600,138600,2.3756906077348066,1,KOSDAQ,price_ratio_ge_1.8
017550,수산중공업,1997-01-03,1996-12-27,12100,12000,3792913,4992913,0.9917355371900827,1.3163795214917928,KOSPI,stocks_change_ge_20pct
017550,수산중공업,1997-07-28,1997-07-26,12500,13000,5200080,6400080,1.04,1.2307656805279918,KOSPI,stocks_change_ge_20pct
017550,수산중공업,1997-12-10,1997-11-28,3290,1470,6400080,6400080,0.44680851063829785,1,KOSPI,price_ratio_le_0.6
017555,수산중공업(1우),1997-12-17,1997-11-17,3700,580,153194,153194,0.15675675675675677,1,KOSPI,price_ratio_le_0.6
017650,대림제지,1997-12-27,1997-12-11,23000,8840,900000,900000,0.3843478260869565,1,KOSDAQ,price_ratio_le_0.6
017680,네티션닷컴,1997-02-21,1997-02-12,52600,27500,600000,600000,0.5228136882129277,1,KOSDAQ,price_ratio_le_0.6
017800,현대엘리베이,1997-01-03,1996-12-27,32400,32400,2000000,2860000,1,1.43,KOSPI,stocks_change_ge_20pct
017801,현대엘리베이(1신),1997-10-10,1996-12-27,32000,53600,860000,82044,1.675,0.0954,KOSPI,stocks_change_ge_20pct
017900,광 전 자,1997-01-03,1996-12-27,47900,48500,900000,1400000,1.0125260960334028,1.5555555555555556,KOSPI,stocks_change_ge_20pct
018120,진로발효,1997-01-06,1996-12-05,26000,26400,900000,1160000,1.0153846153846153,1.288888888888889,KOSDAQ,stocks_change_ge_20pct
018180,텔슨정보통신,1997-04-25,1997-03-11,26400,41500,100000,200000,1.571969696969697,2,KOSDAQ,stocks_change_ge_20pct
018180,텔슨정보통신,1997-06-11,1997-05-29,40500,40500,200000,300000,1,1.5,KOSDAQ,stocks_change_ge_20pct
018310,삼목정공,1997-01-18,1997-01-14,10200,11000,600000,800000,1.0784313725490196,1.3333333333333333,KOSDAQ,stocks_change_ge_20pct
018360,메 디 슨,1997-01-03,1996-12-27,80000,81000,1779365,2384820,1.0125,1.3402646449716613,KOSPI,stocks_change_ge_20pct
018410,현대금속,1997-01-03,1996-12-27,6900,7100,3703168,5003168,1.0289855072463767,1.3510507759842383,KOSPI,stocks_change_ge_20pct
018410,현대금속,1997-07-31,1997-07-30,13000,14000,5254235,6357089,1.0769230769230769,1.2098981107620805,KOSPI,stocks_change_ge_20pct
018410,현대금속,1997-12-05,1997-11-22,7180,2900,6549250,6585058,0.403899721448468,1.0054674962781998,KOSPI,price_ratio_le_0.6
018415,현대금속(1우),1997-12-26,1997-11-19,5310,490,364878,364878,0.09227871939736347,1,KOSPI,price_ratio_le_0.6
018570,선진금속,1997-01-03,1996-12-27,11400,11000,2200000,3200000,0.9649122807017544,1.4545454545454546,KOSPI,stocks_change_ge_20pct
018570,선진금속,1997-09-20,1997-09-19,28600,30300,3200000,4800000,1.0594405594405594,1.5,KOSPI,stocks_change_ge_20pct
018590,KNC,1997-10-28,1997-10-27,41800,27600,1104079,1600000,0.6602870813397129,1.449171662535018,KOSPI,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
019010,그랜드백화점,1997-01-20,1996-12-27,38700,45000,1000000,1600000,1.1627906976744187,1.6,KOSDAQ,stocks_change_ge_20pct
019010,그랜드백화점,1997-03-21,1997-03-08,27400,54100,1600000,1600000,1.9744525547445255,1,KOSDAQ,price_ratio_ge_1.8
019010,그랜드백화점,1997-06-28,1997-05-12,37800,20400,1600000,3200000,0.5396825396825397,2,KOSDAQ,stocks_change_ge_20pct;price_ratio_le_0.6;price_inverse_to_stocks_ratio
019010,그랜드백화점,1997-08-23,1997-08-14,27400,15600,3200000,3200000,0.5693430656934306,1,KOSDAQ,price_ratio_le_0.6
019170,신풍제약,1997-12-06,1997-12-05,10300,10300,1850000,2471000,1,1.3356756756756756,KOSPI,stocks_change_ge_20pct
019180,동해전장,1997-01-03,1996-12-27,27600,26600,700000,1000000,0.9637681159420289,1.4285714285714286,KOSPI,stocks_change_ge_20pct
019300,동일제지,1997-01-03,1996-12-27,20300,21200,1490000,2235000,1.0443349753694582,1.5,KOSPI,stocks_change_ge_20pct
019490,하이트론씨스템즈,1997-01-03,1996-12-27,34000,36300,853300,1188300,1.0676470588235294,1.3925934606820578,KOSDAQ,stocks_change_ge_20pct
019570,대신개발금융,1997-07-12,1997-07-11,3700,3700,2000000,4000000,1,2,KOSDAQ,stocks_change_ge_20pct
019640,희훈,1997-02-18,1996-12-06,28300,26800,120000,225000,0.9469964664310954,1.875,KOSDAQ,stocks_change_ge_20pct
019640,희훈,1997-12-16,1997-11-27,31800,63000,225000,225000,1.9811320754716981,1,KOSDAQ,price_ratio_ge_1.8
019930,기라정보통신,1997-09-09,1997-08-09,204000,148500,501030,731030,0.7279411764705882,1.4590543480430314,KOSDAQ,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
020000,한    섬,1997-01-03,1996-12-27,38700,35000,1000000,1440000,0.9043927648578811,1.44,KOSPI,stocks_change_ge_20pct
020120,엘렉스컴,1997-01-03,1996-12-27,30900,30600,1260000,1800000,0.9902912621359223,1.4285714285714286,KOSPI,stocks_change_ge_20pct
020120,엘렉스컴,1997-08-30,1997-08-29,22000,21200,1800000,2640000,0.9636363636363636,1.4666666666666666,KOSPI,stocks_change_ge_20pct
020400,대동금속,1997-04-22,1997-04-12,13800,7200,240000,480000,0.5217391304347826,2,KOSDAQ,stocks_change_ge_20pct;price_ratio_le_0.6;price_inverse_to_stocks_ratio
020490,아이씨켐,1997-10-15,1997-09-27,7800,7800,800000,1200000,1,1.5,KOSDAQ,stocks_change_ge_20pct
020880,동마산업,1997-01-08,1996-12-24,7410,7850,400000,600000,1.059379217273954,1.5,KOSDAQ,stocks_change_ge_20pct
020880,동마산업,1997-11-22,1997-11-07,9800,3920,600000,600000,0.4,1,KOSDAQ,price_ratio_le_0.6
021040,테크원,1997-12-04,1997-11-12,4700,2190,800000,800000,0.46595744680851064,1,KOSDAQ,price_ratio_le_0.6
021050,서    원,1997-09-25,1997-09-24,20600,20600,1656000,2666160,1,1.61,KOSPI,stocks_change_ge_20pct
021060,한림창투,1997-02-28,1997-01-27,9460,10200,2600000,4100000,1.0782241014799154,1.5769230769230769,KOSDAQ,stocks_change_ge_20pct
021220,삼화정밀,1997-01-08,1996-11-12,16400,15100,1388715,1888715,0.9207317073170732,1.360045077643721,KOSDAQ,stocks_change_ge_20pct
021240,웅진코웨이,1997-01-09,1997-01-08,40000,38500,784000,1013000,0.9625,1.2920918367346939,KOSDAQ,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
021240,웅진코웨이,1997-03-21,1997-03-19,27000,27000,1013000,1316900,1,1.3,KOSDAQ,stocks_change_ge_20pct
021570,알루코,1997-12-06,1997-11-19,7630,2230,400000,400000,0.29226736566186107,1,KOSDAQ,price_ratio_le_0.6
022610,한일,1997-12-27,1997-12-15,26800,12900,576160,576160,0.48134328358208955,1,KOSDAQ,price_ratio_le_0.6
023150,무학주정,1997-01-03,1996-12-24,19400,17700,600000,860000,0.9123711340206185,1.4333333333333333,KOSPI,stocks_change_ge_20pct
023410,유진기업,1997-09-13,1997-09-12,81600,81600,803800,1000000,1,1.244090569793481,KOSDAQ,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
023420,유진종합개발,1997-01-16,1996-11-27,17000,20500,227900,607900,1.2058823529411764,2.6673979815708644,KOSDAQ,stocks_change_ge_20pct
023420,유진종합개발,1997-06-18,1997-05-31,30600,70200,607900,607900,2.2941176470588234,1,KOSDAQ,price_ratio_ge_1.8
023440,제일제강,1997-01-22,1996-12-27,38500,40000,720000,1000000,1.0389610389610389,1.3888888888888888,KOSDAQ,stocks_change_ge_20pct
023450,동남합성,1997-01-03,1996-12-23,21400,16900,620000,900000,0.7897196261682243,1.4516129032258065,KOSPI,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
023590,다우기술,1997-08-27,1997-08-26,84000,77700,1119660,1599660,0.925,1.4287015701195005,KOSPI,stocks_change_ge_20pct
023600,삼보판지,1997-12-19,1997-12-06,11900,5270,1400000,1400000,0.44285714285714284,1,KOSDAQ,price_ratio_le_0.6
023790,동일철강,1997-01-31,1997-01-10,60600,162000,90000,90000,2.6732673267326734,1,KOSDAQ,price_ratio_ge_1.8
023790,동일철강,1997-02-14,1997-02-01,149500,71400,90000,90000,0.47759197324414715,1,KOSDAQ,price_ratio_le_0.6
023790,동일철강,1997-04-02,1997-03-24,147500,79200,90000,90000,0.5369491525423729,1,KOSDAQ,price_ratio_le_0.6
023790,동일철강,1997-05-20,1997-04-29,133500,69100,90000,90000,0.5176029962546816,1,KOSDAQ,price_ratio_le_0.6
023790,동일철강,1997-12-02,1997-11-19,56000,109000,90000,90000,1.9464285714285714,1,KOSDAQ,price_ratio_ge_1.8
023800,공    화,1997-06-25,1997-06-21,56500,49000,607200,900000,0.8672566371681416,1.482213438735178,KOSPI,stocks_change_ge_20pct
023810,삼영케불,1997-01-07,1996-11-30,15000,15800,446264,600000,1.0533333333333332,1.3444956348708388,KOSDAQ,stocks_change_ge_20pct
023900,풍국주정,1997-10-08,1997-09-22,19700,52200,280000,280000,2.649746192893401,1,KOSDAQ,price_ratio_ge_1.8
023920,광일,1997-01-29,1996-12-12,40000,5300,48000,404800,0.1325,8.433333333333334,KOSDAQ,stocks_change_ge_20pct;price_ratio_le_0.6;price_inverse_to_stocks_ratio
024060,흥구석유,1997-09-11,1997-08-19,30300,81600,98000,98000,2.6930693069306932,1,KOSDAQ,price_ratio_ge_1.8
024070,우신산업,1997-01-03,1996-12-27,52700,50000,600000,860000,0.9487666034155597,1.4333333333333333,KOSPI,stocks_change_ge_20pct
024070,우신산업,1997-10-30,1997-10-29,36700,33800,860000,1100800,0.9209809264305178,1.28,KOSPI,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
024090,대림,1997-01-30,1996-12-24,73000,70000,240000,300000,0.958904109589041,1.25,KOSDAQ,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
024091,디씨엠1신,1997-05-15,1996-12-16,32500,70300,60000,120000,2.163076923076923,2,KOSDAQ,stocks_change_ge_20pct;price_ratio_ge_1.8
024100,제일금고,1997-06-28,1997-06-27,11100,10400,4040000,5800000,0.9369369369369369,1.4356435643564356,KOSPI,stocks_change_ge_20pct
024720,한국콜마,1997-04-16,1997-04-15,27000,26000,400000,600000,0.9629629629629629,1.5,KOSDAQ,stocks_change_ge_20pct
024810,이티아이,1997-01-18,1997-01-17,39400,36300,178000,1218000,0.9213197969543148,6.842696629213483,KOSDAQ,stocks_change_ge_20pct
024830,세원물산,1997-02-27,1997-01-21,43400,25300,232000,232000,0.5829493087557603,1,KOSDAQ,price_ratio_le_0.6
024840,한국성산,1997-05-28,1997-03-07,12800,29200,700000,700000,2.28125,1,KOSDAQ,price_ratio_ge_1.8
024840,한국성산,1997-10-29,1997-10-13,31500,16400,700000,700000,0.5206349206349207,1,KOSDAQ,price_ratio_le_0.6
024850,풍산정밀,1997-04-10,1997-04-04,27400,21700,1471000,2441000,0.791970802919708,1.6594153636981646,KOSDAQ,stocks_change_ge_20pct
024870,유성금속,1997-08-27,1997-04-28,61000,23200,627000,900000,0.380327868852459,1.4354066985645932,KOSPI,stocks_change_ge_20pct;price_ratio_le_0.6
024890,대원화성,1997-04-22,1997-03-28,77500,183000,1400000,1400000,2.361290322580645,1,KOSDAQ,price_ratio_ge_1.8
024890,대원화성,1997-05-17,1997-04-24,197000,62400,1400000,1400000,0.31675126903553297,1,KOSDAQ,price_ratio_le_0.6
024890,대원화성,1997-10-28,1997-10-24,82700,35000,1400000,2000000,0.42321644498186217,1.4285714285714286,KOSPI,stocks_change_ge_20pct;price_ratio_le_0.6
024900,덕양산업,1997-06-23,1997-06-17,45000,32400,980000,1400000,0.72,1.4285714285714286,KOSPI,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
024910,경창산업,1997-01-07,1996-12-27,15400,16000,460000,670000,1.0389610389610389,1.4565217391304348,KOSDAQ,stocks_change_ge_20pct
024920,동신특강,1997-01-22,1996-12-20,14000,18000,1360000,2040000,1.2857142857142858,1.5,KOSDAQ,stocks_change_ge_20pct
024920,동신특강,1997-12-11,1997-11-15,28800,8160,2100000,2100000,0.2833333333333333,1,KOSDAQ,price_ratio_le_0.6
024930,국정교과서,1997-02-17,1997-01-16,31100,18500,1637872,1637872,0.594855305466238,1,KOSDAQ,price_ratio_le_0.6
024940,세광알미늄,1997-02-27,1997-01-22,5100,9190,1000000,1000000,1.8019607843137255,1,KOSDAQ,price_ratio_ge_1.8
024940,세광알미늄,1997-04-26,1997-03-28,5900,19500,1000000,1000000,3.305084745762712,1,KOSDAQ,price_ratio_ge_1.8
025150,삼주건설,1997-01-07,1996-12-26,5550,5110,580000,1600000,0.9207207207207208,2.7586206896551726,KOSDAQ,stocks_change_ge_20pct
025530,에스제이엠,1997-02-12,1997-02-04,39600,29100,636000,1000000,0.7348484848484849,1.5723270440251573,KOSPI,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
025540,한국단자,1997-01-03,1996-12-24,104000,95200,600000,916000,0.9153846153846154,1.5266666666666666,KOSPI,stocks_change_ge_20pct
025550,한국선재,1997-01-28,1996-12-21,15000,15000,480000,600000,1,1.25,KOSDAQ,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
025560,미래산업,1997-01-03,1996-12-26,235000,166000,770000,1250000,0.7063829787234043,1.6233766233766234,KOSPI,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
025560,미래산업,1997-07-10,1997-07-09,199000,195000,1350000,1755000,0.9798994974874372,1.3,KOSPI,stocks_change_ge_20pct
025690,뉴런네트,1997-08-22,1997-08-21,19700,19500,272000,338666,0.9898477157360406,1.245095588235294,KOSDAQ,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
025690,뉴런네트,1997-12-06,1997-12-05,16800,16400,338666,478666,0.9761904761904762,1.413386640524883,KOSDAQ,stocks_change_ge_20pct
025890,한국주강,1997-07-19,1997-07-16,48000,41900,660000,960000,0.8729166666666667,1.4545454545454546,KOSPI,stocks_change_ge_20pct
025900,동화기업,1997-01-24,1996-07-04,8700,29500,2627200,1820000,3.3908045977011496,0.6927527405602923,KOSDAQ,stocks_change_ge_20pct;price_ratio_ge_1.8
025910,동방음향,1997-01-29,1996-12-14,20600,16000,252000,380000,0.7766990291262136,1.507936507936508,KOSDAQ,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
025930,팬택,1997-01-03,1996-12-23,127000,109500,812000,1000000,0.8622047244094488,1.2315270935960592,KOSDAQ,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
025930,팬    택,1997-08-28,1997-08-26,105500,81600,1000000,1440000,0.7734597156398104,1.44,KOSPI,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
025950,동신건설,1997-12-02,1997-11-14,20700,9900,280000,280000,0.4782608695652174,1,KOSDAQ,price_ratio_le_0.6
025980,피.엠.케이,1997-01-08,1996-12-27,5460,6700,230000,525811,1.2271062271062272,2.2861347826086957,KOSDAQ,stocks_change_ge_20pct
026260,M플러스텍,1997-01-04,1996-12-26,73000,61000,800000,1000000,0.8356164383561644,1.25,KOSDAQ,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
026870,대한가스,1997-01-31,1997-01-30,44000,45500,5900000,7400000,1.0340909090909092,1.2542372881355932,KOSPI,stocks_change_ge_20pct
026890,동양전원,1997-11-25,1997-09-19,60400,24000,880000,1300000,0.3973509933774834,1.4772727272727273,KOSPI,stocks_change_ge_20pct;price_ratio_le_0.6
026920,영성제강,1997-07-07,1997-06-30,35000,16100,200000,200000,0.46,1,KOSDAQ,price_ratio_le_0.6
026940,부국철강,1997-01-14,1996-12-02,22500,11900,316000,1032000,0.5288888888888889,3.2658227848101267,KOSDAQ,stocks_change_ge_20pct;price_ratio_le_0.6
026950,한일제관,1997-08-14,1997-07-23,97600,54400,1681666,1681666,0.5573770491803278,1,KOSDAQ,price_ratio_le_0.6
026960,동서,1997-01-22,1996-12-26,29200,25500,2440000,2980000,0.8732876712328768,1.221311475409836,KOSDAQ,stocks_change_ge_20pct;price_inverse_to_stocks_ratio
027350,텔슨전자,1997-01-07,1996-12-26,95500,85900,480000,740000,0.8994764397905759,1.5416666666666667,KOSDAQ,stocks_change_ge_20pct
027440,고려전기,1997-12-27,1997-12-10,26500,10800,117300,117300,0.4075471698113208,1,KOSDAQ,price_ratio_le_0.6
027460,주택은행,1997-01-03,1996-12-27,11800,12300,23000000,47000000,1.0423728813559323,2.0434782608695654,KOSPI,stocks_change_ge_20pct
