snapshot_date,previous_market_trade_date,code,name,name_resolution_status,name_candidates,market,prev_symbol_trade_date,days_since_prev_symbol_trade,prev_close,open,high,low,close,volume,amount,market_cap,listed_shares,open_gap_pct,high_return_pct,low_return_pct,close_return_pct,turnover_pct,return_3d_pct,return_5d_pct,return_10d_pct,return_20d_pct,amount_rank,turnover_rank,market_cap_rank,high_return_rank,close_return_rank,limit_up_price,upper_limit_touched,upper_limit_closed,upper_limit_released,one_price_upper_limit,upper_limit_label_status,upper_limit_touch_count_5d,upper_limit_close_count_5d,high_return_ge_10_count_5d,high_return_ge_20_count_5d,corporate_action_warning,new_listing_or_no_reference,data_quality_status,max_source_date
2017-11-21,2017-11-20,000020,동화약품,exact_source_row,,KOSPI,2017-11-20,1,11500,11400,11500,11200,11250,256717,2922113300,314229037500,27931470,-0.869565,0,-2.608696,-2.173913,0.919096,4.166667,1.351351,20.449679,21.359223,578,789,501,1864,1751,14950,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2017-11-21
2017-11-21,2017-11-20,000030,우리은행,exact_source_row,,KOSPI,2017-11-20,1,15900,15950,16050,15700,15700,1141132,18074203500,10613200000000,676000000,0.314465,0.943396,-1.257862,-1.257862,0.168807,-4.268293,0.319489,0.641026,-10.028653,143,1741,36,1155,1443,20650,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2017-11-21
2017-11-21,2017-11-20,000040,KR모터스,exact_source_row,,KOSPI,2017-11-20,1,345,348,356,340,350,793530,275427041,65892932000,188265520,0.869565,3.188406,-1.449275,1.449275,0.421495,5.105105,-5.913978,-15.254237,-12.060302,1480,1243,1489,341,335,448,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2017-11-21
2017-11-21,2017-11-20,000050,경방,exact_source_row,,KOSPI,2017-11-20,1,13750,13700,14200,13650,14200,13995,195743750,389296834000,27415270,-0.363636,3.272727,-0.727273,3.272727,0.051048,0,-1.730104,-3.401361,2.527076,1620,2005,430,333,140,17850,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2017-11-21
2017-11-21,2017-11-20,000060,메리츠화재,exact_source_row,,KOSPI,2017-11-20,1,24750,24750,24950,24600,24600,113477,2804618200,2714314800000,110338000,0,0.808081,-0.606061,-0.606061,0.102845,-1.402806,-1.6,-2.766798,-6.641366,590,1900,101,1298,1120,32150,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2017-11-21
2017-11-21,2017-11-20,000070,삼양홀딩스,exact_source_row,,KOSPI,2017-11-20,1,99500,99600,103000,99300,102500,23115,2336585700,877837777500,8564271,0.100503,3.517588,-0.201005,3.015075,0.2699,6.882169,8.926674,9.275053,11.171367,663,1520,233,310,156,129000,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2017-11-21
2017-11-21,2017-11-20,000075,삼양홀딩스우,exact_source_row,,KOSPI,2017-11-20,1,57500,57500,57900,56800,57400,2962,169217100,17452929200,304058,0,0.695652,-1.217391,-0.173913,0.974156,2.135231,-1.034483,0.34965,1.59292,1685,736,1998,1407,899,74700,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2017-11-21
2017-11-21,2017-11-20,000080,하이트진로,exact_source_row,,KOSPI,2017-11-20,1,25000,25000,25500,25000,25150,126235,3183663000,1763860316650,70133611,0,2,0,0.6,0.179992,0.801603,-0.39604,-1.757812,-4.734848,554,1703,143,604,525,32500,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2017-11-21
2017-11-21,2017-11-20,000087,하이트진로2우B,exact_source_row,,KOSPI,2017-11-20,1,18450,18500,18600,18450,18600,896,16594600,21020566800,1130138,0.271003,0.813008,0,0.813008,0.079282,1.086957,-0.268097,-1.06383,-3.125,2048,1945,1972,1292,473,23950,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2017-11-21
2017-11-21,2017-11-20,000088,한화3우B,exact_source_row,,KOSPI,2017-11-20,1,18100,18050,18100,17850,17850,129194,2316541200,401125200000,22472000,-0.276243,0,-1.381215,-1.381215,0.574911,-3.252033,-2.191781,-5.30504,-6.052632,666,1052,415,1865,1500,23500,false,false,false,false,verified_normal_day,0,0,0,0,false,false,clean,2017-11-21
