d,o,h,l,c,v,a,mc,s,m,rs
2022-01-03,7970.0,7970.0,7800.0,7860.0,32937.0,258117680.0,230528746020.0,29329357,KOSPI,tradable_ohlcv
2022-01-04,7860.0,8250.0,7860.0,8150.0,145756.0,1183441210.0,239034259550.0,29329357,KOSPI,tradable_ohlcv
2022-01-05,8230.0,8550.0,8200.0,8370.0,232431.0,1951396990.0,245486718090.0,29329357,KOSPI,tradable_ohlcv
2022-01-06,8440.0,8500.0,8200.0,8380.0,157668.0,1321460040.0,245780011660.0,29329357,KOSPI,tradable_ohlcv
2022-01-07,8490.0,8500.0,8240.0,8360.0,65832.0,549750860.0,245193424520.0,29329357,KOSPI,tradable_ohlcv
2022-01-10,8360.0,8440.0,8260.0,8270.0,66993.0,556970100.0,242553782390.0,29329357,KOSPI,tradable_ohlcv
2022-01-11,8320.0,8360.0,8060.0,8120.0,51912.0,422824360.0,238154378840.0,29329357,KOSPI,tradable_ohlcv
2022-01-12,8120.0,8220.0,8010.0,8200.0,56613.0,461500350.0,240500727400.0,29329357,KOSPI,tradable_ohlcv
2022-01-13,8270.0,8270.0,8070.0,8150.0,38155.0,310206630.0,239034259550.0,29329357,KOSPI,tradable_ohlcv
2022-01-14,8070.0,8350.0,7930.0,8010.0,113695.0,919359280.0,234928149570.0,29329357,KOSPI,tradable_ohlcv
2022-01-17,7960.0,8080.0,7870.0,7940.0,29543.0,234477030.0,232875094580.0,29329357,KOSPI,tradable_ohlcv
2022-01-18,7990.0,7990.0,7760.0,7770.0,50580.0,396757890.0,227889103890.0,29329357,KOSPI,tradable_ohlcv
2022-01-19,7770.0,7890.0,7660.0,7700.0,48593.0,376128830.0,225836048900.0,29329357,KOSPI,tradable_ohlcv
2022-01-20,7690.0,7850.0,7680.0,7810.0,41294.0,320664750.0,229062278170.0,29329357,KOSPI,tradable_ohlcv
2022-01-21,7810.0,8010.0,7760.0,7800.0,70431.0,551635840.0,228768984600.0,29329357,KOSPI,tradable_ohlcv
2022-01-24,7910.0,7910.0,7650.0,7710.0,72953.0,563199580.0,226129342470.0,29329357,KOSPI,tradable_ohlcv
2022-01-25,7710.0,7800.0,7550.0,7700.0,87267.0,666190490.0,225836048900.0,29329357,KOSPI,tradable_ohlcv
