name,code,current_or_latest_name,first_date,last_date,markets,profile_path
동일기연,032960,동일기연,1997-07-18,2026-02-20,KOSDAQ,atlas/symbol_profiles/032/032960.json
카인드웨어서울,032970,카인드웨어서울,1997-08-06,1998-06-20,KOSDAQ,atlas/symbol_profiles/032/032970.json
BIT네트웍스,032980,바이온,2006-03-28,2006-08-03,KOSDAQ,atlas/symbol_profiles/032/032980.json
바이온,032980,바이온,2016-04-19,2026-02-20,KOSDAQ,atlas/symbol_profiles/032/032980.json
서울일렉트론,032980,바이온,1997-08-06,2006-03-27,KOSDAQ,atlas/symbol_profiles/032/032980.json
엔디코프,032980,바이온,2006-08-04,2009-02-03,KOSDAQ,atlas/symbol_profiles/032/032980.json
폴리비전,032980,바이온,2009-02-04,2016-04-18,KOSDAQ,atlas/symbol_profiles/032/032980.json
세아메탈,033020,세아메탈,2001-05-10,2004-12-17,KOSDAQ,atlas/symbol_profiles/033/033020.json
대양이앤씨,033030,지오엠씨,1997-08-18,2008-04-22,KOSDAQ,atlas/symbol_profiles/033/033030.json
지오엠씨,033030,지오엠씨,2008-04-23,2010-09-24,KOSDAQ,atlas/symbol_profiles/033/033030.json
세림아이텍,033040,세림아이텍,1997-08-18,2002-11-25,KOSDAQ,atlas/symbol_profiles/033/033040.json
세림아이텍1신,033041,세림아이텍1신,1998-04-14,1998-12-28,KOSDAQ,atlas/symbol_profiles/033/033041.json
정문정보,033050,제이엠아이,1997-08-18,2004-04-19,KOSDAQ,atlas/symbol_profiles/033/033050.json
제이엠아이,033050,제이엠아이,2004-04-20,2026-02-20,KOSDAQ,atlas/symbol_profiles/033/033050.json
삼한콘트롤스,033070,삼한콘트롤스,1997-08-18,2002-04-17,KOSDAQ,atlas/symbol_profiles/033/033070.json
삼한콘트롤스우,033075,삼한콘트롤스우,2001-09-04,2002-04-17,KOSDAQ,atlas/symbol_profiles/033/033075.json
제룡산업,033100,제룡전기,1997-08-18,2011-11-25,KOSDAQ,atlas/symbol_profiles/033/033100.json
제룡전기,033100,제룡전기,2011-11-28,2026-02-20,KOSDAQ,atlas/symbol_profiles/033/033100.json
이디,033110,코너스톤네트웍스,1997-08-18,2019-04-25,KOSDAQ,atlas/symbol_profiles/033/033110.json
코너스톤네트웍스,033110,코너스톤네트웍스,2019-04-26,2021-10-07,KOSDAQ,atlas/symbol_profiles/033/033110.json
디지틀조선,033130,디지틀조선,1997-08-06,2026-02-20,KOSDAQ,atlas/symbol_profiles/033/033130.json
엠케이전자,033160,엠케이전자,1997-11-10,2026-02-20,KOSDAQ,atlas/symbol_profiles/033/033160.json
시그네틱스,033170,시그네틱스,2010-11-26,2026-02-20,KOSDAQ,atlas/symbol_profiles/033/033170.json
KH 필룩스,033180,KH 필룩스,2021-04-23,2026-01-14,KOSDAQ|KOSPI,atlas/symbol_profiles/033/033180.json
필룩스,033180,KH 필룩스,1997-09-30,2021-04-22,KOSDAQ|KOSPI,atlas/symbol_profiles/033/033180.json
VON,033190,폴켐,2001-10-04,2004-07-16,KOSDAQ,atlas/symbol_profiles/033/033190.json
서능상사,033190,폴켐,1997-11-10,2001-09-28,KOSDAQ,atlas/symbol_profiles/033/033190.json
엘켐,033190,폴켐,2004-07-19,2007-04-20,KOSDAQ,atlas/symbol_profiles/033/033190.json
폴켐,033190,폴켐,2007-04-23,2010-04-22,KOSDAQ,atlas/symbol_profiles/033/033190.json
모아텍,033200,모아텍,1997-10-13,2026-02-20,KOSDAQ,atlas/symbol_profiles/033/033200.json
삼화기연,033210,삼화기연,1997-10-13,2004-03-30,KOSDAQ,atlas/symbol_profiles/033/033210.json
남성알미늄,033220,남성알미늄,1997-10-13,2005-05-03,KOSDAQ,atlas/symbol_profiles/033/033220.json
인성정보,033230,인성정보,1999-07-30,2026-02-20,KOSDAQ,atlas/symbol_profiles/033/033230.json
자화전자,033240,자화전자,1999-01-06,2026-02-20,KOSPI,atlas/symbol_profiles/033/033240.json
삼립정공,033250,체시스,1999-08-11,2002-12-04,KOSPI,atlas/symbol_profiles/033/033250.json
체시스,033250,체시스,2002-12-05,2026-02-20,KOSPI,atlas/symbol_profiles/033/033250.json
쌈지,033260,쌈지,2001-02-01,2010-04-16,KOSDAQ,atlas/symbol_profiles/033/033260.json
유나이티드,033270,유나이티드제약,1999-11-11,2008-04-04,KOSDAQ|KOSPI,atlas/symbol_profiles/033/033270.json
유나이티드제약,033270,유나이티드제약,2008-04-07,2026-02-20,KOSDAQ|KOSPI,atlas/symbol_profiles/033/033270.json
넷시큐어테크,033280,어울림엘시스,2001-08-10,2010-10-08,KOSDAQ,atlas/symbol_profiles/033/033280.json
디에스피,033280,어울림엘시스,1997-11-10,2001-03-26,KOSDAQ,atlas/symbol_profiles/033/033280.json
어울림엘시스,033280,어울림엘시스,2010-10-11,2012-09-10,KOSDAQ,atlas/symbol_profiles/033/033280.json
인텔리테크,033280,어울림엘시스,2001-03-27,2001-08-09,KOSDAQ,atlas/symbol_profiles/033/033280.json
로젠,033290,로젠,2025-12-16,2026-02-20,KOSDAQ,atlas/symbol_profiles/033/033290.json
코웰패션,033290,로젠,2015-04-16,2025-12-15,KOSDAQ,atlas/symbol_profiles/033/033290.json
필코전자,033290,로젠,1997-10-13,2015-04-15,KOSDAQ,atlas/symbol_profiles/033/033290.json
보성인터,033300,보성인터,1997-11-10,2001-05-24,KOSDAQ,atlas/symbol_profiles/033/033300.json
디케이디앤아이,033310,엠투엔,2007-11-14,2020-08-31,KOSDAQ,atlas/symbol_profiles/033/033310.json
엠투엔,033310,엠투엔,2020-09-01,2026-02-20,KOSDAQ,atlas/symbol_profiles/033/033310.json
와이즈콘트롤,033310,엠투엔,1997-11-10,2007-11-13,KOSDAQ,atlas/symbol_profiles/033/033310.json
제이씨현,033320,제이씨현시스템,1997-11-10,2014-01-14,KOSDAQ,atlas/symbol_profiles/033/033320.json
제이씨현시스템,033320,제이씨현시스템,2014-01-15,2026-02-20,KOSDAQ,atlas/symbol_profiles/033/033320.json
두림티앤씨,033330,두림티앤씨,1997-11-03,2008-05-02,KOSDAQ,atlas/symbol_profiles/033/033330.json
두림티앤씨전환,033334,두림티앤씨전환,1997-11-03,1997-12-27,KOSDAQ,atlas/symbol_profiles/033/033334.json
좋은사람들,033340,좋은사람들,1997-11-03,2026-02-20,KOSDAQ,atlas/symbol_profiles/033/033340.json
대진정밀화학,033350,대진정밀화학,1997-11-03,1999-02-11,KOSDAQ,atlas/symbol_profiles/033/033350.json
넥사이언,033430,디에스티,2003-04-21,2009-06-08,KOSDAQ,atlas/symbol_profiles/033/033430.json
디에스티,033430,디에스티,2017-08-08,2021-09-01,KOSDAQ,atlas/symbol_profiles/033/033430.json
유일반도체,033430,디에스티,1998-05-25,2003-04-18,KOSDAQ,atlas/symbol_profiles/033/033430.json
코리드,033430,디에스티,2016-07-15,2017-08-07,KOSDAQ,atlas/symbol_profiles/033/033430.json
한국자원투자개발,033430,디에스티,2009-06-09,2016-07-14,KOSDAQ,atlas/symbol_profiles/033/033430.json
동성화인텍,033500,동성화인텍,2013-04-15,2026-02-20,KOSDAQ,atlas/symbol_profiles/033/033500.json
화인텍,033500,동성화인텍,1997-12-19,2013-04-12,KOSDAQ,atlas/symbol_profiles/033/033500.json
어필텔레콤,033510,어필텔레콤,1997-12-19,1999-01-14,KOSDAQ,atlas/symbol_profiles/033/033510.json
SJG세종,033530,SJG세종,2024-09-24,2026-02-20,KOSDAQ|KOSPI,atlas/symbol_profiles/033/033530.json
세종공업,033530,SJG세종,1997-12-26,2024-04-19,KOSDAQ|KOSPI,atlas/symbol_profiles/033/033530.json
에스제이지세종,033530,SJG세종,2024-04-22,2024-09-23,KOSDAQ|KOSPI,atlas/symbol_profiles/033/033530.json
파라텍,033540,파라텍,1997-12-26,2026-02-20,KOSDAQ,atlas/symbol_profiles/033/033540.json
룩손에너지,033550,룩손에너지,2007-12-18,2013-05-06,KOSDAQ,atlas/symbol_profiles/033/033550.json
일레덱스,033550,룩손에너지,1998-01-13,2007-12-17,KOSDAQ,atlas/symbol_profiles/033/033550.json
블루콤,033560,블루콤,2011-01-26,2026-02-20,KOSDAQ,atlas/symbol_profiles/033/033560.json
럭슬,033600,럭슬,2019-04-12,2021-08-10,KOSDAQ,atlas/symbol_profiles/033/033600.json
에이코넬,033600,럭슬,2018-06-21,2019-04-11,KOSDAQ,atlas/symbol_profiles/033/033600.json
이젠텍,033600,럭슬,2000-11-21,2018-06-20,KOSDAQ,atlas/symbol_profiles/033/033600.json
두산퓨얼셀1우,033626,두산퓨얼셀2우B,2019-10-18,2026-02-20,KOSPI,atlas/symbol_profiles/033/033626.json
두산퓨얼셀2우B,033626,두산퓨얼셀2우B,2019-10-18,2026-02-20,KOSPI,atlas/symbol_profiles/033/033626.json
SK브로드밴드,033630,SK브로드밴드,2008-10-10,2015-06-30,KOSDAQ,atlas/symbol_profiles/033/033630.json
하나로텔레콤,033630,SK브로드밴드,2005-01-14,2008-10-09,KOSDAQ,atlas/symbol_profiles/033/033630.json
하나로통신,033630,SK브로드밴드,1998-11-12,2005-01-13,KOSDAQ,atlas/symbol_profiles/033/033630.json
두산솔루스1우,033637,솔루스첨단소재2우B,2019-10-18,2020-12-23,KOSPI,atlas/symbol_profiles/033/033637.json
두산솔루스2우B,033637,솔루스첨단소재2우B,2019-10-18,2020-12-23,KOSPI,atlas/symbol_profiles/033/033637.json
솔루스첨단소재1우,033637,솔루스첨단소재2우B,2020-12-24,2026-02-20,KOSPI,atlas/symbol_profiles/033/033637.json
솔루스첨단소재2우B,033637,솔루스첨단소재2우B,2020-12-24,2026-02-20,KOSPI,atlas/symbol_profiles/033/033637.json
네패스,033640,네패스,2003-12-15,2026-02-20,KOSDAQ,atlas/symbol_profiles/033/033640.json
크린크레티브,033640,네패스,1999-12-14,2003-12-12,KOSDAQ,atlas/symbol_profiles/033/033640.json
대우캐피탈,033660,우리금융캐피탈,2009-06-25,2009-09-18,KOSPI,atlas/symbol_profiles/033/033660.json
아주캐피탈,033660,우리금융캐피탈,2009-09-21,2021-01-28,KOSPI,atlas/symbol_profiles/033/033660.json
우리금융캐피탈,033660,우리금융캐피탈,2021-01-29,2021-08-26,KOSPI,atlas/symbol_profiles/033/033660.json
디아만트,033720,블루스톤,2007-06-20,2008-10-24,KOSDAQ,atlas/symbol_profiles/033/033720.json
블루스톤,033720,블루스톤,2008-10-27,2009-05-14,KOSDAQ,atlas/symbol_profiles/033/033720.json
인투스,033720,블루스톤,2000-06-27,2007-06-19,KOSDAQ,atlas/symbol_profiles/033/033720.json
디아만트,033725,블루스톤우,2007-06-20,2007-06-20,KOSDAQ,atlas/symbol_profiles/033/033725.json
디아만트우,033725,블루스톤우,2007-06-21,2008-10-24,KOSDAQ,atlas/symbol_profiles/033/033725.json
블루스톤우,033725,블루스톤우,2008-10-27,2009-05-14,KOSDAQ,atlas/symbol_profiles/033/033725.json
인투스우,033725,블루스톤우,2004-01-12,2007-06-19,KOSDAQ,atlas/symbol_profiles/033/033725.json
KT&G,033780,KT&G,2003-01-21,2026-02-20,KOSPI,atlas/symbol_profiles/033/033780.json
담배인삼공사,033780,KT&G,1999-10-08,2003-01-20,KOSPI,atlas/symbol_profiles/033/033780.json
서화정보통신,033790,피노,2001-06-26,2017-11-29,KOSDAQ,atlas/symbol_profiles/033/033790.json
스카이문스테크놀로지,033790,피노,2017-11-30,2024-08-30,KOSDAQ,atlas/symbol_profiles/033/033790.json
피노,033790,피노,2024-09-02,2026-02-20,KOSDAQ,atlas/symbol_profiles/033/033790.json
대구방송,033830,티비씨,2010-11-29,2015-05-26,KOSDAQ,atlas/symbol_profiles/033/033830.json
티비씨,033830,티비씨,2015-05-27,2026-02-20,KOSDAQ,atlas/symbol_profiles/033/033830.json
로패스,033850,지노시스템,2004-04-28,2005-04-22,KOSDAQ,atlas/symbol_profiles/033/033850.json
아이메카,033850,지노시스템,2005-04-25,2009-07-07,KOSDAQ,atlas/symbol_profiles/033/033850.json
옌트,033850,지노시스템,1998-05-25,2004-04-27,KOSDAQ,atlas/symbol_profiles/033/033850.json
지노시스템,033850,지노시스템,2010-10-19,2011-05-06,KOSDAQ,atlas/symbol_profiles/033/033850.json
지앤이,033850,지노시스템,2009-07-08,2010-10-18,KOSDAQ,atlas/symbol_profiles/033/033850.json
로패스우,033855,지노시스템우,2004-04-28,2005-04-22,KOSDAQ,atlas/symbol_profiles/033/033855.json
아이메카우,033855,지노시스템우,2005-04-25,2009-07-07,KOSDAQ,atlas/symbol_profiles/033/033855.json
옌트우,033855,지노시스템우,2001-09-21,2004-04-27,KOSDAQ,atlas/symbol_profiles/033/033855.json
지노시스템우,033855,지노시스템우,2010-10-19,2011-05-06,KOSDAQ,atlas/symbol_profiles/033/033855.json
지앤이우,033855,지노시스템우,2009-07-08,2010-10-18,KOSDAQ,atlas/symbol_profiles/033/033855.json
골드뱅크,033880,블루멈,1998-10-13,2002-04-17,KOSDAQ,atlas/symbol_profiles/033/033880.json
그랜드포트,033880,블루멈,2006-11-23,2009-05-14,KOSDAQ,atlas/symbol_profiles/033/033880.json
룩소네이트,033880,블루멈,2009-05-15,2009-06-29,KOSDAQ,atlas/symbol_profiles/033/033880.json
블루멈,033880,블루멈,2009-06-30,2009-09-03,KOSDAQ,atlas/symbol_profiles/033/033880.json
코리아텐더,033880,블루멈,2002-04-18,2006-11-22,KOSDAQ,atlas/symbol_profiles/033/033880.json
그랜드포트우,033885,블루멈우,2006-11-23,2009-05-14,KOSDAQ,atlas/symbol_profiles/033/033885.json
룩소네이트우,033885,블루멈우,2009-05-15,2009-06-29,KOSDAQ,atlas/symbol_profiles/033/033885.json
블루멈우,033885,블루멈우,2009-06-30,2009-09-03,KOSDAQ,atlas/symbol_profiles/033/033885.json
코리아텐더우,033885,블루멈우,2002-06-21,2006-11-22,KOSDAQ,atlas/symbol_profiles/033/033885.json
무학,033920,무학,1998-07-27,2026-02-20,KOSDAQ|KOSPI,atlas/symbol_profiles/033/033920.json
라이프앤비,034010,트라이써클,2011-03-09,2012-04-30,KOSDAQ,atlas/symbol_profiles/034/034010.json
유니와이드,034010,트라이써클,2000-04-27,2009-02-02,KOSDAQ,atlas/symbol_profiles/034/034010.json
트라이써클,034010,트라이써클,2012-05-02,2013-02-20,KOSDAQ,atlas/symbol_profiles/034/034010.json
확인영어사,034010,트라이써클,2009-02-03,2011-03-08,KOSDAQ,atlas/symbol_profiles/034/034010.json
두산에너빌리티,034020,두산에너빌리티,2022-04-21,2026-02-20,KOSPI,atlas/symbol_profiles/034/034020.json
두산중공업,034020,두산에너빌리티,2001-04-16,2022-04-20,KOSPI,atlas/symbol_profiles/034/034020.json
한국중공업,034020,두산에너빌리티,2000-10-25,2001-04-13,KOSPI,atlas/symbol_profiles/034/034020.json
SBS,034120,SBS,1999-05-14,2026-02-20,KOSDAQ|KOSPI,atlas/symbol_profiles/034/034120.json
서울방송1,034121,서울방송1,1999-05-14,1999-12-28,KOSDAQ,atlas/symbol_profiles/034/034121.json
박현주 1호,034160,박현주 1호,1999-04-16,1999-12-22,KOSDAQ,atlas/symbol_profiles/034/034160.json
박현주 2호,034170,박현주 2호,1999-04-16,1999-12-22,KOSDAQ,atlas/symbol_profiles/034/034170.json
알바트로스,034180,알바트로스,1999-04-29,1999-12-09,KOSPI,atlas/symbol_profiles/034/034180.json
코스파이더,034190,코스파이더,1999-02-09,2001-03-13,KOSPI,atlas/symbol_profiles/034/034190.json
박현주3호,034200,박현주3호,1999-04-29,1999-12-13,KOSPI,atlas/symbol_profiles/034/034200.json
LG디스플레이,034220,LG디스플레이,2008-03-20,2026-02-20,KOSPI,atlas/symbol_profiles/034/034220.json
LG필립스LCD,034220,LG디스플레이,2004-07-23,2008-03-19,KOSPI,atlas/symbol_profiles/034/034220.json
파라다이스,034230,파라다이스,2002-11-05,2026-02-20,KOSDAQ|KOSPI,atlas/symbol_profiles/034/034230.json
삼성다이나믹,034260,삼성다이나믹,1999-03-12,2000-01-10,KOSDAQ,atlas/symbol_profiles/034/034260.json
삼성 프라임,034270,삼성 프라임,1999-03-12,2000-01-10,KOSDAQ,atlas/symbol_profiles/034/034270.json
박현주 4호,034280,박현주 4호,1999-04-16,2000-01-10,KOSDAQ,atlas/symbol_profiles/034/034280.json
박현주 5호,034290,박현주 5호,1999-04-16,2000-01-10,KOSDAQ,atlas/symbol_profiles/034/034290.json
신세계건설,034300,신세계건설,1999-06-25,2025-02-21,KOSDAQ|KOSPI,atlas/symbol_profiles/034/034300.json
NICE,034310,NICE,2010-11-26,2026-02-20,KOSPI,atlas/symbol_profiles/034/034310.json
한신정,034310,NICE,2004-02-04,2010-11-25,KOSPI,atlas/symbol_profiles/034/034310.json
에머랄드 1호,034320,에머랄드 1호,1999-04-16,2000-01-10,KOSDAQ,atlas/symbol_profiles/034/034320.json
사파이어전환,034330,사파이어전환,1999-08-13,2000-07-18,KOSDAQ,atlas/symbol_profiles/034/034330.json
사파이어성장,034340,사파이어성장,1999-08-13,2000-07-18,KOSDAQ,atlas/symbol_profiles/034/034340.json
트윈스챌린지,034350,트윈스챌린지,1999-02-18,2000-01-26,KOSDAQ,atlas/symbol_profiles/034/034350.json
한빛세이프일,034430,한빛세이프일,1999-03-12,2000-01-26,KOSDAQ,atlas/symbol_profiles/034/034430.json
한빛세이프이,034440,한빛세이프이,1999-03-12,2000-01-26,KOSDAQ,atlas/symbol_profiles/034/034440.json
이글 1호,034450,이글 1호,1999-04-16,2000-01-26,KOSDAQ,atlas/symbol_profiles/034/034450.json
이글 2호,034460,이글 2호,1999-04-16,2000-01-26,KOSDAQ,atlas/symbol_profiles/034/034460.json
동원장보고1,034470,동원장보고1,1999-02-18,2000-01-26,KOSDAQ,atlas/symbol_profiles/034/034470.json
무한투자,034510,무한투자,2000-04-14,2012-09-24,KOSDAQ,atlas/symbol_profiles/034/034510.json
이글3호,034560,이글3호,1999-06-11,2000-01-26,KOSDAQ,atlas/symbol_profiles/034/034560.json
이글4호,034570,이글4호,1999-07-16,2000-04-19,KOSDAQ,atlas/symbol_profiles/034/034570.json
플래티넘1호,034580,플래티넘1호,1999-03-16,2000-01-14,KOSPI,atlas/symbol_profiles/034/034580.json
인천도시가스,034590,인천도시가스,2006-11-07,2026-02-20,KOSPI,atlas/symbol_profiles/034/034590.json
글로웍스,034600,글로웍스,2007-10-23,2011-06-28,KOSDAQ,atlas/symbol_profiles/034/034600.json
로커스,034600,글로웍스,1999-12-07,2006-05-30,KOSDAQ,atlas/symbol_profiles/034/034600.json
벅스인터,034600,글로웍스,2006-06-01,2007-10-22,KOSDAQ,atlas/symbol_profiles/034/034600.json
로커스우,034607,로커스우,1999-12-07,2000-11-03,KOSDAQ,atlas/symbol_profiles/034/034607.json
성공파트너1,034650,성공파트너1,1999-03-12,2000-02-23,KOSDAQ,atlas/symbol_profiles/034/034650.json
세인전자,034660,제넥셀,1999-05-14,2005-10-07,KOSDAQ,atlas/symbol_profiles/034/034660.json
제넥셀,034660,제넥셀,2005-10-10,2010-04-14,KOSDAQ,atlas/symbol_profiles/034/034660.json
SK,034730,SK,2015-08-17,2026-02-20,KOSPI,atlas/symbol_profiles/034/034730.json
SK C&C,034730,SK,2009-11-11,2015-08-13,KOSPI,atlas/symbol_profiles/034/034730.json
디씨씨,034750,디씨씨,1999-06-11,2008-07-11,KOSDAQ,atlas/symbol_profiles/034/034750.json
호크아이즈,034760,호크아이즈,1999-05-14,2000-09-18,KOSDAQ,atlas/symbol_profiles/034/034760.json
SEI에셋,034770,SEI에셋,1999-04-27,2000-02-24,KOSPI,atlas/symbol_profiles/034/034770.json
해성산업,034810,해성산업,1999-04-16,2026-02-20,KOSDAQ,atlas/symbol_profiles/034/034810.json
드림,034820,드림,1999-06-11,2000-03-29,KOSDAQ,atlas/symbol_profiles/034/034820.json
한국토지신탁,034830,한국토지신탁,2001-05-22,2026-02-20,KOSDAQ|KOSPI,atlas/symbol_profiles/034/034830.json
트윈스비전일,034840,트윈스비전일,1999-04-27,2000-03-23,KOSPI,atlas/symbol_profiles/034/034840.json
플래티넘2호,034850,플래티넘2호,1999-06-09,2000-03-24,KOSPI,atlas/symbol_profiles/034/034850.json
하이프로,034920,하이프로,1999-05-14,2000-03-29,KOSDAQ,atlas/symbol_profiles/034/034920.json
조아제약,034940,조아제약,1999-08-13,2026-02-20,KOSDAQ,atlas/symbol_profiles/034/034940.json
한국기업평가,034950,한국기업평가,2002-02-18,2026-02-20,KOSDAQ,atlas/symbol_profiles/034/034950.json
한기평,034950,한국기업평가,2002-02-07,2002-02-15,KOSDAQ,atlas/symbol_profiles/034/034950.json
드림2호,034960,드림2호,1999-07-16,2000-04-19,KOSDAQ,atlas/symbol_profiles/034/034960.json
다이넥스,034970,올에버,2001-10-08,2002-11-13,KOSDAQ,atlas/symbol_profiles/034/034970.json
보양산업,034970,올에버,1999-05-14,2001-10-05,KOSDAQ,atlas/symbol_profiles/034/034970.json
올에버,034970,올에버,2002-11-14,2003-04-14,KOSDAQ,atlas/symbol_profiles/034/034970.json
이론테크,034980,이론테크,2001-11-13,2003-04-29,KOSDAQ,atlas/symbol_profiles/034/034980.json
중앙소프트,034980,이론테크,2000-07-13,2001-11-12,KOSDAQ,atlas/symbol_profiles/034/034980.json
플러스1호,034990,플러스1호,1999-06-17,2000-04-14,KOSPI,atlas/symbol_profiles/034/034990.json
G2R,035000,HS애드,2004-09-03,2005-03-25,KOSPI,atlas/symbol_profiles/035/035000.json
GⅡR,035000,HS애드,2005-04-19,2015-09-02,KOSPI,atlas/symbol_profiles/035/035000.json
HS애드,035000,HS애드,2023-07-18,2026-02-20,KOSPI,atlas/symbol_profiles/035/035000.json
LG애드,035000,HS애드,1999-08-11,2004-09-02,KOSPI,atlas/symbol_profiles/035/035000.json
지투알,035000,HS애드,2005-03-28,2023-07-17,KOSPI,atlas/symbol_profiles/035/035000.json
소예,035010,소예,1999-06-11,2009-11-02,KOSDAQ,atlas/symbol_profiles/035/035010.json
파이오니어,035030,파이오니어MF,1999-07-16,2001-05-31,KOSDAQ,atlas/symbol_profiles/035/035030.json
파이오니어MF,035030,파이오니어MF,2001-06-01,2002-05-17,KOSDAQ,atlas/symbol_profiles/035/035030.json
플래티넘3호,035040,플래티넘3호,1999-06-30,2000-04-28,KOSPI,atlas/symbol_profiles/035/035040.json
플래티넘타겟,035050,플래티넘타겟,1999-06-30,2000-05-10,KOSPI,atlas/symbol_profiles/035/035050.json
그래디언트,035080,그래디언트,2022-04-18,2026-02-20,KOSDAQ,atlas/symbol_profiles/035/035080.json
인터파크,035080,그래디언트,1999-07-05,2022-04-15,KOSDAQ,atlas/symbol_profiles/035/035080.json
인터파크홀딩스,035080,그래디언트,2015-04-15,2020-07-15,KOSDAQ,atlas/symbol_profiles/035/035080.json
백산,035150,백산,1999-08-11,2026-02-20,KOSPI,atlas/symbol_profiles/035/035150.json
플러스2호,035160,플러스2호,1999-07-16,2000-05-24,KOSDAQ,atlas/symbol_profiles/035/035160.json
프럼파스트,035200,프럼파스트,2002-01-15,2026-02-20,KOSDAQ,atlas/symbol_profiles/035/035200.json
미래티비,035210,티브로드도봉강북방송,1999-08-27,2002-03-29,KOSDAQ,atlas/symbol_profiles/035/035210.json
큐릭스,035210,티브로드도봉강북방송,2002-04-01,2011-07-25,KOSDAQ,atlas/symbol_profiles/035/035210.json
티브로드도봉강북방송,035210,티브로드도봉강북방송,2011-07-26,2012-10-31,KOSDAQ,atlas/symbol_profiles/035/035210.json
강원랜드,035250,강원랜드,2001-10-25,2026-02-20,KOSDAQ|KOSPI,atlas/symbol_profiles/035/035250.json
청람디지탈,035270,청람디지탈,1999-08-13,2008-04-22,KOSDAQ,atlas/symbol_profiles/035/035270.json
골드앤에스,035290,골드앤에스,2021-04-09,2026-02-20,KOSDAQ,atlas/symbol_profiles/035/035290.json
더블유에프엠,035290,골드앤에스,2017-12-15,2021-04-08,KOSDAQ,atlas/symbol_profiles/035/035290.json
에듀박스,035290,골드앤에스,2002-04-22,2015-11-26,KOSDAQ,atlas/symbol_profiles/035/035290.json
에이원앤,035290,골드앤에스,2015-11-27,2017-12-14,KOSDAQ,atlas/symbol_profiles/035/035290.json
코네스,035290,골드앤에스,1999-12-07,2002-04-19,KOSDAQ,atlas/symbol_profiles/035/035290.json
실크로드,035300,실크로드,1999-08-13,2000-06-14,KOSDAQ,atlas/symbol_profiles/035/035300.json
실크로드2호,035310,실크로드2호,1999-08-13,2000-06-28,KOSDAQ,atlas/symbol_profiles/035/035310.json
대덕전자1우,035320,대덕전자1우,2020-05-21,2026-02-20,KOSDAQ|KOSPI,atlas/symbol_profiles/035/035320.json
알바트로스2,035320,대덕전자1우,1999-08-13,2000-06-14,KOSDAQ|KOSPI,atlas/symbol_profiles/035/035320.json
드림3호,035330,드림3호,1999-08-13,2000-06-14,KOSDAQ,atlas/symbol_profiles/035/035330.json
엠피챌린지,035340,엠피챌린지,1999-07-28,2000-05-19,KOSPI,atlas/symbol_profiles/035/035340.json
브이에스에스티,035400,브이에스에스티,2008-04-14,2010-09-30,KOSDAQ,atlas/symbol_profiles/035/035400.json
비에스지,035400,브이에스에스티,2005-04-19,2008-04-11,KOSDAQ,atlas/symbol_profiles/035/035400.json
삼보정보통신,035400,브이에스에스티,1999-08-27,2005-04-18,KOSDAQ,atlas/symbol_profiles/035/035400.json
브이에스에스티우,035405,브이에스에스티우,2008-04-14,2010-09-30,KOSDAQ,atlas/symbol_profiles/035/035405.json
비에스지우,035405,브이에스에스티우,2005-04-19,2008-04-11,KOSDAQ,atlas/symbol_profiles/035/035405.json
삼보정보통신우,035405,브이에스에스티우,2003-09-23,2005-04-18,KOSDAQ,atlas/symbol_profiles/035/035405.json
플러스3호,035410,플러스3호,1999-08-27,2000-07-18,KOSDAQ,atlas/symbol_profiles/035/035410.json
NAVER,035420,NAVER,2013-08-29,2026-02-20,KOSDAQ|KOSPI,atlas/symbol_profiles/035/035420.json
NHN,035420,NAVER,2002-11-13,2013-08-28,KOSDAQ|KOSPI,atlas/symbol_profiles/035/035420.json
엔에이치엔,035420,NAVER,2002-10-29,2002-11-12,KOSDAQ|KOSPI,atlas/symbol_profiles/035/035420.json
드림라인,035430,드림라인,1999-12-21,2003-09-18,KOSDAQ,atlas/symbol_profiles/035/035430.json
넥스트코드,035450,지아이바이오,2005-12-23,2011-04-14,KOSDAQ,atlas/symbol_profiles/035/035450.json
세넥스테크,035450,지아이바이오,2002-01-21,2005-12-22,KOSDAQ,atlas/symbol_profiles/035/035450.json
아이앤티,035450,지아이바이오,1999-11-11,2002-01-18,KOSDAQ,atlas/symbol_profiles/035/035450.json
지아이바이오,035450,지아이바이오,2011-04-15,2013-08-06,KOSDAQ,atlas/symbol_profiles/035/035450.json
기산텔레콤,035460,기산텔레콤,1999-11-18,2026-02-20,KOSDAQ,atlas/symbol_profiles/035/035460.json
드림4호,035470,드림4호,1999-09-17,2000-07-03,KOSDAQ,atlas/symbol_profiles/035/035470.json
마제스타,035480,제이테크놀로지,2015-04-17,2019-06-11,KOSDAQ,atlas/symbol_profiles/035/035480.json
제이비어뮤즈먼트,035480,제이테크놀로지,2012-11-22,2015-04-16,KOSDAQ,atlas/symbol_profiles/035/035480.json
제이테크놀로지,035480,제이테크놀로지,2019-06-12,2019-12-11,KOSDAQ,atlas/symbol_profiles/035/035480.json
현대디지탈텍,035480,제이테크놀로지,1999-11-18,2012-11-21,KOSDAQ,atlas/symbol_profiles/035/035480.json
디지탈임팩트,035500,써니트렌드,1999-07-16,2001-04-04,KOSDAQ,atlas/symbol_profiles/035/035500.json
써니트렌드,035500,써니트렌드,2009-06-19,2009-09-03,KOSDAQ,atlas/symbol_profiles/035/035500.json
