d,o,h,l,c,v,a,mc,s,m,rs
2021-01-04,3100.0,3100.0,3000.0,3025.0,177027.0,537667065.0,64196619575.0,21222023,KOSDAQ,tradable_ohlcv
2021-01-05,3045.0,3125.0,3000.0,3090.0,110878.0,338731435.0,65576051070.0,21222023,KOSDAQ,tradable_ohlcv
2021-01-06,3100.0,3180.0,3090.0,3150.0,130347.0,410254140.0,66849372450.0,21222023,KOSDAQ,tradable_ohlcv
2021-01-07,3150.0,3200.0,3125.0,3150.0,90678.0,287436455.0,66849372450.0,21222023,KOSDAQ,tradable_ohlcv
2021-01-08,3195.0,3195.0,3040.0,3085.0,125318.0,388268510.0,65469940955.0,21222023,KOSDAQ,tradable_ohlcv
2021-01-11,3090.0,3135.0,2990.0,3065.0,135607.0,412074815.0,65045500495.0,21222023,KOSDAQ,tradable_ohlcv
2021-01-12,3010.0,3175.0,3010.0,3100.0,122337.0,378055990.0,65788271300.0,21222023,KOSDAQ,tradable_ohlcv
2021-01-13,3110.0,3390.0,3040.0,3085.0,550324.0,1728201795.0,65469940955.0,21222023,KOSDAQ,tradable_ohlcv
2021-01-14,3130.0,3240.0,3080.0,3190.0,329496.0,1040234875.0,67698253370.0,21222023,KOSDAQ,tradable_ohlcv
2021-01-15,3210.0,3295.0,3075.0,3110.0,174073.0,546469000.0,66000491530.0,21222023,KOSDAQ,tradable_ohlcv
2021-01-18,3110.0,3110.0,2940.0,2975.0,222659.0,668933810.0,63135518425.0,21222023,KOSDAQ,tradable_ohlcv
2021-01-19,2975.0,3050.0,2965.0,3010.0,73873.0,221858300.0,63878289230.0,21222023,KOSDAQ,tradable_ohlcv
2021-01-20,3010.0,3160.0,2965.0,3130.0,166220.0,509095765.0,66424931990.0,21222023,KOSDAQ,tradable_ohlcv
2021-01-21,3195.0,3195.0,3055.0,3100.0,113650.0,352239940.0,65788271300.0,21222023,KOSDAQ,tradable_ohlcv
2021-01-22,3100.0,3200.0,3070.0,3170.0,175188.0,549610745.0,67273812910.0,21222023,KOSDAQ,tradable_ohlcv
2021-01-25,3280.0,3280.0,3135.0,3200.0,191639.0,611665175.0,67910473600.0,21222023,KOSDAQ,tradable_ohlcv
2021-01-26,3270.0,3375.0,3180.0,3210.0,303920.0,989346690.0,68122693830.0,21222023,KOSDAQ,tradable_ohlcv
2021-01-27,3185.0,3450.0,3150.0,3210.0,574949.0,1878435545.0,68122693830.0,21222023,KOSDAQ,tradable_ohlcv
2021-01-28,3220.0,3350.0,3200.0,3250.0,311079.0,1014418470.0,68971574750.0,21222023,KOSDAQ,tradable_ohlcv
2021-01-29,3255.0,3325.0,3155.0,3180.0,239314.0,776355865.0,67486033140.0,21222023,KOSDAQ,tradable_ohlcv
2021-02-01,3175.0,3360.0,3130.0,3325.0,338213.0,1113292820.0,70563226475.0,21222023,KOSDAQ,tradable_ohlcv
2021-02-02,3375.0,3390.0,3210.0,3250.0,273136.0,907029655.0,68971574750.0,21222023,KOSDAQ,tradable_ohlcv
2021-02-03,3250.0,3270.0,3115.0,3190.0,300271.0,953491765.0,67698253370.0,21222023,KOSDAQ,tradable_ohlcv
2021-02-04,3195.0,3265.0,3130.0,3215.0,208466.0,668174015.0,68228803945.0,21222023,KOSDAQ,tradable_ohlcv
2021-02-05,3215.0,3430.0,3200.0,3255.0,1096778.0,3635931380.0,69077684865.0,21222023,KOSDAQ,tradable_ohlcv
2021-02-08,3270.0,3290.0,3195.0,3230.0,219448.0,707211250.0,68547134290.0,21222023,KOSDAQ,tradable_ohlcv
2021-02-09,3205.0,3205.0,3155.0,3190.0,249315.0,792938120.0,67698253370.0,21222023,KOSDAQ,tradable_ohlcv
2021-02-10,3190.0,3250.0,3155.0,3190.0,251904.0,803322305.0,67698253370.0,21222023,KOSDAQ,tradable_ohlcv
2021-02-15,3295.0,3395.0,3230.0,3390.0,663909.0,2213840705.0,71942657970.0,21222023,KOSDAQ,tradable_ohlcv
2021-02-16,3395.0,3395.0,3295.0,3355.0,230595.0,769365540.0,71199887165.0,21222023,KOSDAQ,tradable_ohlcv
2021-02-17,3390.0,3390.0,3260.0,3300.0,207596.0,681934650.0,70032675900.0,21222023,KOSDAQ,tradable_ohlcv
2021-02-18,3300.0,3315.0,3230.0,3265.0,187162.0,611288675.0,69289905095.0,21222023,KOSDAQ,tradable_ohlcv
2021-02-19,3250.0,3480.0,3225.0,3395.0,461762.0,1550219460.0,72048768085.0,21222023,KOSDAQ,tradable_ohlcv
2021-02-22,3400.0,3450.0,3325.0,3365.0,238904.0,807058460.0,71412107395.0,21222023,KOSDAQ,tradable_ohlcv
2021-02-23,3365.0,3375.0,3260.0,3300.0,157181.0,519347065.0,70032675900.0,21222023,KOSDAQ,tradable_ohlcv
2021-02-24,3270.0,3380.0,3250.0,3285.0,176648.0,582213270.0,69714345555.0,21222023,KOSDAQ,tradable_ohlcv
2021-02-25,3285.0,3400.0,3285.0,3355.0,160258.0,535287000.0,71199887165.0,21222023,KOSDAQ,tradable_ohlcv
2021-02-26,3310.0,3380.0,3245.0,3340.0,164424.0,542245135.0,70881556820.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-02,3345.0,3430.0,3270.0,3355.0,149068.0,496043290.0,71199887165.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-03,3385.0,3385.0,3315.0,3360.0,91479.0,305233785.0,71305997280.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-04,3350.0,3490.0,3325.0,3435.0,414938.0,1420093700.0,72897649005.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-05,3435.0,3435.0,3330.0,3375.0,131075.0,440615800.0,71624327625.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-08,3350.0,3400.0,3300.0,3325.0,119644.0,399470925.0,70563226475.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-09,3315.0,3350.0,3200.0,3275.0,242816.0,792452690.0,69502125325.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-10,3210.0,3305.0,3205.0,3250.0,212293.0,688752930.0,68971574750.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-11,3260.0,3275.0,3220.0,3250.0,95821.0,310127655.0,68971574750.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-12,3250.0,3290.0,3225.0,3255.0,53310.0,173200905.0,69077684865.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-15,3260.0,3300.0,3230.0,3260.0,62566.0,203590425.0,69183794980.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-16,3290.0,3290.0,3180.0,3260.0,139116.0,448187435.0,69183794980.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-17,3260.0,3460.0,3260.0,3270.0,847108.0,2854210770.0,69396015210.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-18,3240.0,3300.0,3240.0,3265.0,114989.0,375802080.0,69289905095.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-19,3265.0,3315.0,3240.0,3285.0,97163.0,318964000.0,69714345555.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-22,3285.0,3325.0,3260.0,3265.0,148686.0,486036120.0,69289905095.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-23,3305.0,3305.0,3230.0,3245.0,138362.0,450814630.0,68865464635.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-24,3205.0,3245.0,3200.0,3205.0,105304.0,338684275.0,68016583715.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-25,3250.0,3355.0,3245.0,3310.0,215102.0,709543295.0,70244896130.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-26,3310.0,3335.0,3240.0,3280.0,85457.0,279757345.0,69608235440.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-29,3280.0,3310.0,3240.0,3270.0,102288.0,335214315.0,69396015210.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-30,3255.0,3310.0,3230.0,3250.0,78083.0,253863770.0,68971574750.0,21222023,KOSDAQ,tradable_ohlcv
2021-03-31,3265.0,3270.0,3220.0,3245.0,49947.0,161463515.0,68865464635.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-01,3245.0,3295.0,3195.0,3235.0,108783.0,350943650.0,68653244405.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-02,3225.0,3285.0,3195.0,3285.0,177443.0,575501915.0,69714345555.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-05,3330.0,3340.0,3260.0,3265.0,151387.0,498334020.0,69289905095.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-06,3300.0,3410.0,3225.0,3235.0,472759.0,1563859985.0,68653244405.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-07,3235.0,3285.0,3215.0,3255.0,139699.0,455258335.0,69077684865.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-08,3340.0,3485.0,3285.0,3430.0,1103601.0,3745743270.0,72791538890.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-09,3455.0,3490.0,3385.0,3410.0,329748.0,1131315395.0,72367098430.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-12,3430.0,3650.0,3410.0,3600.0,873163.0,3119148855.0,76399282800.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-13,3605.0,3620.0,3400.0,3400.0,536325.0,1872055990.0,72154878200.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-14,3400.0,3440.0,3320.0,3420.0,276381.0,928593585.0,72579318660.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-15,3390.0,3435.0,3360.0,3380.0,164467.0,557918195.0,71730437740.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-16,3380.0,3390.0,3325.0,3385.0,188466.0,632146140.0,71836547855.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-19,3600.0,4100.0,3555.0,3580.0,3544258.0,13216554470.0,75974842340.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-20,3580.0,3685.0,3560.0,3600.0,501050.0,1810346520.0,76399282800.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-21,3600.0,3705.0,3470.0,3690.0,640240.0,2291997725.0,78309264870.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-22,3690.0,3730.0,3610.0,3690.0,358417.0,1314703155.0,78309264870.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-23,3685.0,3740.0,3625.0,3715.0,278023.0,1025004065.0,78839815445.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-26,3745.0,3970.0,3745.0,3945.0,960349.0,3742295705.0,83720880735.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-27,3895.0,4055.0,3895.0,4055.0,488142.0,1956889505.0,86055303265.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-28,3975.0,4500.0,3910.0,4300.0,2598972.0,11121646635.0,91254698900.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-29,4190.0,4570.0,4190.0,4325.0,1048091.0,4630806505.0,91785249475.0,21222023,KOSDAQ,tradable_ohlcv
2021-04-30,4325.0,4330.0,3990.0,4225.0,597829.0,2481925265.0,89663047175.0,21222023,KOSDAQ,tradable_ohlcv
2021-05-03,4230.0,4230.0,3990.0,4035.0,436115.0,1781038965.0,85630862805.0,21222023,KOSDAQ,tradable_ohlcv
2021-05-04,4060.0,4070.0,3850.0,3970.0,404929.0,1581319315.0,84251431310.0,21222023,KOSDAQ,tradable_ohlcv
2021-05-06,3980.0,4040.0,3930.0,3975.0,209773.0,837334465.0,84357541425.0,21222023,KOSDAQ,tradable_ohlcv
2021-05-07,4040.0,4040.0,3950.0,3980.0,172312.0,685830275.0,84463651540.0,21222023,KOSDAQ,tradable_ohlcv
2021-05-10,3980.0,4000.0,3870.0,3885.0,219488.0,862262640.0,82447559355.0,21222023,KOSDAQ,tradable_ohlcv
2021-05-11,3885.0,3990.0,3820.0,3895.0,195300.0,758845180.0,82659779585.0,21222023,KOSDAQ,tradable_ohlcv
2021-05-12,3920.0,3925.0,3835.0,3855.0,170771.0,660664800.0,81810898665.0,21222023,KOSDAQ,tradable_ohlcv
2021-05-13,3795.0,3865.0,3655.0,3760.0,185115.0,699031065.0,79794806480.0,21222023,KOSDAQ,tradable_ohlcv
2021-05-14,3760.0,3865.0,3720.0,3860.0,180331.0,690412795.0,81917008780.0,21222023,KOSDAQ,tradable_ohlcv
2021-05-17,3925.0,3925.0,3815.0,3875.0,161531.0,626327745.0,82235339125.0,21222023,KOSDAQ,tradable_ohlcv
2021-05-18,3890.0,3900.0,3740.0,3740.0,181756.0,689282595.0,79370366020.0,21222023,KOSDAQ,tradable_ohlcv
2021-05-20,3740.0,3800.0,3725.0,3780.0,60262.0,226166830.0,80219246940.0,21222023,KOSDAQ,tradable_ohlcv
