d,o,h,l,c,v,a,mc,s,m
2016-01-04,9670.0,9810.0,9510.0,9630.0,94003.0,903382980.0,129318332850.0,13428695,KOSDAQ
2016-01-05,9620.0,9640.0,9390.0,9410.0,57031.0,540322800.0,126364019950.0,13428695,KOSDAQ
2016-01-06,9400.0,9450.0,9150.0,9170.0,66871.0,617328200.0,123141133150.0,13428695,KOSDAQ
2016-01-07,9230.0,9230.0,8890.0,8930.0,77626.0,698569300.0,119918246350.0,13428695,KOSDAQ
2016-01-08,8720.0,8900.0,8550.0,8800.0,139620.0,1214583700.0,118172516000.0,13428695,KOSDAQ
2016-01-11,8760.0,8850.0,8400.0,8500.0,112241.0,964234910.0,114143907500.0,13428695,KOSDAQ
2016-01-12,8400.0,8500.0,8130.0,8210.0,223925.0,1859913820.0,110249585950.0,13428695,KOSDAQ
2016-01-13,8230.0,8430.0,8210.0,8350.0,116642.0,972849310.0,112129603250.0,13428695,KOSDAQ
2016-01-14,8310.0,8310.0,8150.0,8270.0,59096.0,486254250.0,111055307650.0,13428695,KOSDAQ
2016-01-15,8350.0,8450.0,8180.0,8200.0,55159.0,458955140.0,110115299000.0,13428695,KOSDAQ
2016-01-18,8200.0,8260.0,8150.0,8190.0,29377.0,240570190.0,109981012050.0,13428695,KOSDAQ
2016-01-19,8190.0,8260.0,7940.0,8000.0,73606.0,590433980.0,107429560000.0,13428695,KOSDAQ
2016-01-20,8010.0,8070.0,7720.0,7870.0,74283.0,587583240.0,105683829650.0,13428695,KOSDAQ
2016-01-21,7850.0,8240.0,7810.0,8040.0,57816.0,464468480.0,107966707800.0,13428695,KOSDAQ
2016-01-22,8010.0,8150.0,7980.0,8010.0,47656.0,382681240.0,107563846950.0,13428695,KOSDAQ
2016-01-25,8150.0,8200.0,8010.0,8170.0,41686.0,339290840.0,109712438150.0,13428695,KOSDAQ
2016-01-26,8170.0,8180.0,8000.0,8090.0,57240.0,461643450.0,108638142550.0,13428695,KOSDAQ
2016-01-27,8090.0,8130.0,8000.0,8100.0,46586.0,375043530.0,108772429500.0,13428695,KOSDAQ
2016-01-28,8050.0,8230.0,7980.0,8090.0,34680.0,280494520.0,108638142550.0,13428695,KOSDAQ
2016-01-29,8130.0,8180.0,8040.0,8150.0,38153.0,309654960.0,109443864250.0,13428695,KOSDAQ
2016-02-01,8250.0,8490.0,8200.0,8420.0,91048.0,762301190.0,113069611900.0,13428695,KOSDAQ
2016-02-02,8420.0,8470.0,8360.0,8450.0,54691.0,460399250.0,113472472750.0,13428695,KOSDAQ
2016-02-03,8400.0,8710.0,8340.0,8670.0,68881.0,588036080.0,116426785650.0,13428695,KOSDAQ
2016-02-04,8670.0,8670.0,8500.0,8600.0,46124.0,394973550.0,115486777000.0,13428695,KOSDAQ
2016-02-05,8640.0,8940.0,8600.0,8930.0,112319.0,989847640.0,120320096350.0,13473695,KOSDAQ
2016-02-11,8800.0,8800.0,8550.0,8630.0,66635.0,575708870.0,116277987850.0,13473695,KOSDAQ
