d,o,h,l,c,v,a,mc,s,m
1995-10-05,20200.0,20200.0,20200.0,20200.0,0.0,0.0,19796000000.0,980000,KOSPI
1995-10-06,21400.0,21400.0,21400.0,21400.0,0.0,0.0,20972000000.0,980000,KOSPI
1995-10-07,22600.0,22600.0,22600.0,22600.0,0.0,0.0,22148000000.0,980000,KOSPI
1995-10-09,23900.0,23900.0,23900.0,23900.0,0.0,0.0,23422000000.0,980000,KOSPI
1995-10-10,25300.0,25300.0,25300.0,25300.0,0.0,0.0,24794000000.0,980000,KOSPI
1995-10-11,26800.0,26800.0,26800.0,26800.0,0.0,0.0,26264000000.0,980000,KOSPI
1995-10-12,28400.0,28400.0,28400.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-10-13,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-10-14,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-10-16,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-10-17,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-10-18,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-10-19,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-10-20,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-10-21,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-10-23,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-10-24,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-10-25,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-10-26,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-10-27,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-10-28,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-10-30,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-10-31,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-11-01,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-11-02,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-11-03,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-11-04,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-11-06,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-11-07,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-11-08,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
1995-11-09,0.0,28400.0,0.0,28400.0,0.0,0.0,27832000000.0,980000,KOSPI
